"","Lat","Lon","Date","EOS_no","Flux_ave","Tract","Point","VaisalaType","CO2_ppm_ave","GAVI_waterTempAve","BaroPress_kpa","AirTemp_c","Total_hPa","adjusted_ppm"
"32",-78.202035,-0.331034,2021-06-23,"EOS_2",0.525,3,2,"new",2560.20153846154,10.8625,62.4524,6.763,627.0124,3756.75564077438
"33",-78.202,-0.33,2021-06-23,"EOS_1",1.34,3,3,"old",1606.46153846154,9.87725,62.4685,6.756,627.1734,2421.12265669836
"34",-78.20195,-0.3313,2021-06-22,"EOS_2",0.465,1,5,"old",1403.38461538462,7.6175,62.5096,6.728,627.5844,2099.2222971702
"35",-78.20195,-0.3295833,2021-06-23,"EOS_1",0.585,3,5,"old",1282.23076923077,9.3875,62.4856,6.754,627.3444,1929.18182169003
"36",-78.201933,-0.3298,2021-06-23,"EOS_1",0.82,3,4,"old",1740.53846153846,9.54925,62.4882,6.754,627.3704,2619.99764933257
"37",-78.201917,-0.3294667,2021-06-23,"EOS_1",1.015,3,6,"old",3024.46153846154,9.226,62.5012,6.755,627.5004,4547.4699216213
"38",-78.201913,-0.3309,2021-06-23,"EOS_2",0.265,3,3,"new",3216.46,10.451,62.4498,6.759,626.9864,4709.39457928049
"39",-78.201894,-0.330688,2021-06-23,"EOS_2",0.39,3,4,"new",2164.26,10.2605,62.4544,6.758,627.0324,3165.41773810915
"40",-78.20186938,-0.33028286,2021-06-18,"EOS_1",0.845,1,12,"new",1066.57846153846,7.89225,62.4348,7.836,626.8364,1540.30858850486
"41",-78.201867,-0.3293,2021-06-23,"EOS_1",0.93,3,7,"old",1264.25,8.904,62.5168,6.754,627.6564,1898.6711211972
"42",-78.20182,-0.3313167,2021-06-22,"EOS_2",0.765,1,6,"old",1070.84615384615,7.51475,62.5154,6.721,627.6424,1601.19268873062
"43",-78.201754,-0.330225,2021-06-23,"EOS_2",0.515,3,6,"new",5770.06769230769,9.68975,62.4726,6.755,627.2144,8411.76967769346
"44",-78.20174005,-0.329199666,2021-06-29,"EOS_1",0.345,1,1,"new",3144.36,8.94075,62.4743,7.255,627.2314,4565.27424857156
"45",-78.20169998,-0.33014724,2021-06-18,"EOS_1",2.665,1,11,"new",774.493846153846,7.9255,62.4433,7.841,626.9214,1118.60506888154
"46",-78.201696,-0.330142,2021-06-23,"EOS_2",2.165,4,1,"new",2720.93076923077,9.54925,62.4882,6.754,627.3704,3963.04559932191
"47",-78.201689,-0.330559,2021-06-23,"EOS_2",0.21,3,5,"new",2859.56769230769,10.06775,62.4592,6.756,627.0804,4177.82350973532
"48",-78.20160217,-0.329128001,2021-06-29,"EOS_1",1.15,1,2,"new",10096.7909090909,8.908,62.4491,7.25,626.9794,14660.3594027655
"49",-78.20158934,-0.328979306,2021-06-29,"EOS_1",0.205,1,3,"new",7189.78923076923,8.9405,62.4404,7.248,626.8924,10442.152850483
"50",-78.201568,-0.329992,2021-06-23,"EOS_2",2.34,4,2,"new",5682.9,9.226,62.5012,6.755,627.5004,8261.64584191145
"51",-78.20156755,-0.328423753,2021-06-29,"EOS_1",1.675,1,6,"new",10000,8.83075,62.4286,7.235,626.7744,14516.54812879
"52",-78.20155,-0.33135,2021-06-22,"EOS_2",0.1,1,7,"old",718.307692307692,7.38875,62.5181,6.714,627.6694,1073.60024609595
"53",-78.20154274,-0.328833461,2021-06-29,"EOS_1",3.005,1,4,"new",10000,8.9875,62.4279,7.248,626.7674,14529.0227869375
"54",-78.201535,-0.331484,2021-06-23,"EOS_2",0.03,2,8,"new",356.84,11.2285,62.4831,6.786,627.3194,524.493386811245
"55",-78.20153184,-0.328469351,2021-06-29,"EOS_1",1.26,1,5,"new",4793.08923076923,8.90575,62.4308,7.239,626.7964,6960.60432295793
"56",-78.201497,-0.329797,2021-06-23,"EOS_2",0.58,4,3,"new",8168.88769230769,9.0635,62.5072,6.754,627.5604,11864.5554959174
"57",-78.201437,-0.331227,2021-06-23,"EOS_2",0.655,2,9,"new",1048.06923076923,11.58475,62.4583,6.782,627.0714,1543.79202200324
"58",-78.201389,-0.33,2021-06-23,"EOS_2",3.765,4,4,"new",8780.64923076923,8.7735,62.5259,6.754,627.7474,12730.7264952676
"59",-78.20133805,-0.32989176,2021-06-18,"EOS_1",0.385,1,10,"new",986.995384615385,8.009,62.4284,7.844,626.7724,1426.37459148704
"60",-78.20119271,-0.329732839,2021-06-18,"EOS_1",0.245,1,9,"new",829.403076923077,8.0995,62.413,7.857,626.6184,1199.3952968851
"61",-78.20116,-0.32943,2021-06-29,"EOS_2",6.45,6,5,"old",11596.3076923077,8.908,62.4491,7.25,626.9794,17426.9498036271
"62",-78.20113211,-0.326919369,2021-06-29,"EOS_1",1.1,2,3,"new",5841.54769230769,8.16175,62.4495,7.2,626.9834,8447.3734424972
"63",-78.201066,-0.331125,2021-06-23,"EOS_2",0.415,2,11,"new",4929.91538461538,11.45275,62.4457,6.775,626.9454,7257.4310472312
"64",-78.20102566,-0.329538379,2021-06-18,"EOS_1",0.915,1,8,"new",685.215,8.15625,62.3952,7.868,626.4404,991.36036013352
"65",-78.20096212,-0.327123804,2021-06-29,"EOS_1",0.105,2,2,"new",1870.21692307692,8.2265,62.4482,7.202,626.9704,2705.48178531117
"66",-78.20095,-0.3268667,2021-06-30,"EOS_1",0.155,2,3,"new",1644.37230769231,8.3995,62.3801,6.795,626.2894,2382.55813609342
"67",-78.20093,-0.3271833,2021-06-30,"EOS_1",0.255,1,1,"new",1201.12923076923,8.12925,62.3929,6.721,626.4174,1737.56028597747
"68",-78.20091,-0.32937,2021-06-29,"EOS_2",1.445,6,6,"old",777.384615384615,8.95075,62.4275,7.249,626.7634,1168.65202136441
"69",-78.20085207,-0.329362275,2021-06-18,"EOS_1",0.99,1,7,"new",715.969230769231,8.21225,62.3907,7.875,626.3954,1036.21617457766
"70",-78.20078,-0.3269833,2021-06-30,"EOS_1",0.105,2,2,"new",1651.49692307692,8.31275,62.3698,6.768,626.1864,2391.98311639531
"71",-78.20077496,-0.329209557,2021-06-18,"EOS_1",0.135,1,6,"new",810.232307692308,8.29475,62.3688,7.886,626.1764,1173.41429124842
"72",-78.20075509,-0.3273167,2021-06-29,"EOS_1",0.905,2,1,"new",4475.56615384615,8.42425,62.4437,7.21,626.9254,6481.68085628276
"73",-78.20068,-0.3270833,2021-06-30,"EOS_1",0.465,2,1,"new",1814.66153846154,8.19325,62.378,6.739,626.2684,2626.38847979183
"74",-78.20063456,-0.329016019,2021-06-18,"EOS_1",0.515,1,4,"new",2014.32461538462,8.29925,62.3656,7.892,626.1444,2917.39430160566
"75",-78.20061226,-0.328784762,2021-06-18,"EOS_1",0.505,1,3,"new",4336.81692307692,8.34675,62.3548,7.902,626.0364,6283.38695635892
"76",-78.20059894,-0.328579992,2021-06-18,"EOS_1",0.75,1,2,"new",6561.855,8.34475,62.3483,7.908,625.9714,9507.61091481719
"77",-78.20056256,-0.328370109,2021-06-18,"EOS_1",0.6,1,1,"new",6833.71230769231,8.32575,62.3517,7.9,626.0054,9900.16517969634
"78",-78.20053046,-0.329127079,2021-06-18,"EOS_1",0.305,1,5,"new",1584.14461538462,8.27225,62.3725,7.89,626.2134,2293.86616070501
"79",-78.19988,-0.32504,2021-06-30,"EOS_2",0.295,7,12,"old",412.153846153846,8.382,62.3651,6.817,626.1394,618.851917007058
"80",-78.19987,-0.32634,2021-06-30,"EOS_2",0.145,7,9,"old",540.615384615385,8.19325,62.378,6.739,626.2684,811.154727408265
"81",-78.19986,-0.3261,2021-06-30,"EOS_2",0.43,7,8,"old",525.615384615385,8.12925,62.3929,6.721,626.4174,788.377310122299
"82",-78.19983,-0.3263833,2021-06-30,"EOS_1",0.075,4,1,"new",985.112307692308,8.56425,62.3659,6.826,626.1474,1428.82024461572
"83",-78.1998,-0.32645,2021-06-30,"EOS_1",0.395,4,2,"new",547.8,8.57975,62.372,6.828,626.2084,794.557627087866
"84",-78.19979,-0.32539,2021-06-30,"EOS_2",0.015,7,11,"old",362.153846153846,8.36025,62.3745,6.809,626.2334,543.69070537751
"85",-78.19978,-0.32605,2021-06-29,"EOS_2",0.61,7,2,"new",1268.17230769231,8.75275,62.4268,7.232,626.7564,1840.19877253441
"86",-78.19971,-0.32578,2021-06-30,"EOS_2",0.09,7,10,"old",615.615384615385,8.31275,62.3698,6.768,626.1864,924.107518963582
"87",-78.19969,-0.32574,2021-06-29,"EOS_2",1.91,7,1,NA,NA,NA,NA,NA,NA,NA
"88",-78.19968,-0.32562,2021-06-29,"EOS_2",0.16,7,3,"new",447.535384615385,8.6925,62.434,7.224,626.8284,649.145018121767
"89",-78.19968,-0.32535,2021-06-29,"EOS_2",0.54,7,4,"new",830.969230769231,8.53225,62.4384,7.215,626.8724,1204.20965904491
"90",-78.19965,-0.32467,2021-06-30,"EOS_2",0.235,7,13,"old",525.615384615385,8.56425,62.3659,6.826,626.1474,789.663367976161
"91",-78.19962,-0.3251,2021-06-29,"EOS_2",0.105,7,5,"new",1095.70615384615,8.42425,62.4437,7.21,626.9254,1586.84228036549
"92",-78.19962,-0.32482,2021-06-29,"EOS_2",2.605,7,6,"new",1002.35538461538,8.2265,62.4482,7.202,626.9704,1450.02122589282
"93",-78.19962,-0.32421,2021-06-30,"EOS_2",0.09,7,14,"old",377.538461538462,8.57975,62.372,6.828,626.2084,567.193466830153
"94",-78.19959,-0.32436,2021-06-29,"EOS_2",1.22,7,7,"new",1403.33230769231,8.16175,62.4495,7.2,626.9834,2029.33754741207
"95",-78.19957,-0.3265667,2021-06-30,"EOS_1",0.225,4,3,"new",896.555384615385,8.3355,62.3777,6.825,626.2654,1298.61014149156
"96",-78.2025,NA,2021-06-22,"EOS_2",NA,1,3,"old",848,8.032,62.4748,6.742,627.2364,1270.54655730552
"97",-78.19986,-0.3261,2021-06-30,"EOS_1",NA,3,1,"new",450.186153846154,8.382,62.3651,6.817,626.1394,652.312772146663
