Device Name:,,OM-CP-VOLT101A,,,,,,,
Device Description:,,Voltage Data Logger,,,,,,,
Serial Number:,,R37298,,,,,,,
Device ID:,,SynopticNew,,,,,,,
,,,,,,,,,
,,Channel 1,,,,,,,
6/30/2021,9:58:00 AM,393.94,1,Parallel to point 2 at 1340 on 2021-06-54,1,NA,NA,NA,NA
6/30/2021,9:58:05 AM,393.69,1,Parallel to point 2 at 1340 on 2021-06-55,1,NA,NA,NA,NA
6/30/2021,9:58:10 AM,394.94,1,Parallel to point 2 at 1340 on 2021-06-56,1,NA,NA,NA,NA
6/30/2021,9:58:15 AM,394.94,1,Parallel to point 2 at 1340 on 2021-06-57,1,NA,NA,NA,NA
6/30/2021,9:58:20 AM,394.69,1,Parallel to point 2 at 1340 on 2021-06-58,1,NA,NA,NA,NA
6/30/2021,9:58:25 AM,395.19,1,Parallel to point 2 at 1340 on 2021-06-59,1,NA,NA,NA,NA
6/30/2021,9:58:30 AM,393.69,1,Parallel to point 2 at 1340 on 2021-06-60,1,NA,NA,NA,NA
6/30/2021,9:58:35 AM,392.43,1,Parallel to point 2 at 1340 on 2021-06-61,1,NA,NA,NA,NA
6/30/2021,9:58:40 AM,382.41,1,Parallel to point 2 at 1340 on 2021-06-62,1,NA,NA,NA,NA
6/30/2021,9:58:45 AM,370.88,1,Parallel to point 2 at 1340 on 2021-06-63,1,NA,NA,NA,NA
6/30/2021,9:58:50 AM,352.59,1,Parallel to point 2 at 1340 on 2021-06-64,1,NA,NA,NA,NA
6/30/2021,9:58:55 AM,343.07,1,Parallel to point 2 at 1340 on 2021-06-65,1,NA,NA,NA,NA
6/30/2021,9:59:00 AM,331.04,1,Parallel to point 2 at 1340 on 2021-06-66,1,NA,NA,NA,NA
6/30/2021,9:59:05 AM,319.51,1,Parallel to point 2 at 1340 on 2021-06-67,1,NA,NA,NA,NA
6/30/2021,9:59:10 AM,309.49,1,Parallel to point 2 at 1340 on 2021-06-68,1,NA,NA,NA,NA
6/30/2021,9:59:15 AM,305.73,1,Parallel to point 2 at 1340 on 2021-06-69,1,NA,NA,NA,NA
6/30/2021,9:59:20 AM,301.47,1,Parallel to point 2 at 1340 on 2021-06-70,1,NA,NA,NA,NA
6/30/2021,9:59:25 AM,300.97,1,Parallel to point 2 at 1340 on 2021-06-71,1,NA,NA,NA,NA
6/30/2021,9:59:30 AM,304.22,1,Parallel to point 2 at 1340 on 2021-06-72,1,NA,NA,NA,NA
6/30/2021,9:59:35 AM,309.24,1,Parallel to point 2 at 1340 on 2021-06-73,1,NA,NA,NA,NA
6/30/2021,9:59:40 AM,313.24,1,Parallel to point 2 at 1340 on 2021-06-74,1,NA,NA,NA,NA
6/30/2021,9:59:45 AM,316.75,1,Parallel to point 2 at 1340 on 2021-06-75,1,NA,NA,NA,NA
6/30/2021,9:59:50 AM,326.03,1,Parallel to point 2 at 1340 on 2021-06-76,1,NA,NA,NA,NA
6/30/2021,9:59:55 AM,344.32,1,Parallel to point 2 at 1340 on 2021-06-77,1,NA,NA,NA,NA
6/30/2021,10:00:00 AM,359.86,1,Parallel to point 2 at 1340 on 2021-06-78,1,NA,NA,NA,NA
6/30/2021,10:00:05 AM,375.89,1,Parallel to point 2 at 1340 on 2021-06-79,1,NA,NA,NA,NA
6/30/2021,10:00:10 AM,384.66,1,Parallel to point 2 at 1340 on 2021-06-80,1,NA,NA,NA,NA
6/30/2021,10:00:15 AM,396.44,1,Parallel to point 2 at 1340 on 2021-06-81,1,NA,NA,NA,NA
6/30/2021,10:00:20 AM,401.45,1,Parallel to point 2 at 1340 on 2021-06-82,1,NA,NA,NA,NA
6/30/2021,10:00:25 AM,408.97,1,Parallel to point 2 at 1340 on 2021-06-83,1,NA,NA,NA,NA
6/30/2021,10:00:30 AM,416.74,1,Parallel to point 2 at 1340 on 2021-06-84,1,NA,NA,NA,NA
6/30/2021,10:00:35 AM,423.76,1,Parallel to point 2 at 1340 on 2021-06-85,1,NA,NA,NA,NA
6/30/2021,10:00:40 AM,432.53,1,Parallel to point 2 at 1340 on 2021-06-86,1,NA,NA,NA,NA
6/30/2021,10:00:45 AM,437.29,1,Parallel to point 2 at 1340 on 2021-06-87,1,NA,NA,NA,NA
6/30/2021,10:00:50 AM,443.05,1,Parallel to point 2 at 1340 on 2021-06-88,1,NA,NA,NA,NA
6/30/2021,10:00:55 AM,445.06,1,Parallel to point 2 at 1340 on 2021-06-89,1,NA,NA,NA,NA
6/30/2021,10:01:00 AM,448.82,1,Parallel to point 2 at 1340 on 2021-06-90,1,NA,NA,NA,NA
6/30/2021,10:01:05 AM,453.83,1,Parallel to point 2 at 1340 on 2021-06-91,1,NA,NA,NA,NA
6/30/2021,10:01:10 AM,458.84,1,Parallel to point 2 at 1340 on 2021-06-92,1,NA,NA,NA,NA
6/30/2021,10:01:15 AM,460.6,1,Parallel to point 2 at 1340 on 2021-06-93,1,NA,NA,NA,NA
6/30/2021,10:01:20 AM,466.11,1,Parallel to point 2 at 1340 on 2021-06-94,1,NA,NA,NA,NA
6/30/2021,10:01:25 AM,474.38,1,Parallel to point 2 at 1340 on 2021-06-95,1,NA,NA,NA,NA
6/30/2021,10:01:30 AM,477.89,1,Parallel to point 2 at 1340 on 2021-06-96,1,NA,NA,NA,NA
6/30/2021,10:01:35 AM,482.65,1,Parallel to point 2 at 1340 on 2021-06-97,1,NA,NA,NA,NA
6/30/2021,10:01:40 AM,485.65,1,Parallel to point 2 at 1340 on 2021-06-98,1,NA,NA,NA,NA
6/30/2021,10:01:45 AM,488.66,1,Parallel to point 2 at 1340 on 2021-06-99,1,NA,NA,NA,NA
6/30/2021,10:01:50 AM,491.67,1,Parallel to point 2 at 1340 on 2021-06-100,1,NA,NA,NA,NA
6/30/2021,10:01:55 AM,494.18,1,Parallel to point 2 at 1340 on 2021-06-101,1,NA,NA,NA,NA
6/30/2021,10:02:00 AM,495.43,1,Parallel to point 2 at 1340 on 2021-06-102,1,NA,NA,NA,NA
6/30/2021,10:02:05 AM,499.19,1,Parallel to point 2 at 1340 on 2021-06-103,1,NA,NA,NA,NA
6/30/2021,10:02:10 AM,499.94,1,Parallel to point 2 at 1340 on 2021-06-104,1,NA,NA,NA,NA
6/30/2021,10:02:15 AM,501.94,1,Parallel to point 2 at 1340 on 2021-06-105,1,NA,NA,NA,NA
6/30/2021,10:02:20 AM,502.95,1,Parallel to point 2 at 1340 on 2021-06-106,1,NA,NA,NA,NA
6/30/2021,10:02:25 AM,506.7,1,Parallel to point 2 at 1340 on 2021-06-107,1,NA,NA,NA,NA
6/30/2021,10:02:30 AM,508.96,1,Parallel to point 2 at 1340 on 2021-06-108,1,NA,NA,NA,NA
6/30/2021,10:02:35 AM,510.21,1,Parallel to point 2 at 1340 on 2021-06-109,1,NA,NA,NA,NA
6/30/2021,10:02:40 AM,514.47,1,Parallel to point 2 at 1340 on 2021-06-110,1,NA,NA,NA,NA
6/30/2021,10:02:45 AM,516.48,1,Parallel to point 2 at 1340 on 2021-06-111,1,NA,NA,NA,NA
6/30/2021,10:02:50 AM,519.23,1,Parallel to point 2 at 1340 on 2021-06-112,1,NA,NA,NA,NA
6/30/2021,10:02:55 AM,521.74,1,Parallel to point 2 at 1340 on 2021-06-113,1,NA,NA,NA,NA
6/30/2021,10:03:00 AM,525.5,1,Parallel to point 2 at 1340 on 2021-06-114,1,NA,NA,NA,NA
6/30/2021,10:03:05 AM,527,1,Parallel to point 2 at 1340 on 2021-06-115,1,NA,NA,NA,NA
6/30/2021,10:03:10 AM,529.01,1,Parallel to point 2 at 1340 on 2021-06-116,1,NA,NA,NA,NA
6/30/2021,10:03:15 AM,531.76,1,Parallel to point 2 at 1340 on 2021-06-117,1,NA,NA,NA,NA
6/30/2021,10:03:20 AM,534.27,1,Parallel to point 2 at 1340 on 2021-06-118,1,NA,NA,NA,NA
6/30/2021,10:03:25 AM,535.52,1,Parallel to point 2 at 1340 on 2021-06-119,1,NA,NA,NA,NA
6/30/2021,10:03:30 AM,538.28,1,Parallel to point 2 at 1340 on 2021-06-120,1,NA,NA,NA,NA
6/30/2021,10:03:35 AM,542.54,1,Parallel to point 2 at 1340 on 2021-06-121,1,NA,NA,NA,NA
6/30/2021,10:03:40 AM,547.05,1,Parallel to point 2 at 1340 on 2021-06-122,1,NA,NA,NA,NA
6/30/2021,10:03:45 AM,551.81,1,Parallel to point 2 at 1340 on 2021-06-123,1,NA,NA,NA,NA
6/30/2021,10:03:50 AM,554.32,1,Parallel to point 2 at 1340 on 2021-06-124,1,NA,NA,NA,NA
6/30/2021,10:03:55 AM,558.33,1,Parallel to point 2 at 1340 on 2021-06-125,1,NA,NA,NA,NA
6/30/2021,10:04:00 AM,559.08,1,Parallel to point 2 at 1340 on 2021-06-126,1,NA,NA,NA,NA
6/30/2021,10:04:05 AM,563.59,1,Parallel to point 2 at 1340 on 2021-06-127,1,NA,NA,NA,NA
6/30/2021,10:04:10 AM,565.6,1,Parallel to point 2 at 1340 on 2021-06-128,1,NA,NA,NA,NA
6/30/2021,10:04:15 AM,569.35,1,Parallel to point 2 at 1340 on 2021-06-129,1,NA,NA,NA,NA
6/30/2021,10:04:20 AM,570.86,1,Parallel to point 2 at 1340 on 2021-06-130,1,NA,NA,NA,NA
6/30/2021,10:04:25 AM,571.86,1,Parallel to point 2 at 1340 on 2021-06-131,1,NA,NA,NA,NA
6/30/2021,10:04:30 AM,573.11,1,Parallel to point 2 at 1340 on 2021-06-132,1,NA,NA,NA,NA
6/30/2021,10:04:35 AM,573.11,1,Parallel to point 2 at 1340 on 2021-06-133,1,NA,NA,NA,NA
6/30/2021,10:04:40 AM,575.62,1,Parallel to point 2 at 1340 on 2021-06-134,1,NA,NA,NA,NA
6/30/2021,10:04:45 AM,578.38,1,Parallel to point 2 at 1340 on 2021-06-135,1,NA,NA,NA,NA
6/30/2021,10:04:50 AM,580.63,1,Parallel to point 2 at 1340 on 2021-06-136,1,NA,NA,NA,NA
6/30/2021,10:04:55 AM,583.64,1,Parallel to point 2 at 1340 on 2021-06-137,1,NA,NA,NA,NA
6/30/2021,10:05:00 AM,584.14,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:05 AM,585.89,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:10 AM,587.15,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:15 AM,587.15,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:20 AM,589.65,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:25 AM,591.66,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:30 AM,593.66,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:35 AM,596.92,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:40 AM,599.68,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:45 AM,603.44,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:50 AM,604.44,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:05:55 AM,607.44,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:06:00 AM,608.2,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:06:05 AM,608.45,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:06:10 AM,608.45,1,Parallel to point 2 at 1340 on 2021-06-137,1,-0.3271833,-78.20093,NA,NA
6/30/2021,10:06:15 AM,608.2,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:20 AM,605.19,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:25 AM,581.88,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:30 AM,547.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:35 AM,515.48,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:40 AM,451.57,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:45 AM,405.21,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:50 AM,353.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:06:55 AM,332.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:00 AM,290.69,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:05 AM,274.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:10 AM,234.31,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:15 AM,213.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:20 AM,197.97,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:25 AM,180.68,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:30 AM,169.9,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:35 AM,163.14,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:40 AM,154.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:45 AM,150.36,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:50 AM,148.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:07:55 AM,147.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:00 AM,144.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:05 AM,143.59,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:10 AM,143.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:15 AM,141.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:20 AM,142.59,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:25 AM,142.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:30 AM,142.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:35 AM,141.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:40 AM,140.83,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:45 AM,141.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:50 AM,140.83,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:08:55 AM,141.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:00 AM,141.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:05 AM,140.83,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:10 AM,141.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:15 AM,140.83,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:20 AM,141.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:25 AM,142.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:30 AM,142.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:35 AM,143.34,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:40 AM,143.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:45 AM,145.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:50 AM,144.84,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:09:55 AM,147.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:00 AM,147.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:05 AM,147.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:10 AM,149.1,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:15 AM,148.35,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:20 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:25 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:30 AM,149.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:35 AM,150.11,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:40 AM,150.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:45 AM,152.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:50 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:10:55 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:00 AM,154.87,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:05 AM,154.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:10 AM,155.37,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:15 AM,154.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:20 AM,156.12,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:25 AM,156.12,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:30 AM,156.12,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:35 AM,155.37,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:40 AM,154.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:45 AM,156.12,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:50 AM,161.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:11:55 AM,166.15,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:00 AM,168.9,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:05 AM,168.4,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:10 AM,167.65,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:15 AM,161.13,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:20 AM,153.62,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:25 AM,143.59,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:30 AM,138.83,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:35 AM,135.32,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:40 AM,129.56,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:45 AM,127.3,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:50 AM,126.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:12:55 AM,126.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:00 AM,125.05,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:05 AM,123.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:10 AM,120.04,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:15 AM,117.28,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:20 AM,114.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:25 AM,114.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:30 AM,111.77,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:35 AM,112.52,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:40 AM,112.02,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:45 AM,111.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:50 AM,111.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:13:55 AM,109.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:00 AM,110.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:05 AM,109.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:10 AM,109.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:15 AM,109.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:20 AM,108.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:25 AM,108.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:30 AM,108.01,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:35 AM,108.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:40 AM,108.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:45 AM,108.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:50 AM,108.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:14:55 AM,106.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:00 AM,106,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:05 AM,105.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:10 AM,105.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:15 AM,106,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:20 AM,105.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:25 AM,106.25,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:30 AM,105.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:35 AM,105.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:40 AM,106,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:45 AM,105.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:50 AM,106.25,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:15:55 AM,104.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:00 AM,104.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:05 AM,104.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:10 AM,104.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:15 AM,106.25,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:20 AM,105.5,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:25 AM,106,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:30 AM,106,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:35 AM,107,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:40 AM,107.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:45 AM,106.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:50 AM,107.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:16:55 AM,107.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:00 AM,107,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:05 AM,107.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:10 AM,106.75,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:15 AM,107.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:20 AM,107,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:25 AM,108.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:30 AM,109.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:35 AM,109.51,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:40 AM,111.26,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:45 AM,122.29,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:50 AM,136.07,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:17:55 AM,150.86,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:00 AM,164.89,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:05 AM,179.18,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:10 AM,190.95,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:15 AM,203.99,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:20 AM,212.76,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:25 AM,230.3,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:30 AM,238.07,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:35 AM,246.09,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:40 AM,257.61,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:45 AM,271.65,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:50 AM,290.19,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:18:55 AM,300.72,NA,NA,NA,NA,NA,NA,NA
6/30/2021,10:19:00 AM,312.74,NA,NA,NA,NA,NA,NA,NA
