,,Channel 1,,,,,,,,,
7/6/2021,10:41:26 AM,604.69,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:31 AM,605.94,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:36 AM,607.44,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:41 AM,608.2,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:46 AM,611.2,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:51 AM,612.46,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:41:56 AM,614.71,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:01 AM,617.47,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:06 AM,618.22,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:11 AM,622.48,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:16 AM,625.99,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:21 AM,629.75,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:26 AM,630,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:31 AM,632.25,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:36 AM,634.01,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:41 AM,633.26,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:46 AM,635.01,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:51 AM,636.01,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:42:56 AM,638.52,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:01 AM,640.27,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:06 AM,639.52,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:11 AM,640.02,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:16 AM,641.28,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:21 AM,642.28,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:26 AM,643.78,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:31 AM,643.28,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:36 AM,645.28,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:41 AM,644.78,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:46 AM,645.03,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:51 AM,645.03,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:43:56 AM,646.04,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:01 AM,647.79,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:06 AM,647.29,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:11 AM,648.79,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:16 AM,650.05,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:21 AM,652.3,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:26 AM,655.31,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:31 AM,657.06,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:36 AM,658.82,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:41 AM,660.07,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:46 AM,661.32,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:51 AM,662.83,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:44:56 AM,662.33,1,Starting below Antenas leapfrogging with EOS2 and old Vaisala,1,-0.316138566,-78.19256832,4293.87,NA,NA,ANTE
7/6/2021,10:45:01 AM,664.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:06 AM,666.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:11 AM,667.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:16 AM,668.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:21 AM,669.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:26 AM,670.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:31 AM,669.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:36 AM,670.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:41 AM,671.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:46 AM,672.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:51 AM,672.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:45:56 AM,673.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:01 AM,675.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:06 AM,675.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:11 AM,676.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:16 AM,676.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:21 AM,677.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:26 AM,679.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:31 AM,681.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:36 AM,682.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:41 AM,685.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:46 AM,686.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:51 AM,689.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:46:56 AM,691.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:01 AM,693.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:06 AM,695.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:11 AM,697.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:16 AM,700.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:21 AM,699.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:26 AM,700.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:31 AM,701.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:36 AM,703.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:41 AM,705.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:46 AM,707.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:51 AM,709.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:47:56 AM,710.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:01 AM,710.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:06 AM,711.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:11 AM,711.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:16 AM,711.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:21 AM,711.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:26 AM,711.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:31 AM,711.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:36 AM,711.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:41 AM,710.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:46 AM,709.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:51 AM,710.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:48:56 AM,710.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:01 AM,709.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:06 AM,710.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:11 AM,709.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:16 AM,708.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:21 AM,708.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:26 AM,708.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:31 AM,707.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:36 AM,705.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:41 AM,706.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:46 AM,705.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:51 AM,703.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:49:56 AM,702.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:01 AM,700.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:06 AM,700.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:11 AM,700.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:16 AM,700.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:21 AM,698.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:26 AM,698.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:31 AM,699.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:36 AM,698.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:41 AM,697.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:46 AM,697.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:51 AM,697.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:50:56 AM,697.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:01 AM,623.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:06 AM,518.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:11 AM,369.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:16 AM,276.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:21 AM,230.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:26 AM,194.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:31 AM,177.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:36 AM,148.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:41 AM,141.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:46 AM,133.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:51 AM,129.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:51:56 AM,128.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:01 AM,128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:06 AM,128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:11 AM,129.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:16 AM,132.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:21 AM,135.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:26 AM,137.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:31 AM,139.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:36 AM,139.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:41 AM,139.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:46 AM,141.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:51 AM,142.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:52:56 AM,142.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:01 AM,142.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:06 AM,143.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:11 AM,144.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:16 AM,144.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:21 AM,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:26 AM,147.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:31 AM,148.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:36 AM,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:41 AM,149.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:46 AM,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:51 AM,152.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:53:56 AM,156.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:01 AM,156.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:06 AM,157.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:11 AM,157.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:16 AM,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:21 AM,156.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:26 AM,156.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:31 AM,154.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:36 AM,155.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:41 AM,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:46 AM,159.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:51 AM,167.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:54:56 AM,172.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:01 AM,176.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:06 AM,178.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:11 AM,182.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:16 AM,186.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:21 AM,187.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:26 AM,187.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:31 AM,188.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:36 AM,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:41 AM,193.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:46 AM,202.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:51 AM,207.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:55:56 AM,216.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:01 AM,220.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:06 AM,222.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:11 AM,228.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:16 AM,235.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:21 AM,240.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:26 AM,245.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:31 AM,249.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:36 AM,251.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:41 AM,258.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:46 AM,262.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:51 AM,269.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:56:56 AM,271.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:01 AM,275.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:06 AM,279.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:11 AM,284.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:16 AM,288.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:21 AM,292.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:26 AM,298.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:31 AM,299.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:36 AM,301.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:41 AM,305.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:46 AM,311.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:51 AM,316,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:57:56 AM,319.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:01 AM,324.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:06 AM,331.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:11 AM,334.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:16 AM,337.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:21 AM,339.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:26 AM,342.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:31 AM,345.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:36 AM,350.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:41 AM,356.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:46 AM,358.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:51 AM,361.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:58:56 AM,360.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:01 AM,365.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:06 AM,370.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:11 AM,374.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:16 AM,378.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:21 AM,381.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:26 AM,383.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:31 AM,384.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:36 AM,388.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:41 AM,392.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:46 AM,394.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:51 AM,397.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,10:59:56 AM,398.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:01 AM,398.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:06 AM,401.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:11 AM,402.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:16 AM,403.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:21 AM,404.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:26 AM,405.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:31 AM,408.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:36 AM,409.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:41 AM,412.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:46 AM,414.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2021,11:00:51 AM,417.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
