"Título de trazado: LUXabajo_05"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10801161, SEN S/N: 10801161)","Intensidad, lum/ft² (LGR S/N: 10801161, SEN S/N: 10801161)","Acoplador adjunto (LGR S/N: 10801161)","Host conectado (LGR S/N: 10801161)","Parado (LGR S/N: 10801161)","Final de archivo (LGR S/N: 10801161)"
10442,02/06/22 03:15:00 AM,45.104,0.0,,,,
10443,02/06/22 03:30:00 AM,45.104,0.0,,,,
10444,02/06/22 03:45:00 AM,45.104,0.0,,,,
10445,02/06/22 04:00:00 AM,45.104,0.0,,,,
10446,02/06/22 04:15:00 AM,44.922,0.0,,,,
10447,02/06/22 04:30:00 AM,44.742,0.0,,,,
10448,02/06/22 04:45:00 AM,44.560,0.0,,,,
10449,02/06/22 05:00:00 AM,44.560,0.0,,,,
10450,02/06/22 05:15:00 AM,44.560,0.0,,,,
10451,02/06/22 05:30:00 AM,44.560,0.0,,,,
10452,02/06/22 05:45:00 AM,44.560,0.0,,,,
10453,02/06/22 06:00:00 AM,44.560,0.0,,,,
10454,02/06/22 06:15:00 AM,44.560,1.0,,,,
10455,02/06/22 06:30:00 AM,44.560,11.0,,,,
10456,02/06/22 06:45:00 AM,44.560,55.0,,,,
10457,02/06/22 07:00:00 AM,44.560,71.0,,,,
10458,02/06/22 07:15:00 AM,44.742,126.0,,,,
10459,02/06/22 07:30:00 AM,44.742,232.0,,,,
10460,02/06/22 07:45:00 AM,44.922,384.0,,,,
10461,02/06/22 08:00:00 AM,45.104,432.0,,,,
10462,02/06/22 08:15:00 AM,45.104,248.0,,,,
10463,02/06/22 08:30:00 AM,45.286,336.0,,,,
10464,02/06/22 08:45:00 AM,45.466,768.0,,,,
10465,02/06/22 09:00:00 AM,45.828,800.0,,,,
10466,02/06/22 09:15:00 AM,45.828,416.0,,,,
10467,02/06/22 09:30:00 AM,46.188,704.0,,,,
10468,02/06/22 09:45:00 AM,46.548,704.0,,,,
10469,02/06/22 10:00:00 AM,46.908,768.0,,,,
10470,02/06/22 10:15:00 AM,47.266,1344.0,,,,
10471,02/06/22 10:30:00 AM,47.624,1152.0,,,,
10472,02/06/22 10:45:00 AM,47.446,512.0,,,,
10473,02/06/22 11:00:00 AM,47.624,576.0,,,,
10474,02/06/22 11:15:00 AM,47.982,896.0,,,,
10475,02/06/22 11:30:00 AM,47.982,576.0,,,,
10476,02/06/22 11:45:00 AM,48.160,1280.0,,,,
10477,02/06/22 12:00:00 PM,47.802,496.0,,,,
10478,02/06/22 12:15:00 PM,47.982,512.0,,,,
10479,02/06/22 12:30:00 PM,48.160,1344.0,,,,
10480,02/06/22 12:45:00 PM,47.982,400.0,,,,
10481,02/06/22 01:00:00 PM,47.982,480.0,,,,
10482,02/06/22 01:15:00 PM,47.982,480.0,,,,
10483,02/06/22 01:30:00 PM,47.982,432.0,,,,
10484,02/06/22 01:45:00 PM,47.982,768.0,,,,
10485,02/06/22 02:00:00 PM,47.802,400.0,,,,
10486,02/06/22 02:15:00 PM,47.802,608.0,,,,
10487,02/06/22 02:30:00 PM,47.624,240.0,,,,
10488,02/06/22 02:45:00 PM,47.624,124.0,,,,
10489,02/06/22 03:00:00 PM,47.446,160.0,,,,
10490,02/06/22 03:15:00 PM,47.266,232.0,,,,
10491,02/06/22 03:30:00 PM,47.088,208.0,,,,
10492,02/06/22 03:45:00 PM,47.088,512.0,,,,
10493,02/06/22 04:00:00 PM,47.446,672.0,,,,
10494,02/06/22 04:15:00 PM,47.266,464.0,,,,
10495,02/06/22 04:30:00 PM,47.446,272.0,,,,
10496,02/06/22 04:45:00 PM,47.624,480.0,,,,
10497,02/06/22 05:00:00 PM,47.624,176.0,,,,
10498,02/06/22 05:15:00 PM,47.446,224.0,,,,
10499,02/06/22 05:30:00 PM,47.446,48.0,,,,
10500,02/06/22 05:45:00 PM,47.266,83.0,,,,
10501,02/06/22 06:00:00 PM,47.088,53.0,,,,
10502,02/06/22 06:15:00 PM,46.908,21.0,,,,
10503,02/06/22 06:30:00 PM,46.908,5.0,,,,
10504,02/06/22 06:45:00 PM,46.728,1.0,,,,
10505,02/06/22 07:00:00 PM,46.728,0.0,,,,
10506,02/06/22 07:15:00 PM,46.728,0.0,,,,
10507,02/06/22 07:30:00 PM,46.548,0.0,,,,
10508,02/06/22 07:45:00 PM,46.548,0.0,,,,
10509,02/06/22 08:00:00 PM,46.548,0.0,,,,
10510,02/06/22 08:15:00 PM,46.548,0.0,,,,
10511,02/06/22 08:30:00 PM,46.369,0.0,,,,
10512,02/06/22 08:45:00 PM,46.369,0.0,,,,
10513,02/06/22 09:00:00 PM,46.369,0.0,,,,
10514,02/06/22 09:15:00 PM,46.188,0.0,,,,
10515,02/06/22 09:30:00 PM,46.188,0.0,,,,
10516,02/06/22 09:45:00 PM,46.188,0.0,,,,
10517,02/06/22 10:00:00 PM,46.008,0.0,,,,
10518,02/06/22 10:15:00 PM,45.828,0.0,,,,
10519,02/06/22 10:30:00 PM,45.648,0.0,,,,
10520,02/06/22 10:45:00 PM,45.466,0.0,,,,
10521,02/06/22 11:00:00 PM,45.286,0.0,,,,
10522,02/06/22 11:15:00 PM,45.466,0.0,,,,
10523,02/06/22 11:30:00 PM,45.466,0.0,,,,
10524,02/06/22 11:45:00 PM,45.466,0.0,,,,
10525,02/07/22 12:00:00 AM,45.466,0.0,,,,
10526,02/07/22 12:15:00 AM,45.466,0.0,,,,
10527,02/07/22 12:30:00 AM,45.466,0.0,,,,
10528,02/07/22 12:45:00 AM,45.286,0.0,,,,
10529,02/07/22 01:00:00 AM,45.286,0.0,,,,
10530,02/07/22 01:15:00 AM,45.286,0.0,,,,
10531,02/07/22 01:30:00 AM,45.286,0.0,,,,
10532,02/07/22 01:45:00 AM,45.104,0.0,,,,
10533,02/07/22 02:00:00 AM,45.104,0.0,,,,
10534,02/07/22 02:15:00 AM,45.104,0.0,,,,
10535,02/07/22 02:30:00 AM,45.104,0.0,,,,
10536,02/07/22 02:45:00 AM,44.922,0.0,,,,
10537,02/07/22 03:00:00 AM,44.922,0.0,,,,
10538,02/07/22 03:15:00 AM,44.922,0.0,,,,
10539,02/07/22 03:30:00 AM,44.922,0.0,,,,
10540,02/07/22 03:45:00 AM,44.742,0.0,,,,
10541,02/07/22 04:00:00 AM,44.742,0.0,,,,
10542,02/07/22 04:15:00 AM,44.742,0.0,,,,
10543,02/07/22 04:30:00 AM,44.742,0.0,,,,
10544,02/07/22 04:45:00 AM,44.560,0.0,,,,
10545,02/07/22 05:00:00 AM,44.560,0.0,,,,
10546,02/07/22 05:15:00 AM,44.379,0.0,,,,
10547,02/07/22 05:30:00 AM,44.379,0.0,,,,
10548,02/07/22 05:45:00 AM,44.379,0.0,,,,
10549,02/07/22 06:00:00 AM,44.379,0.0,,,,
10550,02/07/22 06:15:00 AM,44.379,0.0,,,,
10551,02/07/22 06:30:00 AM,44.379,7.0,,,,
10552,02/07/22 06:45:00 AM,44.379,41.0,,,,
10553,02/07/22 07:00:00 AM,44.379,73.0,,,,
10554,02/07/22 07:15:00 AM,44.560,144.0,,,,
10555,02/07/22 07:30:00 AM,44.560,304.0,,,,
10556,02/07/22 07:45:00 AM,44.742,416.0,,,,
10557,02/07/22 08:00:00 AM,44.922,512.0,,,,
10558,02/07/22 08:15:00 AM,45.104,704.0,,,,
10559,02/07/22 08:30:00 AM,45.466,704.0,,,,
10560,02/07/22 08:45:00 AM,45.466,416.0,,,,
10561,02/07/22 09:00:00 AM,45.828,576.0,,,,
10562,02/07/22 09:15:00 AM,46.008,416.0,,,,
10563,02/07/22 09:30:00 AM,46.008,576.0,,,,
10564,02/07/22 09:45:00 AM,46.008,432.0,,,,
10565,02/07/22 10:00:00 AM,46.008,496.0,,,,
10566,02/07/22 10:15:00 AM,46.008,352.0,,,,
10567,02/07/22 10:30:00 AM,46.188,432.0,,,,
10568,02/07/22 10:45:00 AM,46.548,1280.0,,,,
10569,02/07/22 11:00:00 AM,46.188,368.0,,,,
10570,02/07/22 11:15:00 AM,46.548,304.0,,,,
10571,02/07/22 11:30:00 AM,46.728,512.0,,,,
10572,02/07/22 11:45:00 AM,46.908,800.0,,,,
10573,02/07/22 12:00:00 PM,46.908,1280.0,,,,
10574,02/07/22 12:15:00 PM,46.728,608.0,,,,
10575,02/07/22 12:30:00 PM,47.088,896.0,,,,
10576,02/07/22 12:45:00 PM,47.088,704.0,,,,
10577,02/07/22 01:00:00 PM,47.088,368.0,,,,
10578,02/07/22 01:15:00 PM,47.624,1024.0,,,,
10579,02/07/22 01:30:00 PM,47.446,448.0,,,,
10580,02/07/22 01:45:00 PM,48.160,1280.0,,,,
10581,02/07/22 02:00:00 PM,47.624,416.0,,,,
10582,02/07/22 02:15:00 PM,47.624,432.0,,,,
10583,02/07/22 02:30:00 PM,47.624,672.0,,,,
10584,02/07/22 02:45:00 PM,47.982,864.0,,,,
10585,02/07/22 03:00:00 PM,47.802,960.0,,,,
10586,02/07/22 03:15:00 PM,48.160,1088.0,,,,
10587,02/07/22 03:30:00 PM,48.339,1024.0,,,,
10588,02/07/22 03:45:00 PM,48.517,864.0,,,,
10589,02/07/22 04:00:00 PM,48.517,512.0,,,,
10590,02/07/22 04:15:00 PM,48.517,512.0,,,,
10591,02/07/22 04:30:00 PM,48.339,240.0,,,,
10592,02/07/22 04:45:00 PM,48.160,144.0,,,,
10593,02/07/22 05:00:00 PM,47.802,96.0,,,,
10594,02/07/22 05:15:00 PM,47.624,216.0,,,,
10595,02/07/22 05:30:00 PM,47.266,144.0,,,,
10596,02/07/22 05:45:00 PM,47.088,72.0,,,,
10597,02/07/22 06:00:00 PM,46.908,33.0,,,,
10598,02/07/22 06:15:00 PM,46.728,10.0,,,,
10599,02/07/22 06:30:00 PM,46.548,1.0,,,,
10600,02/07/22 06:45:00 PM,46.548,0.0,,,,
10601,02/07/22 07:00:00 PM,46.369,0.0,,,,
10602,02/07/22 07:15:00 PM,46.369,0.0,,,,
10603,02/07/22 07:30:00 PM,46.369,0.0,,,,
10604,02/07/22 07:45:00 PM,46.188,0.0,,,,
10605,02/07/22 08:00:00 PM,46.188,0.0,,,,
10606,02/07/22 08:15:00 PM,46.188,0.0,,,,
10607,02/07/22 08:30:00 PM,46.188,0.0,,,,
10608,02/07/22 08:45:00 PM,46.008,0.0,,,,
10609,02/07/22 09:00:00 PM,46.008,0.0,,,,
10610,02/07/22 09:15:00 PM,46.008,0.0,,,,
10611,02/07/22 09:30:00 PM,46.008,0.0,,,,
10612,02/07/22 09:45:00 PM,46.008,0.0,,,,
10613,02/07/22 10:00:00 PM,45.828,0.0,,,,
10614,02/07/22 10:15:00 PM,45.828,0.0,,,,
10615,02/07/22 10:30:00 PM,45.828,0.0,,,,
10616,02/07/22 10:45:00 PM,45.828,0.0,,,,
10617,02/07/22 11:00:00 PM,45.648,0.0,,,,
10618,02/07/22 11:15:00 PM,45.648,0.0,,,,
10619,02/07/22 11:30:00 PM,45.648,0.0,,,,
10620,02/07/22 11:45:00 PM,45.466,0.0,,,,
10621,02/08/22 12:00:00 AM,45.466,0.0,,,,
10622,02/08/22 12:15:00 AM,45.466,0.0,,,,
10623,02/08/22 12:30:00 AM,45.466,0.0,,,,
10624,02/08/22 12:45:00 AM,45.286,0.0,,,,
10625,02/08/22 01:00:00 AM,45.286,0.0,,,,
10626,02/08/22 01:15:00 AM,45.286,0.0,,,,
10627,02/08/22 01:30:00 AM,45.286,0.0,,,,
10628,02/08/22 01:45:00 AM,45.104,0.0,,,,
10629,02/08/22 02:00:00 AM,45.104,0.0,,,,
10630,02/08/22 02:15:00 AM,45.104,0.0,,,,
10631,02/08/22 02:30:00 AM,44.922,0.0,,,,
10632,02/08/22 02:45:00 AM,44.922,0.0,,,,
10633,02/08/22 03:00:00 AM,44.922,0.0,,,,
10634,02/08/22 03:15:00 AM,44.922,0.0,,,,
10635,02/08/22 03:30:00 AM,44.742,0.0,,,,
10636,02/08/22 03:45:00 AM,44.742,0.0,,,,
10637,02/08/22 04:00:00 AM,44.742,0.0,,,,
10638,02/08/22 04:15:00 AM,44.742,0.0,,,,
10639,02/08/22 04:30:00 AM,44.742,0.0,,,,
10640,02/08/22 04:45:00 AM,44.742,0.0,,,,
10641,02/08/22 05:00:00 AM,44.742,0.0,,,,
10642,02/08/22 05:15:00 AM,44.560,0.0,,,,
10643,02/08/22 05:30:00 AM,44.560,0.0,,,,
10644,02/08/22 05:45:00 AM,44.560,0.0,,,,
10645,02/08/22 06:00:00 AM,44.560,0.0,,,,
10646,02/08/22 06:15:00 AM,44.560,0.0,,,,
10647,02/08/22 06:30:00 AM,44.560,3.0,,,,
10648,02/08/22 06:45:00 AM,44.560,14.0,,,,
10649,02/08/22 07:00:00 AM,44.560,47.0,,,,
10650,02/08/22 07:15:00 AM,44.560,53.0,,,,
10651,02/08/22 07:30:00 AM,44.560,73.0,,,,
10652,02/08/22 07:45:00 AM,44.560,152.0,,,,
10653,02/08/22 08:00:00 AM,44.742,216.0,,,,
10654,02/08/22 08:15:00 AM,44.742,168.0,,,,
10655,02/08/22 08:30:00 AM,44.742,208.0,,,,
10656,02/08/22 08:45:00 AM,44.922,176.0,,,,
10657,02/08/22 09:00:00 AM,44.922,240.0,,,,
10658,02/08/22 09:15:00 AM,45.104,336.0,,,,
10659,02/08/22 09:30:00 AM,45.286,512.0,,,,
10660,02/08/22 09:45:00 AM,45.286,480.0,,,,
10661,02/08/22 10:00:00 AM,45.648,512.0,,,,
10662,02/08/22 10:15:00 AM,45.648,336.0,,,,
10663,02/08/22 10:30:00 AM,45.828,320.0,,,,
10664,02/08/22 10:45:00 AM,45.828,384.0,,,,
10665,02/08/22 11:00:00 AM,45.828,240.0,,,,
10666,02/08/22 11:15:00 AM,45.828,272.0,,,,
10667,02/08/22 11:30:00 AM,45.828,512.0,,,,
10668,02/08/22 11:45:00 AM,46.008,768.0,,,,
10669,02/08/22 12:00:00 PM,46.008,432.0,,,,
10670,02/08/22 12:15:00 PM,46.188,480.0,,,,
10671,02/08/22 12:30:00 PM,46.188,368.0,,,,
10672,02/08/22 12:45:00 PM,46.188,400.0,,,,
10673,02/08/22 01:00:00 PM,46.188,416.0,,,,
10674,02/08/22 01:15:00 PM,46.188,432.0,,,,
10675,02/08/22 01:30:00 PM,46.188,608.0,,,,
10676,02/08/22 01:45:00 PM,46.188,384.0,,,,
10677,02/08/22 02:00:00 PM,46.188,336.0,,,,
10678,02/08/22 02:15:00 PM,46.188,144.0,,,,
10679,02/08/22 02:30:00 PM,46.188,152.0,,,,
10680,02/08/22 02:45:00 PM,46.008,152.0,,,,
10681,02/08/22 03:00:00 PM,45.828,152.0,,,,
10682,02/08/22 03:15:00 PM,45.828,152.0,,,,
10683,02/08/22 03:30:00 PM,45.828,216.0,,,,
10684,02/08/22 03:45:00 PM,45.828,144.0,,,,
10685,02/08/22 04:00:00 PM,45.828,128.0,,,,
10686,02/08/22 04:15:00 PM,45.828,59.0,,,,
10687,02/08/22 04:30:00 PM,45.828,77.0,,,,
10688,02/08/22 04:45:00 PM,45.828,106.0,,,,
10689,02/08/22 05:00:00 PM,45.828,152.0,,,,
10690,02/08/22 05:15:00 PM,45.828,52.0,,,,
10691,02/08/22 05:30:00 PM,45.828,34.0,,,,
10692,02/08/22 05:45:00 PM,45.828,27.0,,,,
10693,02/08/22 06:00:00 PM,45.648,25.0,,,,
10694,02/08/22 06:15:00 PM,45.648,10.0,,,,
10695,02/08/22 06:30:00 PM,45.648,1.0,,,,
10696,02/08/22 06:45:00 PM,45.648,0.0,,,,
10697,02/08/22 07:00:00 PM,45.466,0.0,,,,
10698,02/08/22 07:15:00 PM,45.286,0.0,,,,
10699,02/08/22 07:30:00 PM,45.104,0.0,,,,
10700,02/08/22 07:45:00 PM,44.922,0.0,,,,
10701,02/08/22 08:00:00 PM,44.742,0.0,,,,
10702,02/08/22 08:15:00 PM,44.560,0.0,,,,
10703,02/08/22 08:30:00 PM,44.560,0.0,,,,
10704,02/08/22 08:45:00 PM,44.379,0.0,,,,
10705,02/08/22 09:00:00 PM,44.195,0.0,,,,
10706,02/08/22 09:15:00 PM,44.195,0.0,,,,
10707,02/08/22 09:30:00 PM,44.013,0.0,,,,
10708,02/08/22 09:45:00 PM,43.831,0.0,,,,
10709,02/08/22 10:00:00 PM,43.831,0.0,,,,
10710,02/08/22 10:15:00 PM,43.648,0.0,,,,
10711,02/08/22 10:30:00 PM,43.466,0.0,,,,
10712,02/08/22 10:45:00 PM,43.466,0.0,,,,
10713,02/08/22 11:00:00 PM,43.282,0.0,,,,
10714,02/08/22 11:15:00 PM,43.282,0.0,,,,
10715,02/08/22 11:30:00 PM,43.282,0.0,,,,
10716,02/08/22 11:45:00 PM,43.282,0.0,,,,
10717,02/09/22 12:00:00 AM,43.099,0.0,,,,
10718,02/09/22 12:15:00 AM,43.099,0.0,,,,
10719,02/09/22 12:30:00 AM,43.099,0.0,,,,
10720,02/09/22 12:45:00 AM,43.099,0.0,,,,
10721,02/09/22 01:00:00 AM,42.915,0.0,,,,
10722,02/09/22 01:15:00 AM,42.915,0.0,,,,
10723,02/09/22 01:30:00 AM,42.732,0.0,,,,
10724,02/09/22 01:45:00 AM,42.732,0.0,,,,
10725,02/09/22 02:00:00 AM,42.732,0.0,,,,
10726,02/09/22 02:15:00 AM,42.732,0.0,,,,
10727,02/09/22 02:30:00 AM,42.732,0.0,,,,
10728,02/09/22 02:45:00 AM,42.732,0.0,,,,
10729,02/09/22 03:00:00 AM,42.732,0.0,,,,
10730,02/09/22 03:15:00 AM,42.732,0.0,,,,
10731,02/09/22 03:30:00 AM,42.732,0.0,,,,
10732,02/09/22 03:45:00 AM,42.732,0.0,,,,
10733,02/09/22 04:00:00 AM,42.732,0.0,,,,
10734,02/09/22 04:15:00 AM,42.915,0.0,,,,
10735,02/09/22 04:30:00 AM,42.915,0.0,,,,
10736,02/09/22 04:45:00 AM,42.915,0.0,,,,
10737,02/09/22 05:00:00 AM,42.732,0.0,,,,
10738,02/09/22 05:15:00 AM,42.732,0.0,,,,
10739,02/09/22 05:30:00 AM,42.548,0.0,,,,
10740,02/09/22 05:45:00 AM,42.363,0.0,,,,
10741,02/09/22 06:00:00 AM,42.363,0.0,,,,
10742,02/09/22 06:15:00 AM,42.363,3.0,,,,
10743,02/09/22 06:30:00 AM,42.363,21.0,,,,
10744,02/09/22 06:45:00 AM,42.548,78.0,,,,
10745,02/09/22 07:00:00 AM,42.732,248.0,,,,
10746,02/09/22 07:15:00 AM,42.915,272.0,,,,
10747,02/09/22 07:30:00 AM,43.099,288.0,,,,
10748,02/09/22 07:45:00 AM,43.282,512.0,,,,
10749,02/09/22 08:00:00 AM,43.648,576.0,,,,
10750,02/09/22 08:15:00 AM,43.831,512.0,,,,
10751,02/09/22 08:30:00 AM,44.013,480.0,,,,
10752,02/09/22 08:45:00 AM,44.195,512.0,,,,
10753,02/09/22 09:00:00 AM,44.379,608.0,,,,
10754,02/09/22 09:15:00 AM,44.742,864.0,,,,
10755,02/09/22 09:30:00 AM,44.742,672.0,,,,
10756,02/09/22 09:45:00 AM,45.104,1088.0,,,,
10757,02/09/22 10:00:00 AM,45.286,864.0,,,,
10758,02/09/22 10:15:00 AM,45.466,800.0,,,,
10759,02/09/22 10:30:00 AM,45.648,800.0,,,,
10760,02/09/22 10:45:00 AM,45.828,608.0,,,,
10761,02/09/22 11:00:00 AM,46.008,672.0,,,,
10762,02/09/22 11:15:00 AM,46.008,672.0,,,,
10763,02/09/22 11:30:00 AM,46.188,608.0,,,,
10764,02/09/22 11:45:00 AM,46.188,512.0,,,,
10765,02/09/22 12:00:00 PM,46.369,608.0,,,,
10766,02/09/22 12:15:00 PM,46.369,1088.0,,,,
10767,02/09/22 12:30:00 PM,46.369,704.0,,,,
10768,02/09/22 12:45:00 PM,46.548,512.0,,,,
10769,02/09/22 01:00:00 PM,46.728,864.0,,,,
10770,02/09/22 01:15:00 PM,46.908,704.0,,,,
10771,02/09/22 01:30:00 PM,46.908,1152.0,,,,
10772,02/09/22 01:45:00 PM,47.266,1216.0,,,,
10773,02/09/22 02:00:00 PM,47.266,576.0,,,,
10774,02/09/22 02:15:00 PM,47.624,768.0,,,,
10775,02/09/22 02:30:00 PM,48.517,1408.0,,,,
10776,02/09/22 02:45:00 PM,48.339,1024.0,,,,
10777,02/09/22 03:00:00 PM,48.517,864.0,,,,
10778,02/09/22 03:15:00 PM,48.871,576.0,,,,
10779,02/09/22 03:30:00 PM,48.871,1024.0,,,,
10780,02/09/22 03:45:00 PM,48.517,704.0,,,,
10781,02/09/22 04:00:00 PM,48.695,896.0,,,,
10782,02/09/22 04:15:00 PM,48.695,768.0,,,,
10783,02/09/22 04:30:00 PM,48.695,448.0,,,,
10784,02/09/22 04:45:00 PM,49.050,608.0,,,,
10785,02/09/22 05:00:00 PM,49.404,704.0,,,,
10786,02/09/22 05:15:00 PM,48.871,464.0,,,,
10787,02/09/22 05:30:00 PM,48.695,192.0,,,,
10788,02/09/22 05:45:00 PM,48.517,160.0,,,,
10789,02/09/22 06:00:00 PM,48.160,77.0,,,,
10790,02/09/22 06:15:00 PM,47.982,20.0,,,,
10791,02/09/22 06:30:00 PM,47.624,1.0,,,,
10792,02/09/22 06:45:00 PM,47.266,0.0,,,,
10793,02/09/22 07:00:00 PM,47.088,0.0,,,,
10794,02/09/22 07:15:00 PM,46.908,0.0,,,,
10795,02/09/22 07:30:00 PM,46.728,0.0,,,,
10796,02/09/22 07:45:00 PM,46.548,0.0,,,,
10797,02/09/22 08:00:00 PM,46.548,0.0,,,,
10798,02/09/22 08:15:00 PM,46.548,0.0,,,,
10799,02/09/22 08:30:00 PM,46.548,0.0,,,,
10800,02/09/22 08:45:00 PM,46.369,0.0,,,,
10801,02/09/22 09:00:00 PM,46.369,0.0,,,,
10802,02/09/22 09:15:00 PM,46.369,0.0,,,,
10803,02/09/22 09:30:00 PM,46.369,0.0,,,,
10804,02/09/22 09:45:00 PM,46.188,0.0,,,,
10805,02/09/22 10:00:00 PM,46.188,0.0,,,,
10806,02/09/22 10:15:00 PM,46.188,0.0,,,,
10807,02/09/22 10:30:00 PM,46.188,0.0,,,,
10808,02/09/22 10:45:00 PM,46.008,0.0,,,,
10809,02/09/22 11:00:00 PM,46.008,0.0,,,,
10810,02/09/22 11:15:00 PM,46.008,0.0,,,,
10811,02/09/22 11:30:00 PM,45.828,0.0,,,,
10812,02/09/22 11:45:00 PM,45.648,0.0,,,,
10813,02/10/22 12:00:00 AM,45.466,0.0,,,,
10814,02/10/22 12:15:00 AM,45.104,0.0,,,,
10815,02/10/22 12:30:00 AM,44.922,0.0,,,,
10816,02/10/22 12:45:00 AM,44.742,0.0,,,,
10817,02/10/22 01:00:00 AM,44.560,0.0,,,,
10818,02/10/22 01:15:00 AM,44.560,0.0,,,,
10819,02/10/22 01:30:00 AM,44.379,0.0,,,,
10820,02/10/22 01:45:00 AM,44.195,0.0,,,,
10821,02/10/22 02:00:00 AM,44.013,0.0,,,,
10822,02/10/22 02:15:00 AM,43.831,0.0,,,,
10823,02/10/22 02:30:00 AM,43.831,0.0,,,,
10824,02/10/22 02:45:00 AM,43.648,0.0,,,,
10825,02/10/22 03:00:00 AM,43.466,0.0,,,,
10826,02/10/22 03:15:00 AM,43.282,0.0,,,,
10827,02/10/22 03:30:00 AM,43.282,0.0,,,,
10828,02/10/22 03:45:00 AM,43.099,0.0,,,,
10829,02/10/22 04:00:00 AM,43.099,0.0,,,,
10830,02/10/22 04:15:00 AM,42.915,0.0,,,,
10831,02/10/22 04:30:00 AM,42.915,0.0,,,,
10832,02/10/22 04:45:00 AM,42.732,0.0,,,,
10833,02/10/22 05:00:00 AM,42.732,0.0,,,,
10834,02/10/22 05:15:00 AM,42.915,0.0,,,,
10835,02/10/22 05:30:00 AM,42.915,0.0,,,,
10836,02/10/22 05:45:00 AM,42.915,0.0,,,,
10837,02/10/22 06:00:00 AM,43.099,0.0,,,,
10838,02/10/22 06:15:00 AM,43.099,0.0,,,,
10839,02/10/22 06:30:00 AM,43.099,13.0,,,,
10840,02/10/22 06:45:00 AM,43.099,35.0,,,,
10841,02/10/22 07:00:00 AM,43.099,89.0,,,,
10842,02/10/22 07:15:00 AM,43.099,71.0,,,,
10843,02/10/22 07:30:00 AM,43.282,105.0,,,,
10844,02/10/22 07:45:00 AM,43.282,118.0,,,,
10845,02/10/22 08:00:00 AM,43.282,232.0,,,,
10846,02/10/22 08:15:00 AM,43.466,368.0,,,,
10847,02/10/22 08:30:00 AM,43.648,864.0,,,,
10848,02/10/22 08:45:00 AM,43.831,480.0,,,,
10849,02/10/22 09:00:00 AM,44.013,416.0,,,,
10850,02/10/22 09:15:00 AM,44.379,608.0,,,,
10851,02/10/22 09:30:00 AM,44.742,896.0,,,,
10852,02/10/22 09:45:00 AM,44.922,1216.0,,,,
10853,02/10/22 10:00:00 AM,45.286,1536.0,,,,
10854,02/10/22 10:15:00 AM,45.648,1152.0,,,,
10855,02/10/22 10:30:00 AM,45.648,704.0,,,,
10856,02/10/22 10:45:00 AM,45.828,864.0,,,,
10857,02/10/22 11:00:00 AM,46.008,480.0,,,,
10858,02/10/22 11:15:00 AM,46.188,864.0,,,,
10859,02/10/22 11:30:00 AM,46.188,704.0,,,,
10860,02/10/22 11:45:00 AM,46.188,864.0,,,,
10861,02/10/22 12:00:00 PM,46.908,1856.0,,,,
10862,02/10/22 12:15:00 PM,47.266,960.0,,,,
10863,02/10/22 12:30:00 PM,47.266,992.0,,,,
10864,02/10/22 12:45:00 PM,48.160,3072.0,,,,
10865,02/10/22 01:00:00 PM,48.339,1408.0,,,,
10866,02/10/22 01:15:00 PM,47.982,768.0,,,,
10867,02/10/22 01:30:00 PM,47.982,800.0,,,,
10868,02/10/22 01:45:00 PM,47.982,1088.0,,,,
10869,02/10/22 02:00:00 PM,47.802,1024.0,,,,
10870,02/10/22 02:15:00 PM,47.802,1024.0,,,,
10871,02/10/22 02:30:00 PM,47.982,1152.0,,,,
10872,02/10/22 02:45:00 PM,48.339,992.0,,,,
10873,02/10/22 03:00:00 PM,48.517,1344.0,,,,
10874,02/10/22 03:15:00 PM,48.517,704.0,,,,
10875,02/10/22 03:30:00 PM,48.517,608.0,,,,
10876,02/10/22 03:45:00 PM,49.404,1600.0,,,,
10877,02/10/22 04:00:00 PM,48.695,480.0,,,,
10878,02/10/22 04:15:00 PM,49.582,1344.0,,,,
10879,02/10/22 04:30:00 PM,48.695,400.0,,,,
10880,02/10/22 04:45:00 PM,48.871,576.0,,,,
10881,02/10/22 05:00:00 PM,48.517,432.0,,,,
10882,02/10/22 05:15:00 PM,48.339,248.0,,,,
10883,02/10/22 05:30:00 PM,48.160,248.0,,,,
10884,02/10/22 05:45:00 PM,47.802,128.0,,,,
10885,02/10/22 06:00:00 PM,47.624,89.0,,,,
10886,02/10/22 06:15:00 PM,47.266,54.0,,,,
10887,02/10/22 06:30:00 PM,46.908,10.0,,,,
10888,02/10/22 06:45:00 PM,46.728,0.0,,,,
10889,02/10/22 07:00:00 PM,46.728,0.0,,,,
10890,02/10/22 07:15:00 PM,46.548,0.0,,,,
10891,02/10/22 07:30:00 PM,46.369,0.0,,,,
10892,02/10/22 07:45:00 PM,46.369,0.0,,,,
10893,02/10/22 08:00:00 PM,46.369,0.0,,,,
10894,02/10/22 08:15:00 PM,46.369,0.0,,,,
10895,02/10/22 08:30:00 PM,46.369,0.0,,,,
10896,02/10/22 08:45:00 PM,46.369,0.0,,,,
10897,02/10/22 09:00:00 PM,46.369,0.0,,,,
10898,02/10/22 09:15:00 PM,46.369,0.0,,,,
10899,02/10/22 09:30:00 PM,46.369,0.0,,,,
10900,02/10/22 09:45:00 PM,46.369,0.0,,,,
