OBJECTID,pointid,FloAccu,lat,lon,ele
155,179169,723,-0.33721915,-78.20587081,4145
156,179265,722,-0.33724625,-78.20587081,4146
157,179389,414,-0.33727337,-78.20589773,4148
158,179519,412,-0.33730048,-78.20589772,4150
159,179618,410,-0.3373276,-78.20592464,4152
160,179714,408,-0.33735472,-78.20595156,4154
161,179813,405,-0.33738183,-78.20595155,4155
162,179939,403,-0.33740894,-78.20597847,4157
163,180035,318,-0.33743605,-78.20597847,4158
164,180144,312,-0.33746317,-78.20600539,4159
165,180268,311,-0.33749028,-78.20600538,4160
166,180367,310,-0.33751739,-78.20600537,4161
167,180487,309,-0.3375445,-78.20600536,4161
168,180582,308,-0.33757161,-78.20600536,4162
169,180683,307,-0.33759872,-78.20600535,4162
170,180764,302,-0.33762582,-78.20597841,4163
171,161317,304,-0.33236822,-78.21171567,4006
172,161463,306,-0.33239532,-78.21168874,4006
173,161585,308,-0.33242242,-78.2116618,4006
174,161586,326,-0.33242234,-78.21136559,4004
175,161736,315,-0.33244953,-78.21166179,4006
176,161737,327,-0.33244944,-78.21133865,4004
177,161883,319,-0.33247663,-78.21163486,4005
178,161884,332,-0.33247654,-78.21131171,4002
179,162012,320,-0.33250374,-78.21163485,4005
180,162013,333,-0.33250365,-78.21131171,4002
181,162160,410,-0.33253085,-78.21160791,4005
182,162161,345,-0.33253077,-78.21133863,4002
183,162263,411,-0.33255795,-78.21158098,4005
184,162264,346,-0.33255787,-78.21131169,4002
185,162389,417,-0.33258505,-78.21155404,4003
186,162390,350,-0.33258497,-78.21128475,4000
187,162492,421,-0.33261216,-78.21155403,4003
188,162583,422,-0.33263926,-78.2115271,4003
189,162683,425,-0.33266636,-78.21150016,4001
190,162797,427,-0.33269346,-78.21147322,4000
191,162888,434,-0.33272057,-78.21147322,3999
192,162997,449,-0.33274768,-78.21144628,3998
193,162998,452,-0.33274767,-78.21141935,3998
194,163126,453,-0.33277477,-78.21139242,3998
195,163236,458,-0.33280187,-78.21136548,3996
196,163332,459,-0.33282898,-78.21136547,3996
197,163418,460,-0.33285608,-78.21133854,3996
198,163525,463,-0.33288319,-78.2113116,3994
199,163526,545,-0.33288318,-78.21128467,3994
200,163610,1010,-0.33291029,-78.21128466,3994
201,164849,342,-0.33326283,-78.21168849,3975
202,165233,336,-0.33329004,-78.21206548,3977
203,165234,372,-0.33329004,-78.21203856,3976
204,165235,377,-0.33329003,-78.21201163,3975
205,165236,382,-0.33329002,-78.2119847,3975
206,165237,386,-0.33329001,-78.21195777,3975
207,165238,392,-0.33329001,-78.21193084,3975
208,165239,395,-0.33329,-78.21190391,3975
209,165240,398,-0.33328999,-78.21187698,3975
210,165241,399,-0.33328998,-78.21185006,3975
211,165242,400,-0.33328997,-78.21182313,3975
212,165243,401,-0.33328997,-78.2117962,3975
213,165244,402,-0.33328996,-78.21176927,3975
214,165245,403,-0.33328995,-78.21174234,3975
215,165246,404,-0.33328994,-78.21171541,3975
216,165247,405,-0.33328994,-78.21168848,3975
217,165248,749,-0.33328993,-78.21166156,3975
218,165446,767,-0.33331703,-78.21163462,3975
219,165447,769,-0.33331702,-78.21160769,3975
220,165448,771,-0.33331702,-78.21158076,3975
221,165449,773,-0.33331701,-78.21155383,3975
222,165450,775,-0.333317,-78.21152691,3975
223,165451,777,-0.33331699,-78.21149998,3975
224,165452,779,-0.33331698,-78.21147305,3975
225,165453,781,-0.33331698,-78.21144612,3975
226,165454,901,-0.33331697,-78.21141919,3975
227,165455,903,-0.33331696,-78.21139226,3975
228,165456,905,-0.33331695,-78.21136533,3975
229,165457,907,-0.33331695,-78.21133841,3975
230,165458,909,-0.33331694,-78.21131148,3975
231,165459,1143,-0.33331693,-78.21128455,3975
232,167235,180634,-0.33385913,-78.21131132,3963
233,167236,180601,-0.33385912,-78.2112844,3963
234,167316,180665,-0.33388625,-78.21133825,3963
235,167402,180761,-0.33391339,-78.21144595,3963
236,167403,180727,-0.33391338,-78.21141902,3963
237,167404,180670,-0.33391337,-78.21139209,3963
238,167405,180669,-0.33391336,-78.21136517,3963
239,167482,304,-0.33394102,-78.21327709,3952
240,167483,180842,-0.3339405,-78.21147287,3962
241,167557,305,-0.33396813,-78.21327708,3952
242,167558,180889,-0.33396765,-78.21158058,3962
243,167559,180875,-0.33396764,-78.21155365,3962
244,167560,180852,-0.33396763,-78.21152672,3962
245,167561,180851,-0.33396762,-78.21149979,3962
246,167646,326,-0.33399524,-78.21327707,3952
247,167647,180977,-0.33399478,-78.21166136,3961
248,167648,180897,-0.33399477,-78.21163443,3961
249,167649,180896,-0.33399476,-78.2116075,3961
250,167753,333,-0.33402235,-78.21327706,3952
251,167754,181098,-0.33402193,-78.21179599,3960
252,167755,181027,-0.33402192,-78.21176906,3960
253,167756,181019,-0.33402191,-78.21174214,3960
254,167757,181018,-0.3340219,-78.21171521,3960
255,167758,181017,-0.3340219,-78.21168828,3960
256,167870,341,-0.33404945,-78.21325013,3951
257,167871,181332,-0.33404908,-78.21195756,3958
258,167872,181217,-0.33404907,-78.21193063,3958
259,167873,181124,-0.33404907,-78.2119037,3959
260,167874,181123,-0.33404906,-78.21187677,3959
261,167875,181122,-0.33404905,-78.21184984,3959
262,167876,181121,-0.33404904,-78.21182291,3959
263,167979,342,-0.33407655,-78.21322319,3951
264,167980,181411,-0.33407621,-78.21201141,3957
265,167981,181410,-0.3340762,-78.21198448,3957
266,168070,343,-0.33410365,-78.21319626,3951
267,168071,181473,-0.33410333,-78.21206526,3956
268,168072,181472,-0.33410332,-78.21203833,3956
269,168173,344,-0.33413076,-78.21316932,3951
270,168174,320,-0.3341306,-78.21263075,3950
271,168175,181475,-0.33413045,-78.21209218,3955
272,168269,351,-0.33415786,-78.21314238,3951
273,168270,324,-0.33415772,-78.21265767,3950
274,168271,181564,-0.33415757,-78.21214603,3954
275,168272,181492,-0.33415757,-78.2121191,3954
276,168368,353,-0.33418496,-78.21311545,3950
277,168369,328,-0.33418484,-78.21268459,3949
278,168370,181569,-0.33418469,-78.21217295,3953
279,168460,354,-0.33421207,-78.21311544,3950
280,168461,355,-0.33421195,-78.21271151,3949
281,168462,181588,-0.33421181,-78.21219987,3952
282,168554,515,-0.33423918,-78.21311543,3950
283,168555,385,-0.33423907,-78.21273843,3948
284,168556,181673,-0.33423893,-78.21222679,3951
285,168662,520,-0.33426628,-78.2130885,3949
286,168663,386,-0.33426618,-78.21273842,3948
287,168664,181675,-0.33426604,-78.21222678,3951
288,168769,523,-0.33429338,-78.21306156,3949
289,168770,387,-0.33429329,-78.21273842,3948
290,168771,181702,-0.33429316,-78.21228063,3950
291,168772,181701,-0.33429315,-78.2122537,3950
292,168870,526,-0.33432049,-78.21303462,3948
293,168871,388,-0.3343204,-78.21273841,3947
294,168872,181733,-0.33432029,-78.21233448,3949
295,168873,181723,-0.33432028,-78.21230755,3949
296,168966,529,-0.33434759,-78.21300769,3948
297,168967,389,-0.33434751,-78.2127384,3947
298,168968,181739,-0.3343474,-78.2123614,3948
299,169070,531,-0.33437469,-78.21298075,3947
300,169071,390,-0.33437462,-78.21273839,3946
301,169072,181811,-0.33437451,-78.21236139,3948
302,169170,532,-0.3344018,-78.21298074,3947
303,169171,307,-0.33440175,-78.21281917,3946
304,169172,391,-0.33440173,-78.21273839,3946
305,169173,181848,-0.33440163,-78.21238831,3947
306,169267,534,-0.3344289,-78.21295381,3946
307,169268,363,-0.33442885,-78.21279224,3945
308,169269,392,-0.33442884,-78.21273838,3945
309,169270,181854,-0.33442875,-78.21241524,3947
310,169362,535,-0.33445601,-78.2129538,3946
311,169363,364,-0.33445596,-78.21279223,3945
312,169364,393,-0.33445595,-78.21273837,3945
313,169365,181875,-0.33445586,-78.21244216,3946
314,169468,537,-0.33448311,-78.21292686,3945
315,169469,365,-0.33448307,-78.21279222,3945
316,169470,394,-0.33448306,-78.21273836,3945
317,169471,181881,-0.33448298,-78.21246908,3946
318,169551,538,-0.33451022,-78.21292686,3945
319,169552,366,-0.33451018,-78.21279221,3944
320,169553,395,-0.33451017,-78.21273836,3944
321,169554,181957,-0.33451011,-78.21254986,3945
322,169555,181889,-0.33451011,-78.21252293,3945
323,169556,181888,-0.3345101,-78.212496,3945
324,169644,541,-0.33453733,-78.21292685,3944
325,169645,367,-0.33453729,-78.2127922,3944
326,169646,396,-0.33453728,-78.21273835,3944
327,169647,181970,-0.33453723,-78.21257678,3944
328,169765,542,-0.33456444,-78.21292684,3944
329,169766,368,-0.3345644,-78.2127922,3943
330,169767,397,-0.33456439,-78.21273834,3943
331,169768,181973,-0.33456436,-78.21263063,3944
332,169769,181971,-0.33456435,-78.2126037,3944
333,169770,30472,-0.33456399,-78.21133805,3956
334,169771,2547,-0.33456398,-78.21131113,3957
335,169772,2546,-0.33456397,-78.2112842,3957
336,169956,546,-0.33459154,-78.2128999,3943
337,169957,369,-0.33459151,-78.21279219,3943
338,169958,398,-0.3345915,-78.21273833,3943
339,169959,182105,-0.33459148,-78.21268448,3943
340,169960,181975,-0.33459147,-78.21265755,3943
341,169961,30485,-0.33459113,-78.21144576,3956
342,169962,30482,-0.33459112,-78.21141883,3956
343,169963,30475,-0.33459111,-78.2113919,3956
344,169964,30474,-0.3345911,-78.21136498,3956
345,169965,27882,-0.33459109,-78.21131112,3957
346,169966,27880,-0.33459108,-78.21128419,3957
347,170096,547,-0.33461865,-78.2128999,3943
348,170097,370,-0.33461862,-78.21279218,3942
349,170098,399,-0.33461861,-78.21273832,3942
350,170099,182228,-0.3346186,-78.2127114,3942
351,170100,30493,-0.33461825,-78.21149961,3955
352,170101,30492,-0.33461824,-78.21147268,3955
353,170240,301,-0.33464585,-78.21322303,3945
354,170241,548,-0.33464576,-78.21289989,3942
355,170242,371,-0.33464573,-78.21279217,3942
356,170243,400,-0.33464572,-78.21273832,3942
357,170244,182229,-0.33464571,-78.21271139,3942
358,170245,30915,-0.33464538,-78.21155346,3955
359,170246,30831,-0.33464537,-78.21152653,3955
360,170247,336,-0.33464536,-78.2114996,3955
361,170248,335,-0.33464535,-78.21147267,3955
362,170249,334,-0.33464535,-78.21144575,3956
363,170250,333,-0.33464534,-78.21141882,3956
364,170251,332,-0.33464533,-78.21139189,3956
365,170252,331,-0.33464532,-78.21136496,3956
366,170384,302,-0.33467296,-78.21322302,3945
367,170385,551,-0.33467286,-78.21287295,3941
368,170386,372,-0.33467284,-78.21279217,3941
369,170387,182632,-0.33467283,-78.21273831,3941
370,170388,31434,-0.33467258,-78.21187659,3951
371,170389,31433,-0.33467257,-78.21184967,3951
372,170390,31424,-0.33467256,-78.21182274,3952
373,170391,31423,-0.33467256,-78.21179581,3952
374,170392,31422,-0.33467255,-78.21176888,3952
375,170393,31362,-0.33467254,-78.21174195,3953
376,170394,31361,-0.33467253,-78.21171502,3953
377,170395,31360,-0.33467252,-78.21168809,3953
378,170396,31133,-0.33467252,-78.21166117,3954
379,170397,31132,-0.33467251,-78.21163424,3954
380,170398,31131,-0.3346725,-78.21160731,3954
381,170399,31130,-0.33467249,-78.21158038,3954
382,170400,326,-0.33467242,-78.21133802,3957
383,170401,313,-0.33467242,-78.2113111,3957
384,170402,312,-0.33467241,-78.21128417,3957
385,170505,307,-0.33470007,-78.21322302,3944
386,170506,552,-0.33469997,-78.21287294,3941
387,170507,373,-0.33469995,-78.21279216,3941
388,170508,182633,-0.33469994,-78.2127383,3941
389,170509,32113,-0.33469977,-78.2121728,3947
390,170510,32112,-0.33469977,-78.21214587,3947
391,170511,32102,-0.33469976,-78.21211894,3948
392,170512,32101,-0.33469975,-78.21209202,3948
393,170513,32100,-0.33469974,-78.21206509,3948
394,170514,31986,-0.33469973,-78.21203816,3949
395,170515,31985,-0.33469973,-78.21201123,3949
396,170516,31984,-0.33469972,-78.2119843,3949
397,170517,31876,-0.33469971,-78.21195737,3950
398,170518,31875,-0.3346997,-78.21193044,3950
399,170519,31874,-0.3346997,-78.21190352,3950
400,170520,412,-0.33469969,-78.21187659,3951
401,170521,411,-0.33469968,-78.21184966,3951
402,170522,410,-0.33469967,-78.21182273,3952
403,170523,409,-0.33469967,-78.2117958,3952
404,170524,408,-0.33469966,-78.21176887,3952
405,170525,396,-0.33469965,-78.21174194,3953
406,170526,395,-0.33469964,-78.21171502,3953
407,170527,394,-0.33469963,-78.21168809,3953
408,170639,307,-0.33472757,-78.21456944,3944
409,170640,310,-0.33472718,-78.21319608,3943
410,170641,553,-0.33472708,-78.21287294,3940
411,170642,374,-0.33472706,-78.21279215,3940
412,170643,182634,-0.33472704,-78.21273829,3940
413,170644,32365,-0.33472694,-78.21236129,3944
414,170645,32364,-0.33472693,-78.21233437,3944
415,170646,32317,-0.33472692,-78.21230744,3945
416,170647,32316,-0.33472691,-78.21228051,3945
417,170648,32270,-0.33472691,-78.21225358,3946
418,170649,32269,-0.3347269,-78.21222665,3946
419,170650,32268,-0.33472689,-78.21219972,3946
420,170746,308,-0.33475468,-78.21456943,3944
421,170747,312,-0.33475429,-78.21319607,3942
422,170748,554,-0.33475419,-78.21287293,3939
423,170749,375,-0.33475417,-78.21279214,3939
424,170750,182635,-0.33475415,-78.21273829,3939
425,170751,32404,-0.33475406,-78.21241514,3943
426,170752,32403,-0.33475405,-78.21238821,3943
427,170847,309,-0.33478179,-78.21456942,3943
428,170848,314,-0.3347814,-78.21319606,3941
429,170849,730,-0.33478129,-78.21284599,3938
430,170850,376,-0.33478128,-78.21279214,3938
431,170851,182640,-0.33478126,-78.21273828,3938
432,170852,32433,-0.3347812,-78.21252285,3941
433,170853,32432,-0.33478119,-78.21249592,3941
434,170854,32415,-0.33478119,-78.21246899,3942
435,170855,32414,-0.33478118,-78.21244206,3942
436,170955,329,-0.3348089,-78.21456942,3942
437,170956,315,-0.3348085,-78.21319606,3940
438,170957,731,-0.3348084,-78.21284599,3938
439,170958,377,-0.33480839,-78.21279213,3938
440,170959,182675,-0.33480838,-78.2127652,3938
441,170960,32470,-0.33480834,-78.21263056,3939
442,170961,32469,-0.33480834,-78.21260363,3939
443,170962,32450,-0.33480833,-78.2125767,3940
444,170963,32449,-0.33480832,-78.21254977,3940
445,171049,382,-0.33483601,-78.21456941,3941
446,171050,317,-0.33483561,-78.21316912,3938
447,171051,732,-0.33483551,-78.21284598,3938
448,171052,378,-0.3348355,-78.21279212,3938
449,171053,215405,-0.33483549,-78.21276519,3938
450,171054,32727,-0.33483548,-78.21273826,3938
451,171055,32663,-0.33483548,-78.21271133,3938
452,171056,32662,-0.33483547,-78.21268441,3938
453,171057,32661,-0.33483546,-78.21265748,3938
454,171157,389,-0.33486313,-78.21459633,3940
455,171158,319,-0.33486272,-78.21316911,3937
456,171159,750,-0.33486262,-78.21284597,3937
457,171160,216460,-0.33486261,-78.21279211,3937
458,171161,674,-0.3348626,-78.21276518,3938
459,171162,673,-0.33486259,-78.21273826,3938
460,171163,672,-0.33486259,-78.21271133,3938
461,171164,671,-0.33486258,-78.2126844,3938
462,171165,670,-0.33486257,-78.21265747,3938
463,171166,332,-0.33486256,-78.21263054,3939
464,171167,331,-0.33486255,-78.21260361,3939
465,171168,330,-0.33486255,-78.21257668,3940
466,171169,329,-0.33486254,-78.21254976,3940
467,171170,328,-0.33486253,-78.21252283,3941
468,171171,327,-0.33486252,-78.2124959,3941
469,171172,326,-0.33486252,-78.21246897,3942
470,171173,325,-0.33486251,-78.21244204,3942
471,171174,322,-0.3348625,-78.21241511,3943
472,171175,321,-0.33486249,-78.21238818,3943
473,171262,390,-0.33489023,-78.21459632,3940
474,171263,320,-0.33488983,-78.21316911,3937
475,171264,752,-0.33488974,-78.21287289,3937
476,171265,216760,-0.33488973,-78.21281903,3937
477,171266,336,-0.33488967,-78.21263053,3939
478,171267,335,-0.33488966,-78.21260361,3939
479,171268,318,-0.33488959,-78.21236125,3944
480,171269,317,-0.33488959,-78.21233432,3945
481,171270,316,-0.33488958,-78.21230739,3945
482,171271,315,-0.33488957,-78.21228046,3946
483,171272,314,-0.33488956,-78.21225353,3946
484,171273,313,-0.33488956,-78.21222661,3947
485,171274,312,-0.33488955,-78.21219968,3947
486,171275,309,-0.33488954,-78.21217275,3948
487,171276,308,-0.33488953,-78.21214582,3948
488,171277,305,-0.33488953,-78.21211889,3949
489,171278,304,-0.33488952,-78.21209196,3949
490,171363,391,-0.33491734,-78.21459631,3939
491,171364,321,-0.33491694,-78.2131691,3936
492,171365,305,-0.3349169,-78.21303445,3936
493,171366,300,-0.33491689,-78.21300753,3936
494,171367,217524,-0.33491687,-78.21292674,3937
495,171368,217518,-0.33491686,-78.21289981,3937
496,171369,216764,-0.33491685,-78.21287288,3937
497,171370,216763,-0.33491684,-78.21284595,3937
498,171452,449,-0.33494445,-78.21459631,3938
499,171453,301,-0.33494406,-78.21322295,3935
500,171454,322,-0.33494405,-78.21316909,3936
501,171455,218072,-0.33494404,-78.21314216,3936
502,171456,217984,-0.33494403,-78.21311523,3936
503,171457,217968,-0.33494402,-78.2130883,3936
504,171458,217967,-0.33494401,-78.21306138,3936
505,171459,217660,-0.33494401,-78.21303445,3936
506,171460,217659,-0.334944,-78.21300752,3936
507,171461,217658,-0.33494399,-78.21298059,3936
508,171462,217657,-0.33494398,-78.21295366,3936
509,171552,450,-0.33497156,-78.2145963,3938
510,171553,357,-0.33497119,-78.2132768,3935
511,171554,304,-0.33497118,-78.21324987,3935
512,171555,218404,-0.33497115,-78.21316908,3935
513,171653,451,-0.33499867,-78.21459629,3938
514,171654,361,-0.3349983,-78.21330372,3935
515,171655,218415,-0.33499827,-78.213196,3935
516,171765,452,-0.33502578,-78.21459628,3937
517,171766,219009,-0.33502544,-78.21341142,3935
518,171767,218993,-0.33502544,-78.2133845,3935
519,171768,218877,-0.33502543,-78.21335757,3935
520,171769,218876,-0.33502542,-78.21333064,3935
521,171770,218513,-0.33502541,-78.21330371,3935
522,171771,218512,-0.3350254,-78.21327678,3935
523,171772,218511,-0.3350254,-78.21324985,3935
524,171773,218510,-0.33502539,-78.21322292,3935
525,171870,456,-0.33505288,-78.21456935,3937
526,171871,219181,-0.33505256,-78.21343835,3934
527,171958,470,-0.33507999,-78.21454241,3936
528,171959,219193,-0.33507968,-78.21346527,3934
529,172035,471,-0.3351071,-78.2145424,3936
530,172036,219195,-0.3351068,-78.21349219,3934
531,172140,474,-0.33513421,-78.2145424,3936
532,172141,219207,-0.33513392,-78.21354604,3934
533,172142,219203,-0.33513391,-78.21351911,3934
534,172227,481,-0.33516131,-78.21451546,3935
535,172228,219276,-0.33516105,-78.21359989,3933
536,172229,219275,-0.33516104,-78.21357296,3933
537,172317,482,-0.33518842,-78.21451545,3935
538,172318,219278,-0.33518816,-78.21362681,3933
539,172397,483,-0.33521553,-78.21451544,3935
540,172398,219280,-0.33521528,-78.21365373,3933
541,172500,484,-0.33524264,-78.21451544,3934
542,172501,219600,-0.33524241,-78.21370758,3933
543,172502,219390,-0.3352424,-78.21368065,3933
544,172587,485,-0.33526975,-78.21451543,3934
545,172588,219620,-0.33526952,-78.2137345,3932
546,172698,486,-0.33529686,-78.21451542,3933
547,172699,219833,-0.33529666,-78.21384221,3932
548,172700,219830,-0.33529666,-78.21381528,3932
549,172701,219756,-0.33529665,-78.21378835,3932
550,172702,219755,-0.33529664,-78.21376142,3932
551,172807,487,-0.33532397,-78.21451541,3933
552,172808,220183,-0.33532378,-78.21386913,3931
553,172809,348,-0.33532377,-78.2138422,3932
554,172810,347,-0.33532377,-78.21381527,3932
555,172811,346,-0.33532376,-78.21378834,3932
556,172812,345,-0.33532375,-78.21376141,3932
557,172813,344,-0.33532374,-78.21373448,3932
558,172949,488,-0.33535108,-78.21451541,3932
559,172950,318,-0.33535092,-78.21397683,3931
560,172951,220794,-0.3353509,-78.21389605,3931
561,172952,609,-0.33535089,-78.21386912,3931
562,172953,330,-0.33535084,-78.21370755,3933
563,172954,327,-0.33535084,-78.21368062,3933
564,173080,489,-0.33537819,-78.2145154,3932
565,173081,362,-0.33537804,-78.21400375,3930
566,173082,220800,-0.33537802,-78.2139499,3931
567,173083,220797,-0.33537802,-78.21392297,3931
568,173084,603,-0.33537799,-78.21384218,3932
569,173085,601,-0.33537798,-78.21381525,3932
570,173086,487,-0.33537798,-78.21378833,3932
571,173087,486,-0.33537797,-78.2137614,3932
572,173180,490,-0.33540529,-78.21451539,3931
