"Plot Title: LUXabajo_03"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10163224, SEN S/N: 10163224)","Intensity, Lux (LGR S/N: 10163224, SEN S/N: 10163224)","Coupler Attached (LGR S/N: 10163224)","Coupler Detached (LGR S/N: 10163224)","Host Connected (LGR S/N: 10163224)","End Of File (LGR S/N: 10163224)"
91,07/15/21 12:15:00 PM,22.046,209423.6,,,,
92,07/15/21 12:30:00 PM,24.738,231468.2,,,,
93,07/15/21 12:45:00 PM,26.097,209423.6,,,,
94,07/15/21 01:00:00 PM,22.333,68889.3,,,,
95,07/15/21 01:15:00 PM,17.475,104711.8,,,,
96,07/15/21 01:30:00 PM,17.284,42711.4,,,,
97,07/15/21 01:45:00 PM,12.304,30311.3,,,,
98,07/15/21 02:00:00 PM,11.819,49600.3,,,,
99,07/15/21 02:15:00 PM,11.334,8611.2,,,,
100,07/15/21 02:30:00 PM,12.497,41333.6,,,,
101,07/15/21 02:45:00 PM,9.571,17222.3,,,,
102,07/15/21 03:00:00 PM,9.176,11711.2,,,,
103,07/15/21 03:15:00 PM,10.161,23422.4,,,,
104,07/15/21 03:30:00 PM,10.063,14466.8,,,,
105,07/15/21 03:45:00 PM,10.455,16533.4,,,,
106,07/15/21 04:00:00 PM,10.161,27555.7,,,,
107,07/15/21 04:15:00 PM,9.669,8611.2,,,,
108,07/15/21 04:30:00 PM,8.978,12400.1,,,,
109,07/15/21 04:45:00 PM,9.077,12400.1,,,,
110,07/15/21 05:00:00 PM,8.680,3616.7,,,,
111,07/15/21 05:15:00 PM,8.082,2583.4,,,,
112,07/15/21 05:30:00 PM,7.782,2411.1,,,,
113,07/15/21 05:45:00 PM,7.582,3788.9,,,,
114,07/15/21 06:00:00 PM,6.978,559.7,,,,
115,07/15/21 06:15:00 PM,6.877,129.2,,,,
116,07/15/21 06:30:00 PM,6.573,10.8,,,,
117,07/15/21 06:45:00 PM,6.471,0.0,,,,
118,07/15/21 07:00:00 PM,5.655,0.0,,,,
119,07/15/21 07:15:00 PM,5.655,0.0,,,,
120,07/15/21 07:30:00 PM,5.450,0.0,,,,
121,07/15/21 07:45:00 PM,4.934,0.0,,,,
122,07/15/21 08:00:00 PM,4.415,0.0,,,,
123,07/15/21 08:15:00 PM,4.623,0.0,,,,
124,07/15/21 08:30:00 PM,4.623,0.0,,,,
125,07/15/21 08:45:00 PM,3.893,0.0,,,,
126,07/15/21 09:00:00 PM,3.998,0.0,,,,
127,07/15/21 09:15:00 PM,3.472,0.0,,,,
128,07/15/21 09:30:00 PM,3.261,0.0,,,,
129,07/15/21 09:45:00 PM,3.788,0.0,,,,
130,07/15/21 10:00:00 PM,4.311,0.0,,,,
131,07/15/21 10:15:00 PM,4.415,0.0,,,,
132,07/15/21 10:30:00 PM,4.311,0.0,,,,
133,07/15/21 10:45:00 PM,4.623,0.0,,,,
134,07/15/21 11:00:00 PM,4.623,0.0,,,,
135,07/15/21 11:15:00 PM,4.727,0.0,,,,
136,07/15/21 11:30:00 PM,4.623,0.0,,,,
137,07/15/21 11:45:00 PM,4.727,0.0,,,,
138,07/16/21 12:00:00 AM,4.831,0.0,,,,
139,07/16/21 12:15:00 AM,4.727,0.0,,,,
140,07/16/21 12:30:00 AM,4.623,0.0,,,,
141,07/16/21 12:45:00 AM,4.311,0.0,,,,
142,07/16/21 01:00:00 AM,4.415,0.0,,,,
143,07/16/21 01:15:00 AM,4.207,0.0,,,,
144,07/16/21 01:30:00 AM,4.311,0.0,,,,
145,07/16/21 01:45:00 AM,4.415,0.0,,,,
146,07/16/21 02:00:00 AM,4.311,0.0,,,,
147,07/16/21 02:15:00 AM,3.998,0.0,,,,
148,07/16/21 02:30:00 AM,3.893,0.0,,,,
149,07/16/21 02:45:00 AM,3.893,0.0,,,,
150,07/16/21 03:00:00 AM,3.998,0.0,,,,
151,07/16/21 03:15:00 AM,4.102,0.0,,,,
152,07/16/21 03:30:00 AM,4.207,0.0,,,,
153,07/16/21 03:45:00 AM,4.415,0.0,,,,
154,07/16/21 04:00:00 AM,4.311,0.0,,,,
155,07/16/21 04:15:00 AM,4.102,0.0,,,,
156,07/16/21 04:30:00 AM,3.998,0.0,,,,
157,07/16/21 04:45:00 AM,3.893,0.0,,,,
158,07/16/21 05:00:00 AM,3.998,0.0,,,,
159,07/16/21 05:15:00 AM,3.998,0.0,,,,
160,07/16/21 05:30:00 AM,4.207,0.0,,,,
161,07/16/21 05:45:00 AM,4.207,0.0,,,,
162,07/16/21 06:00:00 AM,4.207,0.0,,,,
163,07/16/21 06:15:00 AM,4.207,129.2,,,,
164,07/16/21 06:30:00 AM,4.207,462.9,,,,
165,07/16/21 06:45:00 AM,4.519,1108.7,,,,
166,07/16/21 07:00:00 AM,4.519,1722.2,,,,
167,07/16/21 07:15:00 AM,4.519,2755.6,,,,
168,07/16/21 07:30:00 AM,4.831,5511.1,,,,
169,07/16/21 07:45:00 AM,4.934,3272.2,,,,
170,07/16/21 08:00:00 AM,5.037,7233.4,,,,
171,07/16/21 08:15:00 AM,4.934,4822.3,,,,
172,07/16/21 08:30:00 AM,5.141,5166.7,,,,
173,07/16/21 08:45:00 AM,5.552,9644.5,,,,
174,07/16/21 09:00:00 AM,5.655,5511.1,,,,
175,07/16/21 09:15:00 AM,5.552,6544.5,,,,
176,07/16/21 09:30:00 AM,5.450,7233.4,,,,
177,07/16/21 09:45:00 AM,5.347,5338.9,,,,
178,07/16/21 10:00:00 AM,5.450,10677.8,,,,
179,07/16/21 10:15:00 AM,5.552,9644.5,,,,
180,07/16/21 10:30:00 AM,5.655,7577.8,,,,
181,07/16/21 10:45:00 AM,5.552,10333.4,,,,
182,07/16/21 11:00:00 AM,5.860,8611.2,,,,
183,07/16/21 11:15:00 AM,5.757,6200.0,,,,
184,07/16/21 11:30:00 AM,6.370,10677.8,,,,
185,07/16/21 11:45:00 AM,7.280,15844.5,,,,
186,07/16/21 12:00:00 PM,6.674,11022.3,,,,
187,07/16/21 12:15:00 PM,6.877,11711.2,,,,
188,07/16/21 12:30:00 PM,7.381,17911.2,,,,
189,07/16/21 12:45:00 PM,7.682,14466.8,,,,
190,07/16/21 01:00:00 PM,6.978,15155.7,,,,
191,07/16/21 01:15:00 PM,7.481,13777.9,,,,
192,07/16/21 01:30:00 PM,7.280,9300.1,,,,
193,07/16/21 01:45:00 PM,6.370,8611.2,,,,
194,07/16/21 02:00:00 PM,9.275,49600.3,,,,
195,07/16/21 02:15:00 PM,7.882,14466.8,,,,
196,07/16/21 02:30:00 PM,7.682,10333.4,,,,
197,07/16/21 02:45:00 PM,7.782,10333.4,,,,
198,07/16/21 03:00:00 PM,7.582,12400.1,,,,
199,07/16/21 03:15:00 PM,7.179,12400.1,,,,
200,07/16/21 03:30:00 PM,6.978,8611.2,,,,
201,07/16/21 03:45:00 PM,8.382,28933.5,,,,
202,07/16/21 04:00:00 PM,8.879,23422.4,,,,
203,07/16/21 04:15:00 PM,9.373,28933.5,,,,
204,07/16/21 04:30:00 PM,7.682,5511.1,,,,
205,07/16/21 04:45:00 PM,7.280,4305.6,,,,
206,07/16/21 05:00:00 PM,8.680,16533.4,,,,
207,07/16/21 05:15:00 PM,7.983,2669.5,,,,
208,07/16/21 05:30:00 PM,7.682,4994.5,,,,
209,07/16/21 05:45:00 PM,6.877,850.4,,,,
210,07/16/21 06:00:00 PM,6.674,1377.8,,,,
211,07/16/21 06:15:00 PM,6.674,258.3,,,,
212,07/16/21 06:30:00 PM,6.471,21.5,,,,
213,07/16/21 06:45:00 PM,6.370,0.0,,,,
214,07/16/21 07:00:00 PM,5.860,0.0,,,,
215,07/16/21 07:15:00 PM,5.347,0.0,,,,
216,07/16/21 07:30:00 PM,5.244,0.0,,,,
217,07/16/21 07:45:00 PM,5.244,0.0,,,,
218,07/16/21 08:00:00 PM,5.347,0.0,,,,
219,07/16/21 08:15:00 PM,5.347,0.0,,,,
220,07/16/21 08:30:00 PM,5.450,0.0,,,,
221,07/16/21 08:45:00 PM,5.244,0.0,,,,
222,07/16/21 09:00:00 PM,5.244,0.0,,,,
223,07/16/21 09:15:00 PM,5.347,0.0,,,,
224,07/16/21 09:30:00 PM,5.244,0.0,,,,
225,07/16/21 09:45:00 PM,5.141,0.0,,,,
226,07/16/21 10:00:00 PM,5.037,0.0,,,,
227,07/16/21 10:15:00 PM,5.037,0.0,,,,
228,07/16/21 10:30:00 PM,5.037,0.0,,,,
229,07/16/21 10:45:00 PM,4.934,0.0,,,,
230,07/16/21 11:00:00 PM,4.934,0.0,,,,
231,07/16/21 11:15:00 PM,4.831,0.0,,,,
232,07/16/21 11:30:00 PM,4.831,0.0,,,,
233,07/16/21 11:45:00 PM,4.727,0.0,,,,
234,07/17/21 12:00:00 AM,4.831,0.0,,,,
235,07/17/21 12:15:00 AM,4.727,0.0,,,,
236,07/17/21 12:30:00 AM,4.831,0.0,,,,
237,07/17/21 12:45:00 AM,4.727,0.0,,,,
238,07/17/21 01:00:00 AM,4.727,0.0,,,,
239,07/17/21 01:15:00 AM,4.727,0.0,,,,
240,07/17/21 01:30:00 AM,4.727,0.0,,,,
241,07/17/21 01:45:00 AM,4.727,0.0,,,,
242,07/17/21 02:00:00 AM,4.623,0.0,,,,
243,07/17/21 02:15:00 AM,4.623,0.0,,,,
244,07/17/21 02:30:00 AM,4.519,0.0,,,,
245,07/17/21 02:45:00 AM,4.519,0.0,,,,
246,07/17/21 03:00:00 AM,4.519,0.0,,,,
247,07/17/21 03:15:00 AM,4.623,0.0,,,,
248,07/17/21 03:30:00 AM,4.415,0.0,,,,
249,07/17/21 03:45:00 AM,4.415,0.0,,,,
250,07/17/21 04:00:00 AM,4.311,0.0,,,,
251,07/17/21 04:15:00 AM,4.311,0.0,,,,
252,07/17/21 04:30:00 AM,4.311,0.0,,,,
253,07/17/21 04:45:00 AM,4.207,0.0,,,,
254,07/17/21 05:00:00 AM,4.311,0.0,,,,
255,07/17/21 05:15:00 AM,4.415,0.0,,,,
256,07/17/21 05:30:00 AM,4.207,0.0,,,,
257,07/17/21 05:45:00 AM,4.207,0.0,,,,
258,07/17/21 06:00:00 AM,4.207,0.0,,,,
259,07/17/21 06:15:00 AM,4.102,43.1,,,,
260,07/17/21 06:30:00 AM,4.311,215.3,,,,
261,07/17/21 06:45:00 AM,4.311,581.3,,,,
262,07/17/21 07:00:00 AM,4.311,721.2,,,,
263,07/17/21 07:15:00 AM,4.415,775.0,,,,
264,07/17/21 07:30:00 AM,4.519,2669.5,,,,
265,07/17/21 07:45:00 AM,4.831,3100.0,,,,
266,07/17/21 08:00:00 AM,5.141,7233.4,,,,
267,07/17/21 08:15:00 AM,5.244,3444.5,,,,
268,07/17/21 08:30:00 AM,5.037,3788.9,,,,
269,07/17/21 08:45:00 AM,5.347,8611.2,,,,
270,07/17/21 09:00:00 AM,5.552,4822.3,,,,
271,07/17/21 09:15:00 AM,5.450,8266.7,,,,
272,07/17/21 09:30:00 AM,5.757,9300.1,,,,
273,07/17/21 09:45:00 AM,5.860,6544.5,,,,
274,07/17/21 10:00:00 AM,6.268,20666.8,,,,
275,07/17/21 10:15:00 AM,5.962,8611.2,,,,
276,07/17/21 10:30:00 AM,6.166,9644.5,,,,
277,07/17/21 10:45:00 AM,6.166,9300.1,,,,
278,07/17/21 11:00:00 AM,6.978,7577.8,,,,
279,07/17/21 11:15:00 AM,7.280,7233.4,,,,
280,07/17/21 11:30:00 AM,7.682,19289.0,,,,
281,07/17/21 11:45:00 AM,7.983,20666.8,,,,
282,07/17/21 12:00:00 PM,7.983,23422.4,,,,
283,07/17/21 12:15:00 PM,8.282,31689.1,,,,
284,07/17/21 12:30:00 PM,8.481,44089.2,,,,
285,07/17/21 12:45:00 PM,8.680,26178.0,,,,
286,07/17/21 01:00:00 PM,8.978,27555.7,,,,
287,07/17/21 01:15:00 PM,9.373,30311.3,,,,
288,07/17/21 01:30:00 PM,9.275,23422.4,,,,
289,07/17/21 01:45:00 PM,9.176,22044.6,,,,
290,07/17/21 02:00:00 PM,9.176,24800.2,,,,
291,07/17/21 02:15:00 PM,9.571,17911.2,,,,
292,07/17/21 02:30:00 PM,9.571,22044.6,,,,
293,07/17/21 02:45:00 PM,9.571,23422.4,,,,
294,07/17/21 03:00:00 PM,9.275,9644.5,,,,
295,07/17/21 03:15:00 PM,9.275,6544.5,,,,
296,07/17/21 03:30:00 PM,9.373,7577.8,,,,
297,07/17/21 03:45:00 PM,9.472,11711.2,,,,
298,07/17/21 04:00:00 PM,9.176,8611.2,,,,
299,07/17/21 04:15:00 PM,9.275,12400.1,,,,
300,07/17/21 04:30:00 PM,9.176,3616.7,,,,
301,07/17/21 04:45:00 PM,9.176,6200.0,,,,
302,07/17/21 05:00:00 PM,9.176,5511.1,,,,
303,07/17/21 05:15:00 PM,9.077,5166.7,,,,
304,07/17/21 05:30:00 PM,8.978,2927.8,,,,
305,07/17/21 05:45:00 PM,8.879,3272.2,,,,
306,07/17/21 06:00:00 PM,8.779,1184.0,,,,
307,07/17/21 06:15:00 PM,8.680,96.9,,,,
308,07/17/21 06:30:00 PM,8.481,0.0,,,,
309,07/17/21 06:45:00 PM,8.382,0.0,,,,
310,07/17/21 07:00:00 PM,8.282,0.0,,,,
311,07/17/21 07:15:00 PM,8.282,0.0,,,,
312,07/17/21 07:30:00 PM,8.182,0.0,,,,
313,07/17/21 07:45:00 PM,8.082,0.0,,,,
314,07/17/21 08:00:00 PM,8.082,0.0,,,,
315,07/17/21 08:15:00 PM,7.983,0.0,,,,
316,07/17/21 08:30:00 PM,7.882,0.0,,,,
317,07/17/21 08:45:00 PM,7.882,0.0,,,,
318,07/17/21 09:00:00 PM,7.782,0.0,,,,
319,07/17/21 09:15:00 PM,7.782,0.0,,,,
320,07/17/21 09:30:00 PM,7.682,0.0,,,,
321,07/17/21 09:45:00 PM,7.682,0.0,,,,
322,07/17/21 10:00:00 PM,7.582,0.0,,,,
323,07/17/21 10:15:00 PM,7.582,0.0,,,,
324,07/17/21 10:30:00 PM,7.481,0.0,,,,
325,07/17/21 10:45:00 PM,7.481,0.0,,,,
326,07/17/21 11:00:00 PM,7.381,0.0,,,,
327,07/17/21 11:15:00 PM,7.381,0.0,,,,
328,07/17/21 11:30:00 PM,7.280,0.0,,,,
329,07/17/21 11:45:00 PM,7.280,0.0,,,,
330,07/18/21 12:00:00 AM,7.280,0.0,,,,
331,07/18/21 12:15:00 AM,7.179,0.0,,,,
332,07/18/21 12:30:00 AM,7.179,0.0,,,,
333,07/18/21 12:45:00 AM,7.179,0.0,,,,
334,07/18/21 01:00:00 AM,7.079,0.0,,,,
335,07/18/21 01:15:00 AM,7.079,0.0,,,,
336,07/18/21 01:30:00 AM,6.978,0.0,,,,
337,07/18/21 01:45:00 AM,6.978,0.0,,,,
338,07/18/21 02:00:00 AM,6.978,0.0,,,,
339,07/18/21 02:15:00 AM,6.877,0.0,,,,
340,07/18/21 02:30:00 AM,6.877,0.0,,,,
341,07/18/21 02:45:00 AM,6.775,0.0,,,,
342,07/18/21 03:00:00 AM,6.674,0.0,,,,
343,07/18/21 03:15:00 AM,6.573,0.0,,,,
344,07/18/21 03:30:00 AM,6.573,0.0,,,,
345,07/18/21 03:45:00 AM,6.471,0.0,,,,
346,07/18/21 04:00:00 AM,6.370,0.0,,,,
347,07/18/21 04:15:00 AM,6.370,0.0,,,,
348,07/18/21 04:30:00 AM,6.268,0.0,,,,
349,07/18/21 04:45:00 AM,6.268,0.0,,,,
350,07/18/21 05:00:00 AM,6.268,0.0,,,,
351,07/18/21 05:15:00 AM,6.268,0.0,,,,
352,07/18/21 05:30:00 AM,6.268,0.0,,,,
353,07/18/21 05:45:00 AM,6.268,0.0,,,,
354,07/18/21 06:00:00 AM,6.166,0.0,,,,
355,07/18/21 06:15:00 AM,5.962,0.0,,,,
356,07/18/21 06:30:00 AM,5.962,43.1,,,,
357,07/18/21 06:45:00 AM,5.962,215.3,,,,
358,07/18/21 07:00:00 AM,5.962,312.2,,,,
359,07/18/21 07:15:00 AM,6.064,635.1,,,,
360,07/18/21 07:30:00 AM,6.166,366.0,,,,
361,07/18/21 07:45:00 AM,6.166,215.3,,,,
362,07/18/21 08:00:00 AM,6.166,236.8,,,,
363,07/18/21 08:15:00 AM,6.166,430.6,,,,
364,07/18/21 08:30:00 AM,6.166,1205.6,,,,
365,07/18/21 08:45:00 AM,6.166,581.3,,,,
366,07/18/21 09:00:00 AM,6.268,635.1,,,,
367,07/18/21 09:15:00 AM,6.268,613.5,,,,
368,07/18/21 09:30:00 AM,6.268,828.8,,,,
369,07/18/21 09:45:00 AM,6.268,818.1,,,,
370,07/18/21 10:00:00 AM,6.370,1636.1,,,,
371,07/18/21 10:15:00 AM,6.370,1550.0,,,,
372,07/18/21 10:30:00 AM,6.471,1194.8,,,,
373,07/18/21 10:45:00 AM,6.573,1345.5,,,,
374,07/18/21 11:00:00 AM,6.674,1377.8,,,,
375,07/18/21 11:15:00 AM,6.674,1636.1,,,,
376,07/18/21 11:30:00 AM,6.775,1550.0,,,,
377,07/18/21 11:45:00 AM,6.877,1377.8,,,,
378,07/18/21 12:00:00 PM,6.978,1377.8,,,,
379,07/18/21 12:15:00 PM,7.079,3444.5,,,,
380,07/18/21 12:30:00 PM,7.079,1980.6,,,,
381,07/18/21 12:45:00 PM,7.179,2497.2,,,,
382,07/18/21 01:00:00 PM,7.280,1980.6,,,,
383,07/18/21 01:15:00 PM,7.381,1722.2,,,,
384,07/18/21 01:30:00 PM,7.481,3444.5,,,,
385,07/18/21 01:45:00 PM,7.682,3616.7,,,,
386,07/18/21 02:00:00 PM,7.882,2325.0,,,,
387,07/18/21 02:15:00 PM,7.983,1550.0,,,,
388,07/18/21 02:30:00 PM,7.983,2497.2,,,,
389,07/18/21 02:45:00 PM,7.983,1894.5,,,,
390,07/18/21 03:00:00 PM,7.983,2755.6,,,,
391,07/18/21 03:15:00 PM,7.983,2755.6,,,,
392,07/18/21 03:30:00 PM,7.983,2238.9,,,,
393,07/18/21 03:45:00 PM,7.983,1550.0,,,,
394,07/18/21 04:00:00 PM,7.782,861.1,,,,
395,07/18/21 04:15:00 PM,7.682,1808.3,,,,
396,07/18/21 04:30:00 PM,7.682,1087.2,,,,
397,07/18/21 04:45:00 PM,7.682,1108.7,,,,
398,07/18/21 05:00:00 PM,7.582,775.0,,,,
399,07/18/21 05:15:00 PM,7.481,226.0,,,,
400,07/18/21 05:30:00 PM,7.481,559.7,,,,
401,07/18/21 05:45:00 PM,7.381,215.3,,,,
402,07/18/21 06:00:00 PM,7.280,43.1,,,,
403,07/18/21 06:15:00 PM,7.179,10.8,,,,
404,07/18/21 06:30:00 PM,7.079,0.0,,,,
405,07/18/21 06:45:00 PM,6.978,0.0,,,,
406,07/18/21 07:00:00 PM,6.877,0.0,,,,
407,07/18/21 07:15:00 PM,6.877,0.0,,,,
408,07/18/21 07:30:00 PM,6.775,0.0,,,,
409,07/18/21 07:45:00 PM,6.674,0.0,,,,
410,07/18/21 08:00:00 PM,6.674,0.0,,,,
411,07/18/21 08:15:00 PM,6.573,0.0,,,,
412,07/18/21 08:30:00 PM,6.573,0.0,,,,
413,07/18/21 08:45:00 PM,6.471,0.0,,,,
414,07/18/21 09:00:00 PM,6.471,0.0,,,,
415,07/18/21 09:15:00 PM,6.370,0.0,,,,
416,07/18/21 09:30:00 PM,6.268,0.0,,,,
417,07/18/21 09:45:00 PM,6.268,0.0,,,,
418,07/18/21 10:00:00 PM,6.166,0.0,,,,
419,07/18/21 10:15:00 PM,6.166,0.0,,,,
420,07/18/21 10:30:00 PM,6.064,0.0,,,,
421,07/18/21 10:45:00 PM,6.064,0.0,,,,
422,07/18/21 11:00:00 PM,5.962,0.0,,,,
423,07/18/21 11:15:00 PM,5.962,0.0,,,,
424,07/18/21 11:30:00 PM,5.860,0.0,,,,
425,07/18/21 11:45:00 PM,5.860,0.0,,,,
426,07/19/21 12:00:00 AM,5.860,0.0,,,,
427,07/19/21 12:15:00 AM,5.757,0.0,,,,
428,07/19/21 12:30:00 AM,5.757,0.0,,,,
429,07/19/21 12:45:00 AM,5.655,0.0,,,,
430,07/19/21 01:00:00 AM,5.655,0.0,,,,
431,07/19/21 01:15:00 AM,5.552,0.0,,,,
432,07/19/21 01:30:00 AM,5.552,0.0,,,,
433,07/19/21 01:45:00 AM,5.552,0.0,,,,
434,07/19/21 02:00:00 AM,5.450,0.0,,,,
435,07/19/21 02:15:00 AM,5.450,0.0,,,,
436,07/19/21 02:30:00 AM,5.450,0.0,,,,
437,07/19/21 02:45:00 AM,5.347,0.0,,,,
438,07/19/21 03:00:00 AM,5.347,0.0,,,,
439,07/19/21 03:15:00 AM,5.347,0.0,,,,
440,07/19/21 03:30:00 AM,5.347,0.0,,,,
441,07/19/21 03:45:00 AM,5.244,0.0,,,,
442,07/19/21 04:00:00 AM,5.244,0.0,,,,
443,07/19/21 04:15:00 AM,5.244,0.0,,,,
444,07/19/21 04:30:00 AM,5.141,0.0,,,,
445,07/19/21 04:45:00 AM,5.141,0.0,,,,
446,07/19/21 05:00:00 AM,5.037,0.0,,,,
447,07/19/21 05:15:00 AM,5.037,0.0,,,,
448,07/19/21 05:30:00 AM,5.037,0.0,,,,
449,07/19/21 05:45:00 AM,5.037,0.0,,,,
450,07/19/21 06:00:00 AM,5.037,0.0,,,,
451,07/19/21 06:15:00 AM,4.934,0.0,,,,
452,07/19/21 06:30:00 AM,4.934,32.3,,,,
453,07/19/21 06:45:00 AM,4.934,21.5,,,,
454,07/19/21 07:00:00 AM,4.934,64.6,,,,
455,07/19/21 07:15:00 AM,4.934,236.8,,,,
456,07/19/21 07:30:00 AM,4.934,258.3,,,,
457,07/19/21 07:45:00 AM,5.037,226.0,,,,
458,07/19/21 08:00:00 AM,5.037,366.0,,,,
459,07/19/21 08:15:00 AM,5.037,366.0,,,,
460,07/19/21 08:30:00 AM,5.141,430.6,,,,
461,07/19/21 08:45:00 AM,5.141,688.9,,,,
462,07/19/21 09:00:00 AM,5.244,505.9,,,,
463,07/19/21 09:15:00 AM,5.347,355.2,,,,
464,07/19/21 09:30:00 AM,5.347,645.8,,,,
