"","lon_fit","lat_fit","ele_fit","width","depth","dist","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","slope50m","Wetland","Wetland_2","Wetland_3","Wetland_4","Wetland_5","CatchmentSize_ha","CatchmentSize_m2","CatchmentSize_km2","Date","EOS_no","VaisalaType","CO2_ppm_ave","pCO2_ppm","F_CO2_umol_m2_s","flux_umolpers","Flux_gCO2asCperM2perDay","Totalflux_umolpers","WaterTemp_c","AirTemp_c","air_pressure_hpa","surface_area","DOC","TDN","pCO2_air_ppm","air_pressure_hpa_adjust","air_pressure_atm","water_pressure_atm","pCO2_w_atm","pCO2_air_atm","KH_mol.l.atm","KH_mol.m3.atm","Flux_mol_m2_d","k_m_d","Sc","K600"
"98",-78.20103024,-0.329534,4087.790096,50,54,668.2828087,NA,668.2828087,NA,NA,NA,NA,-0.107620416,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.9215,829215,0.829215,"6/18/21","EOS1","new",685.215,760.3268293,0.915,11.56022676,0.948672,139.3924654,7.9255,7.841,626.9214,12.63412761,2.791,0.1907,416.45,635.42953248,0.627120211112619,0.61969117792862,0.00047116782845965,0.00026116421191785,0.0578297271825372,57.8297271825372,0.079056,6.50963921333768,1167.50933954464,9.08053581431177
"99",-78.20087673,-0.329343,4090.21018,45.5,13,640.9930065,NA,640.9930065,NA,NA,NA,NA,-0.124645295,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.7595,827595,0.827595,"6/18/21","EOS1","new",715.9692308,794.6122934,0.99,17.87606931,1.026432,127.8322387,8.009,7.844,626.7724,18.05663567,NA,NA,416.45,634.9901224,0.626686547066412,0.61954412635692,0.000492297379106972,0.000260983612525807,0.057683265727836,57.683265727836,0.085536,6.41058431636852,1161.64725963139,8.91988237872492
"100",-78.20170784,-0.330135,4078.392053,111,39.5,769.4444454,NA,769.4444454,NA,NA,NA,NA,-0.07879792,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4084,834084,0.834084,"6/18/21","EOS1","new",774.4938462,859.3492507,2.665,41.30755918,2.763072,189.3181805,7.745,7.825,626.9584,15.50002221,NA,NA,416.45,636.59429764,0.628269744988051,0.61972769409072,0.000532562529554899,0.000261642935300274,0.0581479011075201,58.1479011075201,0.230256,14.6162679544649,1180.30568778682,20.5002010811432
"101",-78.20077953,-0.329206,4092.826316,125,30.5,622.284922,NA,622.284922,NA,NA,NA,NA,-0.175045562,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.5894,825894,0.825894,"6/18/21","EOS1","new",810.2323077,899.4165224,0.135,1.858168397,0.139968,109.9561694,8.0995,7.857,626.6184,13.76421035,NA,NA,416.45,634.52218608,0.626224729809288,0.61939214016872,0.000557091524712443,0.000260791288729078,0.0575250427319848,57.5250427319848,0.011664,0.684318945447091,1155.33451219038,0.949591485482778
"102",-78.20120445,-0.329722,4085.651831,75,47.5,696.8330336,NA,696.8330336,NA,NA,NA,NA,-0.070246328,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3823,833823,0.833823,"6/18/21","EOS1","new",829.4030769,920.4262494,0.245,1.077992785,0.254016,140.4704582,7.89225,7.836,626.8364,4.399970549,NA,NA,416.45,635.60112428,0.627289559058128,0.61960728944812,0.000570302813527633,0.000261234736869757,0.0578881764147006,57.8881764147006,0.021168,1.18313910436129,1169.85374089459,1.65206057595033
"103",-78.20135943,-0.329866,4082.19048,92,32.5,720.3990958,NA,720.3990958,NA,NA,NA,NA,-0.111160584,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.3976,833976,0.833976,"6/18/21","EOS1","new",986.9953846,1095.07967,0.385,7.54016304,0.399168,148.0106213,7.80175,7.828,626.9944,19.58483906,NA,NA,416.45,636.1744864,0.627855423493693,0.61976322332952,0.000678690106081827,0.000261470391113949,0.0580476334908038,58.0476334908038,0.033264,1.37348882734345,1176.26402899534,1.9231002038302
"104",-78.20188644,-0.330257,4078.42127,110,16.5,793.5283416,NA,793.5283416,NA,NA,NA,NA,-0.013259154,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",83.4858,834858,0.834858,"6/18/21","EOS1","new",1066.578462,1183.100985,0.845,18.46248768,0.876096,207.7806681,7.71375,7.823,627.1674,21.84909785,NA,NA,416.45,636.7997916,0.628472551765184,0.61993396106042,0.000733444479965535,0.000261727394182611,0.0582032058093914,58.2032058093914,0.073008,2.65914450382782,1182.53852486333,3.73313729450766
"105",-78.20221485,-0.330476,4077.498993,127,29.5,837.467801,NA,837.467801,NA,NA,NA,NA,-0.018325821,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3172,863172,0.863172,"6/18/21","EOS1","new",1339.763077,1485.95789,0.505,10.62469418,0.523584,218.4053623,7.67625,7.817,627.2534,21.03899839,NA,NA,416.45,636.99646484,0.628666653168227,0.62001883646422,0.000921321881992627,0.000261808227711908,0.0582696571622016,58.2696571622016,0.043632,1.13537379512112,1185.22475070633,1.5957453853774
"106",-78.20239331,-0.330601,4075.514386,119.5,29,861.7144008,NA,861.7144008,NA,NA,NA,NA,-0.059390181,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",86.3226,863226,0.863226,"6/18/21","EOS1","new",1546.986154,1715.493786,0.45,3.923756995,0.46656,222.3291193,7.5945,7.816,627.3824,8.719459989,2.643,0.1286,416.45,637.36361768,0.629029004860684,0.62014614956992,0.00106385686599902,0.000261959129074232,0.0584148459257666,58.4148459257666,0.03888,0.830011353243122,1191.10661070262,1.16945556586433
"107",-78.20068617,-0.329048,4094.223282,87.5,71,601.8355694,NA,601.8355694,NA,NA,NA,NA,-0.165471411,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.3743,823743,0.823743,"6/18/21","EOS1","new",1584.144615,1758.938182,0.305,1.398382573,0.316224,108.098001,8.15625,7.868,626.4404,4.584860894,NA,NA,416.45,634.17655016,0.625883613666523,0.61921646782132,0.00108916348817409,0.000260649230911423,0.0574260988028033,57.4260988028033,0.026352,0.553865458850035,1151.39747689759,0.767257766555589
"108",-78.20066466,-0.329003,4095.136621,90,108,596.2797799,NA,596.2797799,NA,NA,NA,NA,-0.151188623,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",82.2564,822564,0.822564,"6/18/21","EOS1","new",2014.324615,2236.719952,0.515,5.37738367,0.533952,106.6996184,8.21225,7.875,626.3954,10.44152169,NA,NA,416.45,634.02194948,0.625731034653235,0.61917205627282,0.00138491449198628,0.00026058568938134,0.0573286683557735,57.3286683557735,0.044496,0.690328464497015,1147.52864545172,0.954689011182771
"109",-78.20060297,-0.328786,4101.786126,53.5,73,571.0524416,NA,571.0524416,NA,NA,NA,NA,-0.036755752,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8145,818145,0.818145,"6/18/21","EOS1","new",4336.816923,4817.05608,0.505,6.309617203,0.523584,101.3222347,8.29475,7.886,626.1764,12.49429149,NA,NA,416.45,633.00500888,0.624727392280379,0.61895592007012,0.00298154537802577,0.000260167722515164,0.0571855038935034,57.1855038935034,0.043632,0.280369233118943,1141.85815486749,0.386777148690517
"110",-78.20060709,-0.328581,4102.626828,72.5,46.5,548.1782515,NA,548.1782515,NA,NA,NA,NA,-0.036776902,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.8082,818082,0.818082,"6/18/21","EOS1","new",6561.855,7288.120455,0.75,12.57955507,0.7776,95.01261753,8.27225,7.89,626.2134,16.77274009,NA,NA,416.45,632.94112464,0.62466434343542,0.61899243623222,0.00451129143599432,0.000260141465823681,0.0572245049331074,57.2245049331073,0.0648,0.266370751299997,1143.40122074608,0.36771406021351
"111",-78.20061125,-0.328361,4103.530731,60.5,61,523.5859696,NA,523.5859696,NA,NA,NA,NA,-0.03680956,"Gavi-mainstem","Gavilan Mainstem","Gavilan River Network","Gavilan Outlet","Gavilan Outlet",81.7794,817794,0.817794,"6/18/21","EOS1","new",6833.712308,7591.788998,0.6,15.25659339,0.62208,82.43306246,8.32425,7.897,626.0454,25.42765565,2.393,0.1063,416.45,632.66465628,0.624391490369223,0.61882663311782,0.00469800122497325,0.000260027836164263,0.0571344189010993,57.1344189010993,0.05184,0.204447820169367,1139.83891258707,0.281791960666088
