"","lon_fit","lat_fit","ele_fit","dist","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","Wetland","dist_ANTE","dist_GAVI","dist_COLM","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"5236",-78.1996154875771,-0.325087710792542,4132.56297140052,983.062392832524,"2021-06-30","EOS_2","old",0.295,414.191489361702,621.905184736924,6.81648936170213,8.38061170212766,626.1454,"GAVI",NA,983.062392832524,NA,0.61795748444782,0.00988671905431659,0.608070765393503,0.0264685712993826,1.08521142327469e-05,0.000130225370792962,281.530611702128,0.0562911016842097,0.000420092735903561,0.0163169533243746,0.305856,18.7446757933116,1139.44379818587,25.8314486564281
"5504",-78.1996291354391,-0.324821710792542,4135.61768365779,1012.9308143297,"2021-06-29","EOS_2","old",2.605,417.453675213675,626.17032073756,7.20507692307692,8.31265384615385,626.983476923077,"GAVI",NA,1012.9308143297,NA,0.618784602090397,0.0101538210833238,0.608630781007073,0.0264562274054672,1.08470532362415e-05,0.000130164638834898,281.462653846154,0.0564070838684073,0.000423845301573012,0.0165656697735982,2.700864,163.039830982539,1144.14030048492,225.142628891518
"5656",-78.1996501458136,-0.324669710792542,4135.21023380733,1030.0389196911,"2021-06-30","EOS_2","old",0.235,519.601694915254,780.591806797384,6.82371186440678,8.53622033898305,626.103925423729,"GAVI",NA,1030.0389196911,NA,0.61791655222214,0.00989162642589424,0.608024925796246,0.0264658931979546,1.08510162111614e-05,0.000130212194533937,281.686220338983,0.056026634824761,0.000524807185279649,0.0221078294501899,0.243648,11.0208919672079,1128.77368318567,15.1162671211731
"5966",-78.199602358005,-0.324359710792542,4141.95208717949,1065.07538469497,"2021-06-29","EOS_2","old",1.22,615.498974358974,922.844846359169,7.20051282051282,8.17835256410256,626.980066666667,"GAVI",NA,1065.07538469497,NA,0.618781236428887,0.0101506472782818,0.608630589150605,0.0264566497726561,1.0847226406789e-05,0.000130166716881468,281.328352564103,0.0566371618103172,0.000627207754668739,0.0281509936835257,1.264896,44.9325524427308,1153.48760538806,62.3005571859292
"6113",-78.1996055164438,-0.324216710792542,4148.10162736958,1081.14777659649,"2021-06-30","EOS_2","old",0.09,373.596899224806,561.273049775638,6.82753488372093,8.57614534883721,626.194213953488,"GAVI",NA,1081.14777659649,NA,0.618005660075882,0.00989422486884443,0.608111435207038,0.0264692973126864,1.08524118982014e-05,0.000130228942778417,281.726145348837,0.0559590271668423,0.000376899526084936,0.0138034458725103,0.093312,6.76005113953695,1126.05474817449,9.26091950301015
"29101",-78.199267904201,-0.34886041087091,3896.09441523219,36.5314674677632,"2021-07-06","EOS_2","old",1.345,679.154761904762,1016.35686675393,6.862,7.431,626.4884,"COLM",NA,NA,36.5314674677632,0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000706638689873584,0.0333941408775702,1.394496,41.7587026751942,1207.12669082699,59.2308273590732
"44101",-78.1993404955148,-0.34878041087091,3896.35965422764,48.5807923602655,"2021-07-06","EOS_1","new",2.675,429.518333333333,477.926001487956,6.862,7.431,626.4884,"COLM",NA,NA,48.5807923602655,0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.00033228584820467,0.0117045642599721,2.77344,236.953716379239,1207.12669082699,336.096759904532
"12411",-78.1995669193551,-0.34831041087091,3897.4566342352,108.27142874189,"2021-07-06","EOS_1","new",1.06,432.023333333333,480.571889920504,6.86,7.381,626.5954,"COLM",NA,NA,108.27142874189,0.61840159993282,0.0099163151666638,0.608485284766156,0.0264824990728619,1.08578246198734e-05,0.000130293895438481,280.531,0.058027257435367,0.000334635225271415,0.0118573669509009,1.099008,92.6856699763769,1210.81507558377,131.666677969424
"17411",-78.199672732881,-0.34792041087091,3898.04052280978,154.473519176267,"2021-07-06","EOS_2","old",2.15,637.111111111111,953.062577445619,6.859,7.3305,626.5684,"COLM",NA,NA,154.473519176267,0.61837495300372,0.00991563408555936,0.608459318918161,0.0264814635603964,1.08574000597625e-05,0.00013028880071715,280.4805,0.0581167085295493,0.000664666320285936,0.0310562625495227,2.22912,71.77682750606,1214.55322401495,102.1214350966
"22511",-78.1997644462745,-0.34753041087091,3898.48843061373,201.432165576137,"2021-07-06","EOS_1","new",1.005,416.085333333333,462.708193083796,6.858,7.30525,626.6429,"COLM",NA,NA,201.432165576137,0.61844847878957,0.00991495304574755,0.608533525743822,0.0264847877871904,1.08587629927481e-05,0.000130305155912977,280.45525,0.0581614978717253,0.000322941619047277,0.0112040252406023,1.041984,93.0008615317961,1216.42716213344,132.420249285253
"27311",-78.1997358016662,-0.34723041087091,3898.6228039477,235.472070312985,"2021-07-06","EOS_2","old",1.485,695.757894736842,1040.09496836644,6.855,7.179,626.7694,"COLM",NA,NA,235.472070312985,0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000728724871674153,0.0349377161323007,1.539648,44.068364233361,1225.84565139997,62.989650765635
"31011",-78.1997508650193,-0.34692041087091,3898.66002359431,270.059572735237,"2021-07-06","EOS_1","new",0.22,486.624166666667,540.853928066559,6.855,7.179,626.7694,"COLM",NA,NA,270.059572735237,0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000378940117308505,0.0145151539311603,0.228096,15.7143355889831,1225.84565139997,22.4614761174797
"36111",-78.19993670115,-0.34654041087091,3898.75762091873,317.451324042371,"2021-07-07","EOS_2","old",0.44,825.372093023256,1241.06624940972,6.899,8.68,625.6314,"COLM",NA,NA,317.451324042371,0.61745020587162,0.00994290956086788,0.607507296310752,0.0264362529943936,1.08388637277014e-05,0.000130066364732417,281.83,0.0557836344809739,0.000830774232284941,0.0390880315614927,0.456192,11.6708870151807,1119.01778011776,15.9384738074636
"36411",-78.199944668192,-0.34652041087091,3898.81173969871,319.848000036532,"2021-07-07","EOS_2","old",0.08,868.351351351351,1305.72654926846,6.919,8.779,625.9324,"COLM",NA,NA,319.848000036532,0.61774726978492,0.00995657211708397,0.607790697667836,0.0264466967525066,1.08431456685277e-05,0.000130117748022332,281.929,0.0556170720346848,0.000871448250579171,0.0412306319622128,0.082944,2.01170819006647,1112.3574877098,2.7391230975937
"38211",-78.1999652291954,-0.34635041087091,3899.35456223675,339.079668153172,"2021-07-07","EOS_2","old",0.135,557.011904761905,838.020751857487,6.914,8.9285,625.8624,"COLM",NA,NA,339.079668153172,0.61767818515392,0.00995315492539007,0.60772503022853,0.0264443114795189,1.08421677066028e-05,0.000130106012479233,282.0785,0.0553667082666665,0.000556781405874072,0.0236236120306572,0.139968,5.92491951774176,1102.38753717851,8.03108047200971
"40911",-78.1999373692874,-0.34614041087091,3900.50226321806,362.665538846443,"2021-07-07","EOS_1","new",1.81,373.735666666667,417.961057552635,6.9165,8.85375,625.8974,"COLM",NA,NA,362.665538846443,0.61771272746942,0.00995486339181112,0.607757864077609,0.0264455041322905,1.08426566942391e-05,0.000130111880330869,282.00375,0.0554917157725533,0.00027832051451648,0.00822435140326622,1.876608,228.177020652926,1107.35935267758,309.9849214264
"45010",-78.1998657343355,-0.34587041087091,3903.27771928253,394.111210739858,"2021-07-07","EOS_1","new",0.785,346.127,387.21924948305,6.908,8.87875,625.6964,"COLM",NA,NA,394.111210739858,0.61751435588612,0.00994905566189369,0.607565300224226,0.0264379274475595,1.08395502534994e-05,0.000130074603041993,282.02875,0.0554498684832455,0.000257655077496194,0.00707432052951553,0.813888,115.048222172616,1105.69361398922,156.178658242599
"49810",-78.1997381572102,-0.34569041087091,3905.86519591287,418.681903848673,"2021-07-07","EOS_1","new",0,330.741166666667,369.827239017268,6.903,8.7295,625.7264,"COLM",NA,NA,418.681903848673,0.61754396358512,0.00994564074744441,0.607598322837676,0.0264398364537068,1.08403329460198e-05,0.000130083995352237,281.8795,0.0557002763734518,0.000247193753084309,0.00652304587170438,0,0,1115.68182537274,0
"57810",-78.1995495503993,-0.34523041087091,3912.28017402168,478.189880838778,"2021-07-07","EOS_2","old",0.33,814.162162162162,1224.29129704112,6.903,8.7295,625.7264,"COLM",NA,NA,478.189880838778,0.61754396358512,0.00994564074744441,0.607598322837676,0.0264398364537068,1.08403329460198e-05,0.000130083995352237,281.8795,0.0557002763734518,0.000818320363281625,0.0383349559039276,0.342144,8.92511787042244,1115.68182537274,12.1705026256662
"7091",-78.1985227582809,-0.34456041087091,3922.87554738291,618.656952187636,"2021-07-07","EOS_2","old",4.315,883.511627906977,1328.04485147515,6.897,8.581,625.6534,"COLM",NA,NA,618.656952187636,0.61747191818422,0.00994154421585987,0.60753037396836,0.0264374460462904,1.08393528789791e-05,0.000130072234547749,281.731,0.0559508133358863,0.000891662275038852,0.0426115821939879,4.473792,104.990046594215,1125.7246611323,143.809836785104
"7512",-78.1981862154774,-0.34432041087091,3924.07626966548,664.831325867731,"2021-07-07","EOS_2","old",1.23,894.6,1344.45673956632,6.893,8.531,625.6874,"COLM",NA,NA,664.831325867731,0.61750547357642,0.00993881402231834,0.607566659554102,0.0264394027014178,1.08401551075813e-05,0.000130081861290975,281.681,0.0560354822238205,0.000904047380767971,0.0433695311085032,1.275264,29.4046065845053,1129.12975773648,40.3377504235331
"7761",-78.1982196835843,-0.34410041087091,3924.84521625465,692.004505064106,"2021-07-07","EOS_1","new",1.185,582.222166666667,650.652084008399,6.8905,8.506,625.6599,"COLM",NA,NA,692.004505064106,0.61747833318567,0.00993710798745992,0.60754122519821,0.0264385318997925,1.08397980789149e-05,0.000130077576946979,281.656,0.0560778759933443,0.000437846242582008,0.0172590130661182,1.228608,71.1864574928635,1130.83679509651,97.7286099725544
"8051",-78.1982653570514,-0.34389041087091,3925.53379609789,717.354538777721,"2021-07-07","EOS_2","old",1.95,813.311475409836,1222.05193833779,6.88647540983607,8.45584426229508,625.64408852459,"COLM",NA,NA,717.354538777721,0.61746272847218,0.00993436209403755,0.607528366378143,0.0264383522767826,1.08397244334809e-05,0.000130076693201771,281.605844262295,0.0561630471105741,0.000823609927013205,0.0389509396833004,2.02176,51.9052946203195,1134.27054809517,71.3664942049373
"8551",-78.1980775103198,-0.34366041087091,3926.52996610957,750.506040186302,"2021-07-07","EOS_1","new",2.105,458.9585,512.790052049513,6.885,8.4315,625.6554,"COLM",NA,NA,750.506040186302,0.61747389203082,0.00993335562065106,0.607540536410169,0.02643902118843,1.08399986872563e-05,0.000130079984247076,281.5815,0.0562044444804216,0.000345852960126352,0.0121274002431822,2.182464,179.961406091709,1135.94155956148,247.617735192073
"8881",-78.1979154530342,-0.34341041087091,3927.57002694435,783.698176944939,"2021-07-07","EOS_2","old",2.31,822.416666666667,1235.39893411026,6.882,8.382,625.6834,"COLM",NA,NA,783.698176944939,0.61750152588322,0.009931309402335,0.607570216480885,0.0264405960659645,1.08406443870455e-05,0.000130087732644546,281.532,0.0562887353769817,0.000834468524245651,0.0396487039830635,2.395008,60.405707107679,1139.34808690304,83.2397104912239
"9441",-78.1977336821962,-0.34297041087091,3928.49952224803,839.487898478025,"2021-07-07","EOS_1","new",0.485,467.383333333333,521.978040590984,6.879,8.232,625.5334,"COLM",NA,NA,839.487898478025,0.61735348738822,0.00992926355609722,0.607424223832123,0.0264345258671782,1.08381556055431e-05,0.000130057867266517,281.382,0.0565451171204341,0.000354183713274143,0.0126732222122176,0.502848,39.677991246396,1149.7432502907,54.925559102701
"9451",-78.1977336821962,-0.34297041087091,3928.49952224803,839.487898478025,"2021-07-07","EOS_1","new",2.08,607.213770491803,678.308424691963,6.882,8.382,625.6834,"COLM",NA,NA,839.487898478025,0.61750152588322,0.009931309402335,0.607570216480885,0.0264405960659645,1.08406443870455e-05,0.000130087732644546,281.532,0.0562887353769817,0.000458173481057558,0.0184675318733791,2.156544,116.774889832932,1139.34808690304,160.917047208974
"9881",-78.1978438712071,-0.34262041087091,3928.96429715389,881.232487155927,"2021-07-07","EOS_2","old",2.45,839.416666666667,1260.60684026176,6.881,8.282,625.6254,"COLM",NA,NA,881.232487155927,0.61744428433182,0.00993062741224988,0.60751365691957,0.0264382290853488,1.0839673924993e-05,0.000130076087099916,281.432,0.056459496661095,0.000854078732264548,0.0408768249272965,2.54016,62.1418127390747,1146.26607584175,85.8916631992758
"10721",-78.1986044680827,-0.34214041087091,3930.58868457318,981.861255877973,"2021-07-07","EOS_2","old",0.625,676.25,1015.39662249054,6.878,8.207,625.5544,"COLM",NA,NA,981.861255877973,0.61737421277752,0.0099285816900253,0.607445631087495,0.0264355518935276,1.08385762763463e-05,0.000130062915316156,281.357,0.0565879874579055,0.000689511016059532,0.0316580421082152,0.648,20.4687326457199,1151.4863960682,28.3559847427462
"11061",-78.1987995376998,-0.34194041087091,3932.20184598598,1013.00499059372,"2021-07-07","EOS_1","new",1.73,327.185333333333,365.263935644919,6.876,8.132,625.5954,"COLM",NA,NA,1013.00499059372,0.61741467663282,0.00992721808187961,0.60748745855094,0.0264375610123886,1.08394000150793e-05,0.000130072800180952,281.282,0.0567168394293938,0.000248599391847856,0.00672245366768511,1.793664,266.816863107909,1156.7341140978,370.471173253212
"11251",-78.1987979132048,-0.34178041087091,3933.356573311,1032.28952963718,"2021-07-09","EOS_1",NA,0.505,NA,NA,NA,NA,NA,"COLM",NA,NA,1032.28952963718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523584,NA,NA,NA
"11581",-78.1986822172428,-0.34154041087091,3935.69796585718,1064.36298209357,"2021-07-07","EOS_2","old",2.47,559.333333333333,839.464762941066,6.875,8.082,625.6154,"COLM",NA,NA,1064.36298209357,0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.000572208818722789,0.0251143518649949,2.560896,101.969424246598,1160.24786543595,141.79787777179
"11701",-78.1987828311388,-0.34145041087091,3936.79862259645,1079.48693757119,"2021-07-09","EOS_2","old",0.075,500.75,749.433208080376,6.933,7.3305,626.0694,"COLM",NA,NA,1079.48693757119,0.61788247827702,0.00996614576376994,0.60791633251325,0.0264508412646588,1.08448449185101e-05,0.000130138139022121,280.4805,0.0581167085295493,0.000522655095796467,0.0228117935697604,0.07776,3.40876309274865,1214.55322401495,4.84986298546599
"12181",-78.199079178923,-0.34116041087091,3940.15707702428,1127.08241031375,"2021-07-09","EOS_1",NA,1.25,NA,NA,NA,NA,NA,"COLM",NA,NA,1127.08241031375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,NA,NA,NA
"12671",-78.1993468341027,-0.34080041087091,3943.78678619765,1178.97074291889,"2021-07-09","EOS_2","old",0.16,588.083333333333,880.552538908906,6.9375,7.406,625.8254,"COLM",NA,NA,1178.97074291889,0.61764166899182,0.00996922473249665,0.607672444259323,0.0264398047260884,1.08403199376963e-05,0.000130083839252355,280.556,0.0579830375773243,0.000612685331428361,0.0279827004557141,0.165888,5.92823413389059,1208.96929904773,8.41506274703777
"13141",-78.1995791741571,-0.34052041087091,3946.70593959208,1221.27634202021,"2021-07-09","EOS_1",NA,0.175,NA,NA,NA,NA,NA,"COLM",NA,NA,1221.27634202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18144,NA,NA,NA
"13641",-78.1995077159309,-0.34009041087091,3950.02775687737,1271.18978852775,"2021-07-09","EOS_2","old",-0.665,469.75,703.492630575442,6.941,7.481,625.8904,"COLM",NA,NA,1271.18978852775,0.61770581900632,0.00997162006640239,0.607734198939918,0.0264421612461127,1.08412861109062e-05,0.000130095433330874,280.631,0.0578506272337515,0.000488369879197333,0.0207264014151994,-0.689472,-33.2653983770857,1203.45096383641,-47.1119741645323
