lat_fit,lon_fit,Date,EOS_no,Flux_ave,Point,VaisalaType,CO2_ppm_ave,WaterTemp_c,AirTemp_c,AirTemp_c_1,adjusted_ppm,whoKnows,K600_effective,ele_fit,dist,slope50m,Wetland,FlowAccu,CatchmentSize_m2,CatchmentSize_km2
-0.329317413,-78.20184918,6/23/2021 0:00,EOS_1,0.93,7,old,1264.25,8.904,6.754,627.6564,1898.671121,NA,NA,4082.058608,91.6882921,-0.243600852,GAVI_Trib1,94,14687.5,0.0146875
-0.329460713,-78.20194027,6/23/2021 0:00,EOS_1,1.015,6,old,3024.461538,9.226,6.755,627.5004,4547.469922,NA,NA,4080.116025,110.8084104,-0.217263559,GAVI_Trib1,109,17031.25,0.01703125
-0.330493313,-78.20227466,6/23/2021 0:00,EOS_1,1.335,1,old,3367.384615,10.2605,6.758,627.0324,5081.829689,NA,NA,4073.205639,238.1901715,-0.04497947,GAVI_Trib1,182,28437.5,0.0284375
-0.329971913,-78.20203173,6/23/2021 0:00,EOS_1,1.34,3,old,1606.461538,9.87725,6.756,627.1734,2421.122657,NA,NA,4075.916432,171.9825446,-0.077618063,GAVI_Trib1,121,18906.25,0.01890625
-0.331215773,-78.20318554,6/23/2021 0:00,EOS_1,2.28,1,old,924.7272727,11.2285,6.786,627.3194,1399.394496,NA,NA,4063.573561,74.94060768,-0.092194522,GAVI_Trib2,7681,1200156.25,1.20015625
-0.330963273,-78.20316861,6/23/2021 0:00,EOS_1,2.59,2,old,961.5535714,11.4305,6.783,627.1874,1456.226366,NA,NA,4066.646854,46.7681834,-0.069849753,GAVI_Trib2,1147,179218.75,0.17921875
-0.325100711,-78.19961798,6/29/2021 0:00,EOS_2,0.105,NA,old,488.0076336,8.42425,7.21,626.9254,732.2979147,5.322114706,7.324564616,4131.933789,102.5957333,-0.080285831,GAVI,2787,435468.75,0.43546875
-0.327118239,-78.20095407,6/29/2021 0:00,EOS_1,0.105,2,new,906.3513333,8.2825,7.204,626.9789,1010.399697,NA,NA,4108.997299,11.47265193,-0.121260087,GAVI_Trib3,55,8593.75,0.00859375
-0.325621711,-78.19970624,6/29/2021 0:00,EOS_2,0.16,NA,old,218.4488136,8.693961864,7.224762712,626.8258576,328.1115887,33.26764142,45.41318744,4115.551479,161.9119878,-0.302172249,GAVI,2926,457187.5,0.4571875
-0.328979313,-78.20158192,6/29/2021 0:00,EOS_1,0.205,3,new,3594.894615,8.9405,7.248,626.8924,4015.928634,NA,NA,4094.147599,42.33414533,-0.163903771,GAVI_Trib1,57,8906.25,0.00890625
-0.329209813,-78.20173101,6/29/2021 0:00,EOS_1,0.345,1,new,1572.18,8.94075,7.255,627.2314,1755.510185,NA,NA,4088.244061,73.89428625,-0.214118625,GAVI_Trib1,70,10937.5,0.0109375
-0.325347711,-78.19968867,6/29/2021 0:00,EOS_2,0.54,NA,old,401.7448598,8.610941589,7.218738318,626.9314654,603.2049531,36.48844682,49.9347939,4122.520919,131.2083596,-0.261886504,GAVI,2903,453593.75,0.45359375
-0.326028711,-78.19981325,6/29/2021 0:00,EOS_2,0.61,NA,old,607.0784884,8.75275,7.232,626.7564,912.0652302,23.71629962,32.31744985,4110.967611,209.8900981,-0.100180571,GAVI,3002,469062.5,0.4690625
-0.327339039,-78.20077071,6/29/2021 0:00,EOS_1,0.905,1,new,2151.687333,8.42425,7.21,626.9254,2399.888007,NA,NA,4106.817377,43.70607485,-0.081164342,GAVI_Trib3,71,11093.75,0.01109375
-0.329106913,-78.20162978,6/29/2021 0:00,EOS_1,1.15,2,new,5048.395455,8.908,7.25,626.9794,5638.4541,NA,NA,4091.655974,57.79782241,-0.171374415,GAVI_Trib1,60,9375,0.009375
-0.324359711,-78.19960236,6/29/2021 0:00,EOS_2,1.22,NA,old,615.4989744,8.178352564,7.200512821,626.9800667,922.8448464,44.93255244,62.30055719,4140.191773,19.106936,-0.555014309,GAVI,1997,312031.25,0.31203125
-0.328625413,-78.20152703,6/29/2021 0:00,EOS_1,1.26,5,new,2396.544615,8.90575,7.239,626.7964,2677.298043,NA,NA,4101.086326,0,NA,GAVI_Trib1,34,5312.5,0.0053125
-0.328625413,-78.20152703,6/29/2021 0:00,EOS_1,1.675,6,new,10000,8.83075,7.235,626.7744,11169.32765,NA,NA,4101.086326,0,NA,GAVI_Trib1,34,5312.5,0.0053125
-0.325738711,-78.1997043,6/29/2021 0:00,EOS_2,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,4113.203688,174.9453207,-0.252016049,GAVI,2933,458281.25,0.45828125
-0.324821711,-78.19962914,6/29/2021 0:00,EOS_2,2.605,NA,old,417.4536752,8.312653846,7.205076923,626.9834769,626.1703207,163.039831,225.1426289,4135.922456,71.25378084,-0.068276008,GAVI,2780,434375,0.434375
-0.328829913,-78.20159759,6/29/2021 0:00,EOS_1,3.005,4,new,10000,8.9875,7.248,626.7674,11174.65238,NA,NA,4098.724497,25.57649902,-0.092343717,GAVI_Trib1,52,8125,0.008125
-0.325404711,-78.19970056,6/30/2021 0:00,EOS_2,0.015,NA,old,372.8846154,8.387423077,6.799307692,626.2721692,559.8279156,1.11506687,1.536322,4121.711353,137.6898395,-0.259402388,GAVI,2911,454843.75,0.45484375
-0.324216711,-78.19960552,6/30/2021 0:00,EOS_2,0.09,NA,old,373.5968992,8.576145349,6.827534884,626.194214,561.2730498,6.76005114,9.260919503,4148.748203,3.043758344,-0.672915826,GAVI,1927,301093.75,0.30109375
-0.325780711,-78.19970834,6/30/2021 0:00,EOS_2,0.09,NA,old,627.3978495,8.235217742,6.759483871,626.1743355,941.5744961,3.245152711,4.491771049,4111.502335,179.6446348,-0.231993127,GAVI,2933,458281.25,0.45828125
-0.327111639,-78.20095874,6/30/2021 0:00,EOS_1,0.105,2,new,772.6536667,8.258125,6.762,626.1779,862.2236459,NA,NA,4109.03935,10.57274833,-0.127979954,GAVI_Trib3,31,4843.75,0.00484375
-0.326342711,-78.19987476,6/30/2021 0:00,EOS_2,0.145,NA,old,535.2198582,8.19325,6.739,626.2684,803.0591258,6.395099605,8.863026751,4108.094689,247.8121141,-0.067558,GAVI,3036,474375,0.474375
-0.324669711,-78.19965015,6/30/2021 0:00,EOS_2,0.235,NA,old,519.6016949,8.536220339,6.823711864,626.1039254,780.5918068,11.02089197,15.11626712,4135.948116,54.1434052,-0.242255107,GAVI,2030,317187.5,0.3171875
-0.327175439,-78.20091729,6/30/2021 0:00,EOS_1,0.255,1,new,500.774,8.12925,6.721,626.4174,558.4305673,NA,NA,4108.933292,19.04367862,-0.074974896,GAVI_Trib3,72,11250,0.01125
-0.325087711,-78.19961549,6/30/2021 0:00,EOS_2,0.295,NA,old,414.1914894,8.380611702,6.816489362,626.1454,621.9051847,18.74467579,25.83144866,4132.130382,101.1217373,-0.076410518,GAVI,2787,435468.75,0.43546875
-0.326101711,-78.19985739,6/30/2021 0:00,EOS_2,0.43,NA,old,521.4201681,8.12925,6.721,626.4174,782.0848506,19.55230632,27.15034519,4109.616035,219.3833764,-0.099231679,GAVI,3002,469062.5,0.4690625
-0.327227939,-78.200883,6/30/2021 0:00,EOS_1,0.465,1,new,854.5613333,8.19325,6.739,626.2684,953.3252074,NA,NA,4108.933102,26.02592192,-0.054400195,GAVI_Trib3,75,11718.75,0.01171875
-0.317135145,-78.19221589,7/5/2021 0:00,EOS2,0.055,NA,old,755.0769231,9.31775,6.669,627.5174,1135.615754,1.694153448,2.269700807,4314.845122,42.12155203,-0.178442174,ANTE,106,16562.5,0.0165625
-0.315145413,-78.19359638,7/5/2021 0:00,EOS1,0.08,NA,new,247.6284615,9.09625,6.667,627.6114,276.4901098,28.87376885,38.94080876,4275.687063,375.1796192,-0.200443022,ANTE,469,73281.25,0.07328125
-0.317504145,-78.19214109,7/5/2021 0:00,EOS2,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4322.593278,0,-0.241082796,ANTE,32,5000,0.005
-0.317253145,-78.19220306,7/5/2021 0:00,EOS2,0.085,NA,old,850.0769231,9.78275,6.673,627.5504,1280.324636,2.338176973,3.0892933,4316.716075,28.90388363,-0.198872776,ANTE,103,16093.75,0.01609375
-0.314820413,-78.19391905,7/5/2021 0:00,EOS1,0.093333333,NA,new,786.91,9.54075,6.67,627.5644,879.8453469,4.016116038,5.344711139,4268.199467,426.3215538,-0.152465283,ANTE,768,120000,0.12
-0.314734413,-78.19405211,7/5/2021 0:00,EOS1,0.11,NA,new,354.3230769,10.32225,6.677,627.4854,397.1326203,17.54057214,22.80696583,4267.193224,443.9671375,-0.157249733,ANTE,770,120312.5,0.1203125
-0.315026413,-78.19369663,7/5/2021 0:00,EOS1,0.223333333,NA,new,462.8484615,9.78275,6.673,627.5504,517.8939636,20.9569234,27.68912866,4275.542664,392.5013554,-0.100362764,ANTE,478,74687.5,0.0746875
-0.314887413,-78.19383481,7/5/2021 0:00,EOS1,0.373333333,NA,new,1093.986923,10.0475,6.674,627.4884,1225.158358,11.01326683,14.43701657,4272.298126,414.3369614,-0.118193081,ANTE,494,77187.5,0.0771875
-0.317380145,-78.19218118,7/5/2021 0:00,EOS2,1,NA,old,3554.461538,10.0475,6.674,627.4884,5358.245095,5.84779009,7.665722056,4319.310512,14.55628335,-0.220950298,ANTE,92,14375,0.014375
-0.317096145,-78.1922171,7/5/2021 0:00,EOS2,1.365,NA,old,7644.076923,9.09625,6.667,627.6114,11487.44689,3.442337154,4.642531895,4314.422195,46.46553906,-0.16981744,ANTE,106,16562.5,0.0165625
-0.315165413,-78.19357953,7/6/2021 0:00,EOS1,-0.01,NA,new,142.6653846,9.195,6.884,626.2784,159.6276011,7.549642946,10.15174148,4275.80655,372.2681579,-0.22653591,ANTE,449,70156.25,0.07015625
-0.315128413,-78.19361057,7/6/2021 0:00,EOS2,0.075,NA,old,375.2307692,9.195,6.884,626.2784,564.7833926,5.849630111,7.865793532,4275.676881,377.6445531,-0.17853581,ANTE,469,73281.25,0.07328125
-0.316121145,-78.1925583,7/6/2021 0:00,EOS2,0.11,NA,old,616.7692308,9.54875,6.899,626.5674,929.1173593,4.412464187,5.870773949,4306.77104,174.6643894,-0.085238636,ANTE,295,46093.75,0.04609375
-0.346920411,-78.19975087,7/6/2021 0:00,EOS_1,0.22,NA,new,382.6647024,7.225892857,6.855928571,626.7452571,425.3827691,23.38724855,33.38098403,3899.002635,1002.255376,-2.50E-05,COLM,13311,2079843.75,2.07984375
-0.315761145,-78.19266507,7/6/2021 0:00,EOS1,0.235,NA,new,573.0938462,9.504,6.896,626.4104,641.7074803,15.50410719,20.65578956,4302.222193,221.7485368,-0.093343751,ANTE,359,56093.75,0.05609375
-0.316258145,-78.19236386,7/6/2021 0:00,EOS1,0.245,NA,new,710.9015385,9.573,6.9,626.6524,795.9173111,12.04457825,16.01367886,4309.072122,148.0300794,-0.0730451,ANTE,255,39843.75,0.03984375
-0.316536145,-78.1921692,7/6/2021 0:00,EOS2,0.255,NA,old,3250.846154,9.573,6.9,626.6524,4897.138265,1.590608939,2.114769003,4312.018482,110.1921652,-0.035180005,ANTE,205,32031.25,0.03203125
-0.3152581,-78.19309548,7/6/2021 0:00,EOS2,0.265,NA,old,347.9230769,9.337,6.89,626.4394,523.8349872,23.52669536,31.50114587,4296.348541,303.4471123,-0.123359072,ANTE,401,62656.25,0.06265625
-0.315590145,-78.19276832,7/6/2021 0:00,EOS2,0.285,NA,old,803.9230769,9.504,6.896,626.4104,1211.060862,8.220355254,10.95180304,4301.832308,244.16928,-0.055311292,ANTE,370,57812.5,0.0578125
-0.315412145,-78.19283657,7/6/2021 0:00,EOS1,0.285,NA,new,590.2884615,9.4355,6.894,626.2864,660.9367205,17.92795385,23.93401215,4301.504075,265.8126506,-0.024430333,ANTE,384,60000,0.06
-0.347530411,-78.19976445,7/6/2021 0:00,EOS_1,1.005,NA,new,415.1823077,7.28,6.857,626.7174,461.6225943,93.18352096,132.7826673,3898.480118,1070.935823,-0.010201458,COLM,13316,2080625,2.080625
-0.348310411,-78.19956692,7/6/2021 0:00,EOS_1,1.06,NA,new,441.1461538,7.381,6.86,626.5954,490.719886,89.58764106,127.2657045,3897.524449,1164.414129,-0.006826415,COLM,15111,2361093.75,2.36109375
-0.314707413,-78.19410084,7/6/2021 0:00,EOS1,1.075,NA,new,454.1584615,9.0615,6.879,626.3334,507.9159436,98.16964606,132.5354525,4267.13121,450.1685604,-0.147632112,ANTE,770,120312.5,0.1203125
-0.348860411,-78.1992679,7/6/2021 0:00,EOS_2,1.345,NA,old,684.0769231,7.431,6.862,626.4884,1023.722894,41.3909217,58.70916433,3896.007978,1236.194501,-0.026969901,COLM,15161,2368906.25,2.36890625
-0.347230411,-78.1997358,7/6/2021 0:00,EOS_2,1.485,NA,old,738.8461538,7.179,6.855,626.7694,1104.508009,40.97786551,58.57220894,3898.863434,1036.839049,-0.003134101,COLM,13313,2080156.25,2.08015625
-0.347920411,-78.19967273,7/6/2021 0:00,EOS_2,2.15,NA,old,660.6153846,7.3305,6.859,626.5684,988.2229178,68.62772534,97.64100815,3897.824605,1117.91863,-0.013867475,COLM,14325,2238281.25,2.23828125
-0.348780411,-78.1993405,7/6/2021 0:00,EOS_1,2.675,NA,new,431.8338462,7.431,6.862,626.4884,480.5024777,234.8710414,333.1426796,3896.44585,1223.971345,-0.020233079,COLM,15158,2368437.5,2.3684375
-0.345690411,-78.19973816,7/7/2021 0:00,EOS_1,0,NA,new,339.3461538,8.706653846,6.901153846,625.6825538,379.4457431,0,0,3906.473886,853.8253044,-0.095411666,COLM,13127,2051093.75,2.05109375
-0.346520411,-78.19994467,7/7/2021 0:00,EOS_2,0.08,NA,old,894.6923077,8.779,6.919,625.9324,1345.33504,1.942443148,2.644812463,3899.003879,952.534841,-0.021938584,COLM,13289,2076406.25,2.07640625
-0.346350411,-78.19996523,7/7/2021 0:00,EOS_2,0.135,NA,old,556.3846154,8.9285,6.914,625.8624,837.0769991,5.933639422,8.042900085,3899.004359,933.2268754,-0.065327233,COLM,13277,2074531.25,2.07453125
-0.345230411,-78.19954955,7/7/2021 0:00,EOS_2,0.33,NA,old,828.5384615,8.7295,6.903,625.7264,1245.909568,8.74158572,11.92023383,3911.81946,795.2167193,-0.105372295,COLM,12916,2018125,2.018125
-0.346540411,-78.1999367,7/7/2021 0:00,EOS_2,0.44,NA,old,837,8.68,6.899,625.6314,1258.550488,11.47914932,15.67662514,3899.003819,954.9547151,-0.017481252,COLM,13289,2076406.25,2.07640625
-0.342970411,-78.19773368,7/7/2021 0:00,EOS_1,0.485,NA,new,474.7253846,8.232,6.879,625.5334,530.1777115,38.71686374,53.59508687,3928.951287,432.8403863,-0.00447789,COLM,9609,1501406.25,1.50140625
-0.342140411,-78.19860447,7/7/2021 0:00,EOS_2,0.625,NA,old,674.4615385,8.182,6.877,625.5754,1012.611072,20.50362277,28.42584807,3930.64017,290.942333,-0.045650942,COLM,9590,1498437.5,1.4984375
-0.345870411,-78.19986573,7/7/2021 0:00,EOS_1,0.785,NA,new,343.7223077,8.829,6.907,625.6614,384.4902141,116.1729376,157.9418928,3903.086714,878.3681408,-0.120067063,COLM,13145,2053906.25,2.05390625
-0.344100411,-78.19821968,7/7/2021 0:00,EOS_1,1.185,NA,new,590.9453846,8.481,6.888,625.6324,660.3758055,69.57639141,95.59041774,3924.649622,580.5325716,-0.030521389,COLM,11179,1746718.75,1.74671875
-0.344320411,-78.19818622,7/7/2021 0:00,EOS_2,1.23,NA,old,892.3846154,8.531,6.893,625.6874,1341.127331,29.48990938,40.45477028,3923.855543,607.8024248,-0.029768475,COLM,11244,1756875,1.756875
-0.341940411,-78.19879954,7/7/2021 0:00,EOS_1,1.73,NA,new,327.4130769,8.082,6.875,625.6154,365.4537283,265.2889777,368.9087617,3931.937034,259.551666,-0.066586991,COLM,9584,1497500,1.4975
-0.346140411,-78.19993737,7/7/2021 0:00,EOS_1,1.81,NA,new,368.5723077,8.9285,6.914,625.8624,412.2980199,235.6625015,319.4346368,3899.527036,909.6432784,-0.11957304,COLM,13205,2063281.25,2.06328125
-0.343890411,-78.19826536,7/7/2021 0:00,EOS_2,1.95,NA,old,811.6153846,8.4315,6.885,625.6554,1219.396653,51.95599381,71.48880305,3925.455875,555.0581202,-0.032705167,COLM,10419,1627968.75,1.62796875
-0.343660411,-78.19807751,7/7/2021 0:00,EOS_1,2.105,NA,new,458.6861538,8.4315,6.885,625.6554,512.4857622,180.1327367,247.8534774,3926.42748,522.1127788,-0.038067721,COLM,10352,1617500,1.6175
-0.343410411,-78.19791545,7/7/2021 0:00,EOS_2,2.31,NA,old,833.1538462,8.382,6.882,625.6834,1251.527863,59.48565377,81.97186715,3927.779235,488.8557894,-0.023229651,COLM,9805,1532031.25,1.53203125
-0.342620411,-78.19784387,7/7/2021 0:00,EOS_2,2.45,NA,old,848.5384615,8.282,6.881,625.6254,1274.305635,61.35528786,84.804538,3929.159299,391.5225427,-0.000768147,COLM,9605,1500781.25,1.50078125
-0.341540411,-78.19868222,7/7/2021 0:00,EOS_2,2.47,NA,old,561,8.082,6.875,625.6154,841.9661478,101.5777006,141.2531499,3935.445718,208.1086889,-0.089079186,COLM,9573,1495781.25,1.49578125
-0.344560411,-78.19852276,7/7/2021 0:00,EOS_2,4.315,NA,old,877.7692308,8.581,6.897,625.6534,1319.413204,105.7951018,144.912559,3922.706844,654.3711052,-0.024867126,COLM,11562,1806562.5,1.8065625
-0.340090411,-78.19950772,7/9/2021 0:00,EOS_2,-0.665,NA,old,468.6923077,7.481,6.941,625.8904,701.9086418,-33.36781096,-47.25701553,3948.605975,1.463504132,-0.028262695,COLM,6883,1075468.75,1.07546875
-0.341450411,-78.19878283,7/9/2021 0:00,EOS_2,0.075,NA,old,509.4615385,7.3305,6.933,626.0694,762.4710837,3.331587167,4.740059912,3936.661953,193.670567,-0.087995411,COLM,9572,1495625,1.495625
-0.340800411,-78.19934683,7/9/2021 0:00,EOS_2,0.16,NA,old,591,7.381,6.936,625.7924,884.877381,5.88124862,8.354737774,3944.615601,94.15681054,-0.05067604,COLM,8975,1402343.75,1.40234375
-0.340520411,-78.19957917,7/9/2021 0:00,EOS_1,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,3946.810428,51.02666786,-0.036774976,COLM,8853,1383281.25,1.38328125
-0.341780411,-78.19879791,7/9/2021 0:00,EOS_1,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933.003971,240.2440575,-0.078191673,COLM,9581,1497031.25,1.49703125
-0.341160411,-78.19907918,7/9/2021 0:00,EOS_1,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3940.960859,145.2527314,-0.072324572,COLM,9539,1490468.75,1.49046875
