"","lon_fit","lat_fit","ele_fit","dist","slope","ante_slope","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","Wetland","dist_ANTE","dist_GAVI","dist_COLM","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"2849",-78.1922030637479,-0.317253145205021,4316.71607467126,28.9038836298245,0.112254132310851,0.109355379904379,"2021-07-05","EOS2","old",0.085,683.35,1029.21255297006,6.673,9.78275,627.5504,"ANTE",28.9038836298245,NA,NA,0.61934411168432,0.00978966881953987,0.60955444286478,0.0265467597860103,1.08841715122642e-05,0.00013061005814717,282.93275,0.0539625197194862,0.000666466832222275,0.0289161817378481,0.088128,3.04770528830403,1047.40532360723,4.02675059847198
"2976",-78.1921811778529,-0.317380145205021,4319.31051203683,14.5562833499395,0.118773892756191,0.11795688536747,"2021-07-05","EOS2","old",1,3097.73333333333,4671.7624651953,6.6755,10.184875,627.4869,"ANTE",14.5562833499395,NA,NA,0.61928144205477,0.00979135249011397,0.609490089564656,0.0265437199822988,1.08829251927425e-05,0.00013059510231291,283.334875,0.0533167618960887,0.00298899896390282,0.15240083809125,1.0368,6.80311219403673,1022.66444143342,8.88175084161822
"3101",-78.1921410916266,-0.317504145205021,4322.59327825943,0,0.145635509723475,0.136072451551346,"2021-07-05","EOS2","old",0.0833333333333333,651.883333333333,984.475405793992,6.68,10.56925,627.3064,"ANTE",0,NA,NA,0.61910330239912,0.00979438374134186,0.609308918657778,0.0265354031347239,1.08795152852368e-05,0.000130554183422842,283.71925,0.0527084143242944,0.000622681650968012,0.0259392584597366,0.0864,3.33085851833859,999.677972225834,4.29942742193615
"4105",-78.2037821124498,-0.331577,4056.93631016873,32.5934396867543,0.404227403823247,0.338920988095209,"2021-06-22","EOS_1","new",0.025,215.0745,239.807531791263,6.762,8.48775,627.3004,"GAVI",NA,32.5934396867543,NA,0.61909738085932,0.00984976515559441,0.609247615703725,0.0265249606477471,1.08752338655763e-05,0.000130502806386916,281.63775,0.0561088484531788,0.000161463893510482,0.00173719094536186,0.02592,14.9206395930189,1132.0848251544,20.4951593569523
"10310",-78.203596332036,-0.331489,4062.08065771238,55.4775244452286,0.172264820023464,0.196989805858215,"2021-06-22","EOS_1","new",0.75,210.532786885246,234.907999242723,6.759,8.645,627.1294,"GAVI",NA,55.4775244452286,NA,0.61892861697502,0.00984773414494848,0.609080882830072,0.0265179857689412,1.08723741652659e-05,0.000130468489983191,281.795,0.0558426675393766,0.000157414671648618,0.0015047466641981,0.7776,516.764727579174,1121.38356339681,706.470986054316
"28110",-78.2032739596144,-0.331311,4066.08643070465,96.4904166793711,0.000264669455315928,0.000264669455298408,"2021-06-22","EOS_1","new",0.17,258.966166666667,289.024034152774,6.7595,8.70675,627.0734,"GAVI",NA,96.4904166793711,NA,0.61887334927022,0.00984807262104739,0.609025276649173,0.0265155174387293,1.0871362149879e-05,0.000130456345798548,281.85675,0.0557385683071745,0.000193317430440474,0.00350378686017707,0.176256,50.3044297594897,1117.21357222527,68.6433873606805
"28710",-78.2032645352134,-0.331305,4066.08675986775,97.7340928498855,0.000264669455274237,0.000264669455291318,"2021-06-22","EOS_1","new",0.43,239.114814814815,266.909149893048,6.75816666666667,8.73666666666667,627.0269,"GAVI",NA,97.7340928498855,NA,0.61882745733677,0.00984717004093803,0.608980287295832,0.0265136850053524,1.08706108521945e-05,0.000130447330226334,281.886666666667,0.0556882204421053,0.000178364346927108,0.00266841338896072,0.445824,167.074562676226,1115.19980545961,227.777619754865
"5271",-78.202951423077,-0.331068,4068.85021922842,141.490297213318,0.114488298711488,0.120217969613588,"2021-06-22","EOS_1","new",0.26,260.178333333333,290.369017074705,6.756,8.67725,627.0284,"GAVI",NA,141.490297213318,NA,0.61882893772172,0.00984570350400594,0.608983234217714,0.0265140185432724,1.08707476027417e-05,0.0001304489712329,281.82725,0.0557882700022892,0.000194390221498356,0.00356717173409317,0.269568,75.5691119167629,1119.20345216535,103.210341202667
"5851",-78.2028858300362,-0.33101,4070.02782425875,151.237229349773,0.104742850907832,0.0851537884931465,"2021-06-22","EOS_1","new",1.315,262.050166666667,292.338105549204,6.752,8.554,627.0599,"GAVI",NA,151.237229349773,NA,0.61886002580567,0.00984299655774368,0.609017029247926,0.0265158688425445,1.08715062254432e-05,0.000130458074705319,281.704,0.0559965149005048,0.000196438981000456,0.00369470080250446,1.363392,369.012830233999,1127.56192775423,505.866643148984
"7311",-78.2027226234159,-0.330864,4071.87348151182,175.613977553647,0.0691807653319778,0.0734729945812664,"2021-06-22","EOS_1","new",0.25,270.791833333333,301.86363797338,6.748,8.3405,627.1434,"GAVI",NA,175.613977553647,NA,0.61894243390122,0.00984029026849232,0.609102143632728,0.0265199536095976,1.0873180979935e-05,0.00013047817175922,281.4905,0.0563595238040405,0.00020415469067922,0.00415237352187056,0.2592,62.42213005039,1142.21317833735,86.1264491278314
"8731",-78.2025528591991,-0.330722,4073.76409079525,200.253768058048,0.0795466250012013,0.0790583813838209,"2021-06-22","EOS_1","new",0.025,273.8465,305.114253336955,6.745,8.18675,627.1784,"GAVI",NA,200.253768058048,NA,0.61897697621672,0.00983826098263491,0.609138715234085,0.0265218301819027,1.08739503745801e-05,0.000130487404494961,281.33675,0.0566227418468647,0.000207316867205967,0.00435029483331862,0.02592,5.95821685497738,1152.9005755192,8.25917386356656
"10001",-78.2023933118452,-0.330601,4075.49853698737,222.545971737482,0.0756530331833875,0.0730974041909297,"2021-06-18","EOS_1","new",0.45,755.060625,840.413341086856,7.825,7.745,626.9584,"GAVI",NA,222.545971737482,NA,0.61875985309072,0.010593130880042,0.608166722210678,0.0263777288801793,1.08148688408735e-05,0.000129778426090482,280.895,0.0573875010047371,0.000578750657472197,0.0257653943795172,0.46656,18.1080092595401,1184.25173416791,25.4399994384272
"11251",-78.2022148533641,-0.330476,4077.26727436841,246.801166646722,0.0682707366659726,0.0616472397231188,"2021-06-18","EOS_1","new",0.505,658.354,732.863610699862,7.828,7.80175,626.9944,"GAVI",NA,246.801166646722,NA,0.61879538232952,0.0105952969720931,0.608200085357427,0.0263788942739702,1.08153466523278e-05,0.000129784159827933,280.95175,0.0572885445876445,0.000503816275658895,0.0214277555449931,0.523584,24.4348503463464,1180.17015516138,34.2693898563267
"13441",-78.2018864379987,-0.330257,4078.39040099733,290.742851439399,0.000148667788387496,0.000148667788440556,"2021-06-18","EOS_1","new",0.845,525.855833333333,585.653362124769,7.836,7.89225,626.8364,"GAVI",NA,290.742851439399,NA,0.61863944844812,0.0106010751281306,0.608038373319989,0.0263711296505249,1.08121631567152e-05,0.000129745957880583,281.04225,0.0571311727317255,0.000401508760709592,0.015526127630482,0.876096,56.4272058591086,1173.69431014668,78.9206075661089
"14771",-78.2017078403642,-0.330135,4078.39398054106,314.820318157801,0.000148667788424477,0.000148667788386399,"2021-06-18","EOS_1","new",2.665,386.165833333333,430.071888494669,7.841,7.9255,626.9214,"GAVI",NA,314.820318157801,NA,0.61872333692862,0.0106046878872571,0.608118649041363,0.0263741419611214,1.08133982040598e-05,0.000129760778448717,281.0755,0.0570734878401712,0.000294548432380799,0.009405006162903,2.763072,293.787367295795,1171.32525424181,410.484011351786
"17461",-78.2013594264059,-0.329866,4081.99746404391,363.841749402332,0.146554057499564,0.163937278873682,"2021-06-18","EOS_1","new",0.385,487.462166666667,543.183797321229,7.8475,8.0255,626.7359,"GAVI",NA,363.841749402332,NA,0.61854026265647,0.0106093860980092,0.607930876558461,0.0263653883623095,1.08098092285469e-05,0.000129717710742563,281.1755,0.0569004321316463,0.000370888713533838,0.013722734276446,0.399168,29.0880805500359,1164.23315347311,40.5190654631395
"18901",-78.201204451156,-0.329722,4085.89895794201,387.395767225179,0.130748978585177,0.101275049453258,"2021-06-18","EOS_1","new",0.245,408.220166666667,455.056506957745,7.857,8.0995,626.6184,"GAVI",NA,387.395767225179,NA,0.61842429916872,0.0106162560170019,0.607808043151718,0.0263591700391405,1.08072597160476e-05,0.000129687116592571,281.2495,0.0567727877481787,0.000310017917795276,0.0102378823011401,0.254016,24.8113811556235,1159.01666012996,34.4841999531172
"20781",-78.2010302394368,-0.329534,4088.15765750367,415.934918380717,0.0594427091082247,0.032787257202774,"2021-06-18","EOS_1","new",0.915,343.489,383.055564977515,7.868,8.15625,626.4404,"GAVI",NA,415.934918380717,NA,0.61824862682132,0.0106242155629074,0.607624411258412,0.0263501748906601,1.08035717051706e-05,0.000129642860462048,281.30625,0.056675137708759,0.000260516722742486,0.00741729416722099,0.948672,127.900010248001,1155.0343483728,177.456701116154
"22681",-78.2008767342562,-0.329343,4089.32582435257,443.217235952474,0.149092798875012,0.187692073300845,"2021-06-18","EOS_1","new",0.99,344.740666666667,384.592683561221,7.877,8.22725,626.3254,"GAVI",NA,443.217235952474,NA,0.61813513064182,0.0106307318342248,0.607504398807595,0.0263441267356,1.0801091961596e-05,0.000129613103539152,281.37725,0.0565532593985552,0.00026099963755469,0.00743033673965783,1.026432,138.140710975,1150.07421391705,191.253325228063
"24061",-78.2007795258703,-0.329206,4093.37111842648,461.919646341195,0.289503071859211,0.299041504289986,"2021-06-18","EOS_1","new",0.135,381.582333333333,425.864747842204,7.886,8.29475,626.1764,"GAVI",NA,461.919646341195,NA,0.61798807907012,0.0106372516313176,0.607350827438802,0.0263366237486987,1.07980157369665e-05,0.000129576188843598,281.44475,0.056437689059088,0.000288417866639343,0.00896465722106012,0.139968,15.6133130970342,1145.38133859095,21.5722028329577
"30431",-78.1998747633596,-0.326342710792542,4108.09468859688,836.387914255278,9.11929262579781e-05,9.11929263408292e-05,"2021-06-30","EOS_2","old",0.145,535.219858156028,803.059125768151,6.739,8.19325,626.2684,"GAVI",NA,836.387914255278,NA,0.61807887601372,0.00983420351916409,0.608244672494556,0.0264834713788512,1.0858223265329e-05,0.000130298679183948,281.34325,0.0566115832463195,0.000545549382601683,0.0235079997646258,0.150336,6.39509960461296,1152.44642358855,8.86302675093985
"3284",-78.19985738685,-0.326101710792542,4109.616035166,864.815200147689,0.164470543043592,0.139338472687247,"2021-06-30","EOS_2","old",0.43,521.420168067227,782.084850589294,6.721,8.12925,626.4174,"GAVI",NA,864.815200147689,NA,0.61822592758542,0.00982203999054798,0.608403887594872,0.0264921074742277,1.08617640644334e-05,0.0001303411687732,281.27925,0.0567215708813513,0.00053233297545518,0.0228016067564344,0.445824,19.5523063248248,1156.92705248553,27.150345193941
"3357",-78.1998132535558,-0.326028710792542,4110.96761050537,874.312020760739,0.0952298321982004,0.0493437139884444,"2021-06-29","EOS_2","old",0.61,607.078488372093,912.065230177518,7.232,8.75275,626.7564,"GAVI",NA,874.312020760739,NA,0.61856049458412,0.0101725607939531,0.608387933790167,0.026443131828509,1.08416840496887e-05,0.000130100208596264,281.90275,0.0556611764174719,0.000609199484173836,0.0266672292994062,0.632448,23.7162996162516,1114.11894907939,32.3174498483845
"3611",-78.1997083434201,-0.325780710792542,4111.50233467722,904.538774940386,0.184273091401462,0.302989479426774,"2021-06-30","EOS_2","old",0.09,627.397849462366,941.574496141941,6.75948387096774,8.23521774193548,626.174335483871,"GAVI",NA,904.538774940386,NA,0.617986041551049,0.00984806170230326,0.608137979848746,0.0264768881641789,1.08555241473133e-05,0.00013026628976776,281.385217741935,0.0565396022058553,0.000638834969508527,0.0287542708469,0.093312,3.24515271129054,1149.51911148473,4.49177104878647
"3659",-78.199704301023,-0.325738710792542,4113.20368755591,909.237165252088,0.297828419573168,0.190464700964769,"2021-06-29","EOS_2",NA,1.91,NA,NA,NA,NA,NA,"GAVI",NA,909.237165252088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.980288,NA,NA,NA
"3777",-78.1997062434632,-0.325621710792542,4115.55147910209,922.270492285736,0.186771230514274,0.277314613836645,"2021-06-29","EOS_2","old",0.16,218.448813559322,328.11158874619,7.22476271186441,8.69396186440678,626.825857627119,"GAVI",NA,922.270492285736,NA,0.618629043934686,0.0101675203083433,0.608461523626343,0.026447013013051,1.08432753353509e-05,0.000130119304024211,281.843961864407,0.055760107082501,0.000219546447881965,0.00498646711759057,0.165888,33.267641415864,1118.07566985848,45.4131874357103
"3998",-78.1997005589463,-0.325404710792542,4121.71135296702,946.494009697775,0.0910438134252195,0.244476103065089,"2021-06-30","EOS_2","old",0.015,372.884615384615,559.827915602014,6.79930769230769,8.38742307692308,626.272169230769,"GAVI",NA,946.494009697775,NA,0.618082595955389,0.00987505350531402,0.608207542450075,0.0264761498893804,1.0855221454646e-05,0.000130262657455752,281.537423076923,0.0562794931007494,0.000378081975764765,0.0139471456150046,0.015552,1.11506686954418,1138.97430121131,1.53632200049358
"4053",-78.1996886725178,-0.325347710792542,4122.52091904042,952.977265603055,0.332244852818621,0.524118725245194,"2021-06-29","EOS_2","old",0.54,401.744859813084,603.204953140734,7.21873831775701,8.61094158878505,626.931465420561,"GAVI",NA,952.977265603055,NA,0.618733270726696,0.0101633262367489,0.608569944489947,0.0264522939460879,1.0845440517896e-05,0.000130145286214752,281.760941588785,0.0559001865330466,0.000404631232778696,0.0153438156136243,0.559872,36.4884468178092,1123.69130132666,49.9347938953753
"4306",-78.1996179802688,-0.325100710792542,4131.93378882584,981.588850603897,0.143656533034582,0.179440610425561,"2021-06-29","EOS_2","old",0.105,488.007633587786,732.297914654769,7.21,8.42425,626.9254,"GAVI",NA,981.588850603897,NA,0.61872728462182,0.0101572454952909,0.608570039126529,0.0264531225302216,1.08457802373909e-05,0.00013014936284869,281.57425,0.0562167803710289,0.000494009172411715,0.0204550270000489,0.108864,5.32211470558018,1136.43975720904,7.32456461644048
"4319",-78.1996154875771,-0.325087710792542,4132.13038244278,983.062392832524,0.15688200272181,0.189400332830994,"2021-06-30","EOS_2","old",0.295,414.191489361702,621.905184736924,6.81648936170213,8.38061170212766,626.1454,"GAVI",NA,983.062392832524,NA,0.61795748444782,0.00988671905431659,0.608070765393503,0.0264685712993826,1.08521142327469e-05,0.000130225370792962,281.530611702128,0.0562911016842097,0.000420092735903561,0.0163169533243746,0.305856,18.7446757933116,1139.44379818587,25.8314486564281
"4587",-78.1996291354391,-0.324821710792542,4135.92245622907,1012.9308143297,0.00507114121564392,0.00219158670028119,"2021-06-29","EOS_2","old",2.605,417.453675213675,626.17032073756,7.20507692307692,8.31265384615385,626.983476923077,"GAVI",NA,1012.9308143297,NA,0.618784602090397,0.0101538210833238,0.608630781007073,0.0264562274054672,1.08470532362415e-05,0.000130164638834898,281.462653846154,0.0564070838684073,0.000423845301573012,0.0165656697735982,2.700864,163.039830982539,1144.14030048492,225.142628891518
"4738",-78.1996501458136,-0.324669710792542,4135.94811642437,1030.0389196911,0.000536826824392774,0.000536826824359081,"2021-06-30","EOS_2","old",0.235,519.601694915254,780.591806797384,6.82371186440678,8.53622033898305,626.103925423729,"GAVI",NA,1030.0389196911,NA,0.61791655222214,0.00989162642589424,0.608024925796246,0.0264658931979546,1.08510162111614e-05,0.000130212194533937,281.686220338983,0.056026634824761,0.000524807185279649,0.0221078294501899,0.243648,11.0208919672079,1128.77368318567,15.1162671211731
"5047",-78.199602358005,-0.324359710792542,4140.19177335653,1065.07538469497,0.418766977254276,0.489654884281038,"2021-06-29","EOS_2","old",1.22,615.498974358974,922.844846359169,7.20051282051282,8.17835256410256,626.980066666667,"GAVI",NA,1065.07538469497,NA,0.618781236428887,0.0101506472782818,0.608630589150605,0.0264566497726561,1.0847226406789e-05,0.000130166716881468,281.328352564103,0.0566371618103172,0.000627207754668739,0.0281509936835257,1.264896,44.9325524427308,1153.48760538806,62.3005571859292
"5194",-78.1996055164438,-0.324216710792542,4148.74820308681,1081.14777659649,0.631441300693377,0.666439530470282,"2021-06-30","EOS_2","old",0.09,373.596899224806,561.273049775638,6.82753488372093,8.57614534883721,626.194213953488,"GAVI",NA,1081.14777659649,NA,0.618005660075882,0.00989422486884443,0.608111435207038,0.0264692973126864,1.08524118982014e-05,0.000130228942778417,281.726145348837,0.0559590271668423,0.000376899526084936,0.0138034458725103,0.093312,6.76005113953695,1126.05474817449,9.26091950301015
"28102",-78.199267904201,-0.34886041087091,3896.00797814096,36.5314674677632,0.039972093835395,0.0367369093426857,"2021-07-06","EOS_2","old",1.345,679.154761904762,1016.35686675393,6.862,7.431,626.4884,"COLM",NA,NA,36.5314674677632,0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000706638689873584,0.0333941408775702,1.394496,41.7587026751942,1207.12669082699,59.2308273590732
"43100",-78.1993404955148,-0.34878041087091,3896.44585046931,48.5807923602655,0.0330671508585127,0.0303692706713453,"2021-07-06","EOS_1","new",2.675,429.518333333333,477.926001487956,6.862,7.431,626.4884,"COLM",NA,NA,48.5807923602655,0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.00033228584820467,0.0117045642599721,2.77344,236.953716379239,1207.12669082699,336.096759904532
"12310",-78.1995669193551,-0.34831041087091,3897.52444886698,108.27142874189,0.00789991228258721,0.00549629195160497,"2021-07-06","EOS_1","new",1.06,432.023333333333,480.571889920504,6.86,7.381,626.5954,"COLM",NA,NA,108.27142874189,0.61840159993282,0.0099163151666638,0.608485284766156,0.0264824990728619,1.08578246198734e-05,0.000130293895438481,280.531,0.058027257435367,0.000334635225271415,0.0118573669509009,1.099008,92.6856699763769,1210.81507558377,131.666677969424
"17312",-78.199672732881,-0.34792041087091,3897.82460538597,154.473519176267,0.0099977826199731,0.0100637246980309,"2021-07-06","EOS_2","old",2.15,637.111111111111,953.062577445619,6.859,7.3305,626.5684,"COLM",NA,NA,154.473519176267,0.61837495300372,0.00991563408555936,0.608459318918161,0.0264814635603964,1.08574000597625e-05,0.00013028880071715,280.4805,0.0581167085295493,0.000664666320285936,0.0310562625495227,2.22912,71.77682750606,1214.55322401495,102.1214350966
"22412",-78.1997644462745,-0.34753041087091,3898.4801182177,201.432165576137,0.0169313245709023,0.014882404177597,"2021-07-06","EOS_1","new",1.005,416.085333333333,462.708193083796,6.858,7.30525,626.6429,"COLM",NA,NA,201.432165576137,0.61844847878957,0.00991495304574755,0.608533525743822,0.0264847877871904,1.08587629927481e-05,0.000130305155912977,280.45525,0.0581614978717253,0.000322941619047277,0.0112040252406023,1.041984,93.0008615317961,1216.42716213344,132.420249285253
"27212",-78.1997358016662,-0.34723041087091,3898.86343389416,235.472070312985,0.00770482622397133,0.00680418064310898,"2021-07-06","EOS_2","old",1.485,695.757894736842,1040.09496836644,6.855,7.179,626.7694,"COLM",NA,NA,235.472070312985,0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000728724871674153,0.0349377161323007,1.539648,44.068364233361,1225.84565139997,62.989650765635
