,lon_fit,lat_fit,lon_dist,lat_dist,dist_old,dist,lon,lat,ele,time,lat_wypt,lon_wypt,ele_wypt,Date,EOS_no,Flux_ave,Tract,Point,CO2_ppm_ave,adjusted_ppm,DOC,TDN,ele_fit
135,-78.19235438,-0.316244145,-78.19234391,-0.316254145,150.4477624,305.826077,-78.19236523,-0.316249374,4308.29,7/12/2021 12:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.963853
136,-78.19236699,-0.316234145,-78.19235438,-0.316244145,152.2391347,304.0347047,-78.19236539,-0.316223055,4307.8,7/12/2021 12:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.805735
137,-78.19236699,-0.316234145,-78.19235438,-0.316244145,152.2391347,304.0347047,-78.19236087,-0.316217942,4310.21,7/12/2021 12:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.805735
138,-78.19236699,-0.316234145,-78.19235438,-0.316244145,152.2391347,304.0347047,-78.19237537,-0.31623261,4307.8,7/12/2021 12:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.805735
139,-78.19238198,-0.316224145,-78.19236699,-0.316234145,154.2454998,302.0283396,-78.1923778,-0.316223307,4312.13,7/12/2021 12:22,-0.316223977,-78.19237696,4311.739746,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.631093
140,-78.19239921,-0.316214145,-78.19238198,-0.316224145,156.4629346,299.8109048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.433097
141,-78.19241816,-0.316204145,-78.19239921,-0.316214145,158.8483654,297.425474,-78.19240194,-0.316187767,4308.29,7/12/2021 12:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4308.2149
142,-78.19243832,-0.316194145,-78.19241816,-0.316204145,161.3531623,294.9206771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307.980749
143,-78.19245916,-0.316184145,-78.19243832,-0.316194145,163.9264107,292.3474287,-78.19244024,-0.316166058,4311.17,7/12/2021 12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307.735687
144,-78.19248017,-0.316174145,-78.19245916,-0.316184145,166.5161237,289.7577157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307.485342
145,-78.19250081,-0.316164145,-78.19248017,-0.316174145,169.0700783,287.203761,-78.19250436,-0.316155497,4308.77,7/12/2021 12:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307.235696
146,-78.19250081,-0.316164145,-78.19248017,-0.316174145,169.0700783,287.203761,-78.19247151,-0.316125238,4310.21,7/12/2021 12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307.235696
147,-78.19252059,-0.316154145,-78.19250081,-0.316164145,171.5365747,284.7372647,-78.19253772,-0.316164717,4307.8,7/12/2021 12:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306.992831
148,-78.19253896,-0.316144145,-78.19252059,-0.316154145,173.8653687,282.4084706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306.762651
149,-78.19255546,-0.316134145,-78.19253896,-0.316144145,176.0127651,280.2610742,NA,NA,NA,NA,NA,NA,NA,7/6/2021,EOS1,0.245,1,1,624.0088333,940.0191184,NA,NA,4306.550238
150,-78.19255546,-0.316134145,-78.19253896,-0.316144145,176.0127651,280.2610742,NA,NA,NA,NA,NA,NA,NA,7/6/2021,EOS2,0.11,1,7,611.4166667,921.0541162,NA,NA,4306.550238
151,-78.19257022,-0.316124145,-78.19255546,-0.316134145,177.997809,278.2760304,-78.19258718,-0.316144684,4304.92,7/12/2021 12:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306.354211
152,-78.19258378,-0.316114145,-78.19257022,-0.316124145,179.8727569,276.4010825,-78.19260905,-0.316139907,4303.48,7/12/2021 12:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306.169728
153,-78.19258378,-0.316114145,-78.19257022,-0.316124145,179.8727569,276.4010825,-78.19260302,-0.316133033,4304.92,7/12/2021 12:18,-0.316130016,-78.19260797,4303.749023,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306.169728
154,-78.19259624,-0.316104145,-78.19258378,-0.316114145,181.651281,274.6225584,-78.19261467,-0.316123227,4302.52,7/12/2021 12:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.995658
155,-78.19260765,-0.316094145,-78.19259624,-0.316104145,183.3401827,272.9336567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.831469
156,-78.19261805,-0.316084145,-78.19260765,-0.316094145,184.9463747,271.3274647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.676561
157,-78.19262748,-0.316074145,-78.19261805,-0.316084145,186.4768555,269.7969839,-78.19262615,-0.316068241,4305.88,7/12/2021 12:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.530282
158,-78.19263599,-0.316064145,-78.19262748,-0.316074145,187.9386735,268.3351659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.391953
159,-78.19264362,-0.316054145,-78.19263599,-0.316064145,189.3388775,266.9349619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.260881
160,-78.19265041,-0.316044145,-78.19264362,-0.316054145,190.6844558,265.5893836,-78.19264267,-0.316036642,4308.77,7/12/2021 12:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.136373
161,-78.19265041,-0.316044145,-78.19264362,-0.316054145,190.6844558,265.5893836,-78.19265725,-0.3160467,4307.8,7/12/2021 12:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.136373
162,-78.19265641,-0.316034145,-78.19265041,-0.316044145,191.9822636,264.2915758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305.017756
163,-78.19266165,-0.316024145,-78.19265641,-0.316034145,193.2389414,263.034898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.904384
164,-78.19266617,-0.316014145,-78.19266165,-0.316024145,194.4608304,261.813009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.795653
165,-78.19267003,-0.316004145,-78.19266617,-0.316014145,195.6538882,260.6199511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.691009
166,-78.19267325,-0.315994145,-78.19267003,-0.316004145,196.8236134,259.450226,-78.19266773,-0.31599557,4305.88,7/12/2021 12:14,-0.315990038,-78.19266697,4303.527344,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.58996
167,-78.19267325,-0.315994145,-78.19267003,-0.316004145,196.8236134,259.450226,-78.19266739,-0.31599557,4306.84,7/12/2021 12:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.58996
168,-78.1926759,-0.315984145,-78.19267325,-0.315994145,197.9749818,258.2988576,-78.19266597,-0.315984758,4306.84,7/12/2021 12:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.488003
169,-78.19267799,-0.315974145,-78.1926759,-0.315984145,199.1124014,257.161438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.381755
170,-78.19267959,-0.315964145,-78.19267799,-0.315974145,200.2396868,256.0341526,-78.19267795,-0.315967994,4299.15,7/12/2021 12:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.272363
171,-78.19268073,-0.315954145,-78.19267959,-0.315964145,201.3600532,254.9137862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.160908
172,-78.19268145,-0.315944145,-78.19268073,-0.315954145,202.4761297,253.7977097,-78.19268768,-0.315945866,4304.92,7/12/2021 12:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.048446
173,-78.19268179,-0.315934145,-78.19268145,-0.315944145,203.589988,252.6838514,-78.19269581,-0.315931365,4303.48,7/12/2021 12:10,-0.315937987,-78.19269002,4303.940918,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.936051
174,-78.19268179,-0.315934145,-78.19268145,-0.315944145,203.589988,252.6838514,-78.1926881,-0.315939244,4303.48,7/12/2021 12:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.936051
175,-78.1926818,-0.315924145,-78.19268179,-0.315934145,204.7031838,251.5706556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.824827
176,-78.19268153,-0.315914145,-78.1926818,-0.315924145,205.8168068,250.4570325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.715929
177,-78.192681,-0.315904145,-78.19268153,-0.315914145,206.9315368,249.3423026,-78.19267561,-0.315905381,4304.44,7/12/2021 12:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.610559
178,-78.19268027,-0.315894145,-78.192681,-0.315904145,208.0477025,248.2261369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.509968
179,-78.19267938,-0.315884145,-78.19268027,-0.315894145,209.1653425,247.1084969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.415445
180,-78.19267836,-0.315874145,-78.19267938,-0.315884145,210.2842658,245.9895736,-78.19268717,-0.3158742,4304.92,7/12/2021 12:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.328307
181,-78.19267836,-0.315874145,-78.19267938,-0.315884145,210.2842658,245.9895736,-78.19268256,-0.315878643,4301.56,7/12/2021 12:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.328307
182,-78.19267727,-0.315864145,-78.19267836,-0.315874145,211.4041119,244.8697275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.24653
183,-78.19267613,-0.315854145,-78.19267727,-0.315864145,212.5244105,243.7494288,-78.19269539,-0.315851234,4304.44,7/12/2021 12:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.167145
184,-78.19267501,-0.315844145,-78.19267613,-0.315854145,213.6446407,242.6291987,-78.19264493,-0.315846037,4298.19,7/12/2021 12:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.090066
185,-78.19267393,-0.315834145,-78.19267501,-0.315844145,214.7642886,241.5095508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303.015203
186,-78.19267294,-0.315824145,-78.19267393,-0.315834145,215.8829071,240.3909323,-78.19264778,-0.315827597,4303.96,7/12/2021 12:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.942455
187,-78.19267294,-0.315824145,-78.19267393,-0.315834145,215.8829071,240.3909323,-78.19266974,-0.315823657,4303.96,7/12/2021 12:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.942455
188,-78.19267209,-0.315814145,-78.19267294,-0.315824145,217.0001739,239.2736655,-78.19268558,-0.315817371,4301.56,7/12/2021 12:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.871715
189,-78.1926714,-0.315804145,-78.19267209,-0.315814145,218.1159519,238.1578875,-78.19266069,-0.315804044,4302.04,7/12/2021 12:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.802861
190,-78.19267094,-0.315794145,-78.1926714,-0.315804145,219.2303493,237.0434901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.735755
191,-78.19267073,-0.315784145,-78.19267094,-0.315794145,220.3437803,235.930059,-78.19266354,-0.315781496,4304.44,7/12/2021 12:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.670246
192,-78.19267083,-0.315774145,-78.19267073,-0.315784145,221.4570257,234.8168137,-78.19267158,-0.31577697,4300.6,7/12/2021 12:07,-0.315779988,-78.192672,4299.974121,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.606162
193,-78.19267127,-0.315764145,-78.19267083,-0.315774145,222.5712911,233.7025483,-78.19268156,-0.315766996,4301.08,7/12/2021 12:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.545586
194,-78.19267209,-0.315754145,-78.19267127,-0.315764145,223.6882618,232.5855776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.490327
195,-78.19267334,-0.315744145,-78.19267209,-0.315754145,224.8101511,231.4636883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.439793
196,-78.19267507,-0.315734145,-78.19267334,-0.315744145,225.9397381,230.3341012,-78.19268935,-0.315738581,4302.04,7/12/2021 12:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.393397
197,-78.1926773,-0.315724145,-78.19267507,-0.315734145,227.0803936,229.1934458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.350551
198,-78.19268009,-0.315714145,-78.1926773,-0.315724145,228.2360875,228.0377519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.310666
199,-78.19268348,-0.315704145,-78.19268009,-0.315714145,229.4113788,226.8624605,-78.19269623,-0.315711843,4303.96,7/12/2021 12:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.273136
200,-78.1926875,-0.315694145,-78.19268348,-0.315704145,230.6113847,225.6624547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.237328
201,-78.19269221,-0.315684145,-78.1926875,-0.315694145,231.8417294,224.43211,-78.19268977,-0.315684685,4303.48,7/12/2021 12:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.202563
202,-78.19269764,-0.315674145,-78.19269221,-0.315684145,233.1084783,223.1653611,-78.19268986,-0.315673789,4301.08,7/12/2021 12:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.168082
203,-78.19270382,-0.315664145,-78.19269764,-0.315674145,234.4168228,221.8570165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.133049
204,-78.19271066,-0.315654145,-78.19270382,-0.315664145,235.765994,220.5078453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.096643
205,-78.19271808,-0.315644145,-78.19271066,-0.315654145,237.1522627,219.1215767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.057961
206,-78.19272598,-0.315634145,-78.19271808,-0.315644145,238.5707122,217.7031272,-78.19271752,-0.315624084,4304.44,7/12/2021 12:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.015988
207,-78.19272598,-0.315634145,-78.19271808,-0.315644145,238.5707122,217.7031272,-78.19272967,-0.315634646,4302.52,7/12/2021 12:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.015988
208,-78.19273426,-0.315624145,-78.19272598,-0.315634145,240.0155511,216.2582883,-78.19272523,-0.315615367,4299.63,7/12/2021 12:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.969625
209,-78.19274281,-0.315614145,-78.19273426,-0.315624145,241.4803588,214.7934806,-78.19274073,-0.315613942,4302.04,7/12/2021 12:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.94023
210,-78.19274281,-0.315614145,-78.19273426,-0.315624145,241.4803588,214.7934806,-78.19274291,-0.315607907,4304.92,7/12/2021 12:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.94023
211,-78.19275154,-0.315604145,-78.19274281,-0.315614145,242.9582855,213.3155539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.938533
212,-78.19276036,-0.315594145,-78.19275154,-0.315604145,244.4422188,211.8316206,-78.19275054,-0.315590305,4300.6,7/12/2021 12:00,NA,NA,NA,7/6/2021,EOS1,0.235,1,2,533.348,803.4527609,NA,NA,4301.946454
213,-78.19276036,-0.315594145,-78.19275154,-0.315604145,244.4422188,211.8316206,-78.19276387,-0.315597681,4302.04,7/12/2021 12:03,-0.315596005,-78.192757,4300.027344,7/6/2021,EOS1,0.235,1,2,533.348,803.4527609,NA,NA,4301.946454
214,-78.19276915,-0.315584145,-78.19276036,-0.315594145,245.9249306,210.3489088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.945278
215,-78.19277784,-0.315574145,-78.19276915,-0.315584145,247.3992163,208.8746231,-78.1927808,-0.31557505,4300.11,7/12/2021 11:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.916559
216,-78.19277784,-0.315574145,-78.19276915,-0.315584145,247.3992163,208.8746231,-78.19278181,-0.315571781,4302.52,7/12/2021 11:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.916559
217,-78.19277784,-0.315574145,-78.19276915,-0.315584145,247.3992163,208.8746231,-78.19278457,-0.31557614,4301.08,7/12/2021 11:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.916559
218,-78.19277784,-0.315574145,-78.19276915,-0.315584145,247.3992163,208.8746231,-78.19277703,-0.315575302,4299.15,7/12/2021 12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.916559
219,-78.19278631,-0.315564145,-78.19277784,-0.315574145,248.8580347,207.4158047,-78.19279932,-0.315571195,4300.11,7/12/2021 11:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.874768
220,-78.19278631,-0.315564145,-78.19277784,-0.315574145,248.8580347,207.4158047,-78.1927917,-0.315569518,4301.08,7/12/2021 11:57,-0.315576978,-78.19279002,4301.435547,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.874768
221,-78.19278631,-0.315564145,-78.19277784,-0.315574145,248.8580347,207.4158047,-78.19278206,-0.315561639,4300.6,7/12/2021 11:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.874768
222,-78.19278631,-0.315564145,-78.19277784,-0.315574145,248.8580347,207.4158047,-78.19278616,-0.315570859,4301.56,7/12/2021 11:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.874768
223,-78.19279447,-0.315554145,-78.19278631,-0.315564145,250.2946608,205.9791785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.843454
224,-78.19280221,-0.315544145,-78.19279447,-0.315554145,251.7028623,204.5709771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.818673
225,-78.19280945,-0.315534145,-78.19280221,-0.315544145,253.0771122,203.1967272,-78.19281768,-0.315540265,4302.52,7/12/2021 11:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.796799
226,-78.19280945,-0.315534145,-78.19280221,-0.315544145,253.0771122,203.1967272,-78.19281433,-0.315532386,4303.48,7/12/2021 11:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.796799
227,-78.19281608,-0.315524145,-78.19280945,-0.315534145,254.4128559,201.8609835,-78.19280226,-0.315522077,4301.56,7/12/2021 11:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.774644
228,-78.19282201,-0.315514145,-78.19281608,-0.315524145,255.7068495,200.5669899,-78.19282916,-0.315521657,4300.6,7/12/2021 11:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.749523
229,-78.19282713,-0.315504145,-78.19282201,-0.315514145,256.9575891,199.3162503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.719267
230,-78.19283135,-0.315494145,-78.19282713,-0.315504145,258.1658459,198.1079934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.682157
231,-78.19283457,-0.315484145,-78.19283135,-0.315494145,259.3353019,196.9385375,-78.19282975,-0.315479329,4304.92,7/12/2021 11:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.636776
232,-78.19283457,-0.315484145,-78.19283135,-0.315494145,259.3353019,196.9385375,-78.192829,-0.315484693,4302.04,7/12/2021 11:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.636776
233,-78.19283669,-0.315474145,-78.19283457,-0.315484145,260.4732389,195.8006005,-78.19282707,-0.315472707,4301.08,7/12/2021 11:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.596969
234,-78.19283763,-0.315464145,-78.19283669,-0.315474145,261.591311,194.6825283,-78.1928471,-0.315469438,4303.96,7/12/2021 11:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.571172
235,-78.19283763,-0.315464145,-78.19283669,-0.315474145,261.591311,194.6825283,-78.19285498,-0.315470276,4303.96,7/12/2021 11:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.571172
236,-78.19283751,-0.315454145,-78.19283763,-0.315464145,262.7045906,193.5692488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.550866
237,-78.1928366,-0.315444145,-78.19283751,-0.315454145,263.8223728,192.4514666,-78.1928269,-0.315445801,4300.6,7/12/2021 11:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.528166
238,-78.19283518,-0.315434145,-78.1928366,-0.315444145,264.9466676,191.3271718,-78.19283897,-0.31543172,4303.96,7/12/2021 11:52,-0.315428032,-78.19283101,4303.679688,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.495184
239,-78.19283354,-0.315424145,-78.19283518,-0.315434145,266.0748066,190.1990328,-78.19282372,-0.315430379,4301.08,7/12/2021 11:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.443947
240,-78.19283354,-0.315424145,-78.19283518,-0.315434145,266.0748066,190.1990328,-78.19282657,-0.315428535,4300.11,7/12/2021 11:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.443947
241,-78.19283354,-0.315424145,-78.19283518,-0.315434145,266.0748066,190.1990328,-78.19281827,-0.315430462,4300.11,7/12/2021 11:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.443947
242,-78.19283194,-0.315414145,-78.19283354,-0.315424145,267.2020532,189.0717862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.383422
243,-78.19283068,-0.315404145,-78.19283194,-0.315414145,268.324122,187.9497173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.327359
244,-78.19283002,-0.315394145,-78.19283068,-0.315404145,269.4397237,186.8341157,-78.19282657,-0.315397019,4301.56,7/12/2021 11:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.274905
245,-78.19283025,-0.315384145,-78.19283002,-0.315394145,270.5532076,185.7206318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.224974
246,-78.19283164,-0.315374145,-78.19283025,-0.315384145,271.6771389,184.5967005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.176175
247,-78.19283448,-0.315364145,-78.19283164,-0.315374145,272.8342071,183.4396323,-78.19283444,-0.315365922,4300.11,7/12/2021 11:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.126707
248,-78.19283903,-0.315354145,-78.19283448,-0.315364145,274.0575156,182.2163238,-78.19284903,-0.315362904,4302.04,7/12/2021 11:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.074222
249,-78.19284559,-0.315344145,-78.19283903,-0.315354145,275.3886444,180.885195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301.015615
250,-78.19285442,-0.315334145,-78.19284559,-0.315344145,276.8740692,179.3997701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.946658
251,-78.19286582,-0.315324145,-78.19285442,-0.315334145,278.5614996,177.7123398,-78.19287065,-0.315317055,4298.67,7/12/2021 11:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.861326
252,-78.19288004,-0.315314145,-78.19286582,-0.315324145,280.4973879,175.7764515,-78.19288616,-0.315329125,4299.63,7/12/2021 11:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.750628
253,-78.19289739,-0.315304145,-78.19288004,-0.315314145,282.7258268,173.5480126,-78.192901,-0.3153018,4301.08,7/12/2021 11:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.600755
254,-78.19291812,-0.315294145,-78.19289739,-0.315304145,285.2883928,170.9854466,-78.19290695,-0.315289479,4299.15,7/12/2021 11:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.390335
255,-78.19291812,-0.315294145,-78.19289739,-0.315304145,285.2883928,170.9854466,-78.19290821,-0.315291742,4298.67,7/12/2021 11:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.390335
256,-78.19294253,-0.315284145,-78.19291812,-0.315294145,288.2244345,168.0494049,-78.19296998,-0.315282019,4299.63,7/12/2021 11:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.086525
257,-78.19294253,-0.315284145,-78.19291812,-0.315294145,288.2244345,168.0494049,-78.19293302,-0.315288389,4303,7/12/2021 11:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.086525
258,-78.19294207,-0.315274145,-78.19294253,-0.315284145,289.3387753,166.9350641,-78.19295104,-0.315276487,4300.6,7/12/2021 11:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4299.950653
259,-78.19302617,-0.3152651,-78.19294207,-0.315274145,298.7542446,157.5195948,-78.19303075,-0.315271122,4298.19,7/12/2021 11:40,-0.315270033,-78.19303502,4299.032715,NA,NA,NA,NA,NA,NA,NA,NA,NA,4298.215489
260,-78.19302617,-0.3152651,-78.19294207,-0.315274145,298.7542446,157.5195948,-78.19302304,-0.315285036,4298.19,7/12/2021 11:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4298.215489
261,-78.19302617,-0.3152651,-78.19294207,-0.315274145,298.7542446,157.5195948,-78.19302463,-0.31528227,4296.75,7/12/2021 11:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4298.215489
