"","lat_fit","lon_fit","ele_fit","dist","Date","Point","Flux_ave","CO2_ppm_ave","adjusted_ppm","DOC","TDN","WaterTemp_c","BaroPress_kpa","AirTemp_c","Total_hPa","VaisalaType","EOS_no"
"67",-0.331577993153572,-78.2037847846756,4053.48829213332,545.03151234551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",-0.331576993153572,-78.2037818180228,4053.78415841882,544.683014168483,"2021-06-22",1,0.025,428.596923076923,475.475311574154,3.747,0.1204,8.6585,62.4594,6.76,627.0824,"new","EOS1"
"69",-0.331575993153572,-78.2037788711585,4054.0942450084,544.336602679777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",-0.331574993153572,-78.203775943877,4054.41482697997,543.992254762483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",-0.331573993153572,-78.203773035974,4054.74230788479,543.649947485176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-0.331572993153572,-78.2037701472472,4055.07321556195,543.309658107366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",-0.331571993153572,-78.2037672774956,4055.40419807777,542.971364079536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",-0.331570993153572,-78.2037644265199,4055.73201978521,542.635043040544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",-0.331569993153572,-78.2037615941224,4056.05355750008,542.300672812334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",-0.331568993153572,-78.203758780107,4056.36579677147,541.968231412002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",-0.331567993153572,-78.2037559842793,4056.66582828744,541.637697035836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",-0.331566993153572,-78.2037532064461,4056.95084436498,541.309048064696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",-0.331565993153572,-78.2037504464162,4057.2181355455,540.982263066736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",-0.331564993153572,-78.2037477039997,4057.46508729808,540.657320790765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",-0.331563993153572,-78.2037449790081,4057.68917681143,540.33420016897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",-0.331562993153572,-78.2037422712548,4057.88796988616,540.01288031161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",-0.331561993153572,-78.2037395805544,4058.08456539075,539.693340509727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
